"","subtissue","plate.barcode","FACS.selection","cell_ontology_class","cell_ontology_id","free_annotation","cluster.ids","mouse.sex","mouse.id"
"H8.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","10","F","3_39_F"
"H8.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_38_F"
"H9.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","M","3_9_M"
"H9.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","M","3_8_M"
"H9.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ amplifying undifferentiated cell (Proximal)","9","M","3_9_M"
"H9.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_10_M"
"H9.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","M","3_11_M"
"H9.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","10","M","3_10_M"
"H9.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_8_M"
"H9.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","F","3_56_F"
"H9.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_56_F"
"H9.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_38_F"
"H9.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_39_F"
"H9.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_39_F"
"H9.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","F","3_39_F"
"I10.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","enteroendocrine cell","CL:0000164","Chromaffin Cell","15","M","3_9_M"
"I10.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","M","3_8_M"
"I10.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_10_M"
"I10.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","M","3_11_M"
"I10.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","11","M","3_10_M"
"I10.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","F","3_56_F"
"I10.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_56_F"
"I10.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","11","F","3_38_F"
"I10.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","10","F","3_39_F"
"I10.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","11","F","3_39_F"
"I10.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","F","3_39_F"
"I11.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_9_M"
"I11.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_8_M"
"I11.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","M","3_11_M"
"I11.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","M","3_10_M"
"I11.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_8_M"
"I11.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","F","3_56_F"
"I11.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_56_F"
"I11.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_38_F"
"I11.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_39_F"
"I11.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_39_F"
"I11.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ amplifying undifferentiated cell (Proximal)","9","F","3_38_F"
"I11.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","F","3_39_F"
"I12.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","M","3_9_M"
"I12.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","10","M","3_8_M"
"I12.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","M","3_9_M"
"I12.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_10_M"
"I12.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ amplifying undifferentiated cell (Proximal)","9","M","3_11_M"
"I12.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","M","3_10_M"
"I12.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_56_F"
"I12.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_56_F"
"I12.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_38_F"
"I12.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_39_F"
"I12.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_39_F"
"I13.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","M","3_9_M"
"I13.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_8_M"
"I13.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_9_M"
"I13.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","M","3_10_M"
"I13.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_11_M"
"I13.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_10_M"
"I13.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_56_F"
"I13.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_56_F"
"I13.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_38_F"
"I13.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_39_F"
"I13.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_39_F"
"I13.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","F","3_38_F"
"I13.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","F","3_39_F"
"I14.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","M","3_9_M"
"I14.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_8_M"
"I14.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_9_M"
"I14.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_11_M"
"I14.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_10_M"
"I14.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_56_F"
"I14.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_56_F"
"I14.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_39_F"
"I14.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_39_F"
"I14.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","F","3_39_F"
"I15.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_11_M"
"I15.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_10_M"
"I15.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","M","3_8_M"
"I15.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_56_F"
"I15.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_56_F"
"I15.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_38_F"
"I15.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_39_F"
"I15.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_38_F"
"I16.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","M","3_9_M"
"I16.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_8_M"
"I16.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_9_M"
"I16.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_11_M"
"I16.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_10_M"
"I16.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","F","3_56_F"
"I16.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_56_F"
"I16.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_38_F"
"I16.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_39_F"
"I16.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_39_F"
"I16.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_38_F"
"I17.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","M","3_9_M"
"I17.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_8_M"
"I17.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_9_M"
"I17.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_10_M"
"I17.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_11_M"
"I17.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","M","3_10_M"
"I17.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","F","3_56_F"
"I17.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_56_F"
"I17.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_38_F"
"I17.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_39_F"
"I17.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","F","3_38_F"
"I18.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_9_M"
"I18.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","M","3_8_M"
"I18.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","M","3_10_M"
"I18.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","M","3_11_M"
"I18.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_10_M"
"I18.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","M","3_8_M"
"I18.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_56_F"
"I18.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_56_F"
"I18.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_38_F"
"I18.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","Brush cell of epithelium proper of large intestine","CL:0002203","Tuft cell","14","F","3_39_F"
"I18.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","F","3_38_F"
"I18.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","11","F","3_39_F"
"I19.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","M","3_9_M"
"I19.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_9_M"
"I19.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","M","3_10_M"
"I19.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","M","3_11_M"
"I19.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_10_M"
"I19.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","M","3_8_M"
"I19.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_56_F"
"I19.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","5","F","3_56_F"
"I19.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_39_F"
"I19.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_39_F"
"I19.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","F","3_38_F"
"I1.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_8_M"
"I1.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","M","3_11_M"
"I1.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","M","3_10_M"
"I1.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","10","F","3_56_F"
"I1.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_39_F"
"I1.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","10","F","3_39_F"
"I1.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","F","3_38_F"
"I1.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ amplifying undifferentiated cell (Proximal)","9","F","3_39_F"
"I20.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_8_M"
"I20.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","M","3_10_M"
"I20.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","Brush cell of epithelium proper of large intestine","CL:0002203","Tuft cell","14","M","3_11_M"
"I20.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_10_M"
"I20.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","M","3_8_M"
"I20.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","F","3_56_F"
"I20.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","11","F","3_56_F"
"I20.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_38_F"
"I20.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_39_F"
"I20.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","7","F","3_38_F"
"I21.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","M","3_9_M"
"I21.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_8_M"
"I21.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_9_M"
"I21.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Distal)","8","M","3_10_M"
"I21.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","enteroendocrine cell","CL:0000164","Chromaffin Cell","15","M","3_11_M"
"I21.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","M","3_10_M"
"I21.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","M","3_8_M"
"I21.MAA001539.3_56_F.1.1","Distal","MAA001539","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","F","3_56_F"
"I21.MAA001632.3_56_F.1.1","Proximal","MAA001632","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","10","F","3_56_F"
"I21.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_38_F"
"I21.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_39_F"
"I21.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","F","3_38_F"
"I21.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","F","3_39_F"
"I22.MAA000583.3_9_M.1.1","Distal","MAA000583","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_9_M"
"I22.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Proximal)","11","M","3_8_M"
"I22.MAA000612.3_9_M.1.1","Proximal","MAA000612","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","M","3_9_M"
"I22.MAA000870.3_10_M.1.1","Distal","MAA000870","Multiple","large intestine goblet cell","CL:1000320","Goblet cell, top of crypt (Distal)","13","M","3_10_M"
"I22.MAA000871.3_11_M.1.1","Proximal","MAA000871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- undifferentiated cell","4","M","3_11_M"
"I22.MAA000909.3_10_M.1.1","Proximal","MAA000909","Multiple","enteroendocrine cell","CL:0000164","Chromaffin Cell","15","M","3_10_M"
"I22.MAA000937.3_8_M.1.1","Distal","MAA000937","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","M","3_8_M"
"I22.MAA001869.3_38_F.1.1","Proximal","MAA001869","Multiple","enterocyte of epithelium of large intestine","CL:0002071","Enterocyte (Proximal)","2","F","3_38_F"
"I22.MAA001871.3_39_F.1.1","Proximal","MAA001871","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5- amplifying undifferentiated cell","0","F","3_39_F"
"I22.MAA001872.3_39_F.1.1","Proximal","MAA001872","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Proximal)","1","F","3_39_F"
"I22.MAA001873.3_38_F.1.1","Distal","MAA001873","Multiple","large intestine goblet cell","CL:1000320","Goblet cell (Distal)","6","F","3_38_F"
"I22.MAA001875.3_39_F.1.1","Distal","MAA001875","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ undifferentiated cell (Distal)","3","F","3_39_F"
"I2.MAA000611.3_8_M.1.1","Proximal","MAA000611","Multiple","epithelial cell of large intestine","CL:0002253","Lgr5+ amplifying undifferentiated cell (Proximal)","9","M","3_8_M"
