p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,
6.83E-18,0.640551125,0.516,0.048,9,Imp4,,,,,,,,
1.57E-11,0.638422876,0.387,0.035,9,Pno1,,,,,,,,
1.90E-18,0.638066499,0.387,0.014,9,Ddx21,,,,,,,,
5.24E-16,0.63773002,0.323,0.009,9,Steap3,,,,,,,,
6.35E-13,0.637671994,0.968,0.347,9,Uqcrb,,,,,,,,
2.86E-12,0.63629886,0.452,0.058,9,Rpa3,,,,,,,,
1.04E-20,0.636297695,0.645,0.091,9,Svbp,,,,,,,,
5.06E-18,0.636164064,0.548,0.063,9,Glo1,,,,,,,,
3.24E-14,0.636063761,0.387,0.027,9,Mrpl50,,,,,,,,
2.12E-11,0.635787275,0.419,0.049,9,Hspa4,,,,,,,,
6.14E-10,0.635343466,0.387,0.047,9,Pold2,,,,,,,,
1.03E-14,0.635165405,0.484,0.071,9,Odc1,,,,,,,,
2.91E-11,0.633699953,0.71,0.2,9,Wdr89,,,,,,,,
1.57E-13,0.632086094,0.419,0.041,9,Pycr2,,,,,,,,
3.66E-11,0.632020983,0.355,0.027,9,Mrpl47,,,,,,,,
9.53E-19,0.631394706,0.548,0.06,9,Chrac1,,,,,,,,
5.16E-16,0.631318706,0.548,0.077,9,Mat2b,,,,,,,,
2.92E-19,0.630554802,0.581,0.07,9,Gm10073,,,,,,,,
1.51E-21,0.63027362,0.871,0.184,9,Cks2,,,,,,,,
8.96E-17,0.628858108,0.774,0.17,9,Rpl37rt,,,,,,,,
5.84E-10,0.628290872,0.71,0.204,9,Rps6-ps4,,,,,,,,
1.82E-21,0.627420588,0.645,0.079,9,Mrps26,,,,,,,,
1.07E-14,0.627148156,0.968,0.699,9,Rps14,,,,,,,,
1.16E-22,0.627025133,0.806,0.145,9,Psmd14,,,,,,,,
4.72E-09,0.626033791,0.323,0.025,9,Hddc2,,,,,,,,
1.05E-17,0.625976794,0.548,0.07,9,Polr2f,,,,,,,,
6.38E-17,0.625118788,0.71,0.133,9,Pgp,,,,,,,,
6.47E-15,0.624684506,0.387,0.026,9,Ftsj1,,,,,,,,
3.76E-11,0.62444662,0.323,0.022,9,Fignl1,,,,,,,,
1.83E-13,0.624060806,0.419,0.04,9,Rpp30,,,,,,,,
5.33E-16,0.623974187,0.806,0.2,9,Tomm22,,,,,,,,
5.65E-15,0.623701306,0.645,0.122,9,Slirp,,,,,,,,
6.11E-20,0.623615882,0.516,0.049,9,Shmt2,,,,,,,,
6.92E-17,0.62316689,0.774,0.173,9,Psmb2,,,,,,,,
6.35E-23,0.622293588,0.677,0.089,9,Gm13436,,,,,,,,
3.92E-11,0.622244765,0.968,0.386,9,Hint1,,,,,,,,
2.59E-12,0.622190178,0.452,0.058,9,Gars,,,,,,,,
3.47E-08,0.62177553,0.29,0.022,9,Ndufaf4,,,,,,,,
3.49E-16,0.62173987,0.677,0.128,9,Eif3e,,,,,,,,
7.26E-16,0.621152756,0.548,0.072,9,Rgs10,,,,,,,,
7.82E-16,0.621121623,0.935,0.277,9,Ndufb8,,,,,,,,
5.26E-16,0.621057963,0.613,0.098,9,Ube2k,,,,,,,,
1.64E-13,0.61997293,0.355,0.023,9,1110004E09Rik,,,,,,,,
1.51E-12,0.619791415,0.968,0.359,9,2010107E04Rik,,,,,,,,
1.50E-16,0.61811297,0.516,0.062,9,Oat,,,,,,,,
6.29E-17,0.617423116,0.387,0.021,9,Wdr43,,,,,,,,
1.73E-09,0.616990944,0.484,0.099,9,Mrps17,,,,,,,,
5.22E-12,0.616441829,0.484,0.071,9,Etf1,,,,,,,,
4.23E-11,0.616144174,0.935,0.356,9,Cox5b,,,,,,,,
9.97E-14,0.615133019,0.387,0.029,9,Eif2b1,,,,,,,,
5.05E-19,0.614992071,0.742,0.141,9,Gclm,,,,,,,,
6.70E-17,0.614285145,0.645,0.111,9,Chchd1,,,,,,,,
2.47E-14,0.613487497,0.419,0.035,9,Ubxn8,,,,,,,,
2.39E-14,0.613216251,0.548,0.093,9,G3bp1,,,,,,,,
8.89E-20,0.613012337,0.935,0.206,9,Mt1,,,,,,,,
5.06E-12,0.612982445,0.355,0.03,9,Phf10,,,,,,,,
9.08E-16,0.612083764,0.323,0.007,9,Naa25,,,,,,,,
1.32E-18,0.611412044,0.677,0.116,9,Uchl5,,,,,,,,
1.01E-14,0.610711986,0.548,0.078,9,Cdc123,,,,,,,,
5.69E-22,0.610449825,0.806,0.162,9,Psmd4,,,,,,,,
2.17E-11,0.610374221,0.452,0.063,9,Mydgf,,,,,,,,
2.70E-18,0.609664309,0.548,0.066,9,Thoc3,,,,,,,,
3.83E-06,0.609385843,0.29,0.036,9,Phb,,,,,,,,
7.30E-07,0.609278638,0.323,0.041,9,Gfer,,,,,,,,
1.36E-16,0.608771953,0.71,0.137,9,Polr2j,,,,,,,,
2.08E-09,0.608696114,0.645,0.182,9,Hnrnpab,,,,,,,,
3.18E-09,0.608488907,0.968,0.504,9,Ptma,,,,,,,,
1.13E-15,0.608453291,0.613,0.102,9,Rps10-ps2,,,,,,,,
3.57E-14,0.607986861,0.839,0.236,9,Uqcrfs1,,,,,,,,
1.43E-11,0.606567736,0.419,0.05,9,Aaas,,,,,,,,
2.86E-18,0.605531612,0.548,0.066,9,Rpl7l1,,,,,,,,
3.76E-14,0.605160617,0.613,0.115,9,Pfdn6,,,,,,,,
2.92E-09,0.604358519,0.903,0.364,9,Atp5a1,,,,,,,,
2.36E-16,0.604106864,0.516,0.063,9,Apip,,,,,,,,
2.97E-14,0.603786741,0.419,0.041,9,Yif1a,,,,,,,,
3.55E-15,0.603766944,0.484,0.054,9,Nt5c,,,,,,,,
1.05E-18,0.60348283,0.452,0.031,9,BC003965,,,,,,,,
1.01E-20,0.603360734,0.871,0.206,9,Psma6,,,,,,,,
1.12E-21,0.602884195,0.677,0.099,9,Ndufv1,,,,,,,,
3.82E-18,0.602675194,0.452,0.03,9,Rpl18-ps2,,,,,,,,
1.72E-10,0.60176984,0.935,0.368,9,Rpl10a,,,,,,,,
8.11E-21,0.600900512,0.645,0.088,9,Eif4e,,,,,,,,
6.82E-17,0.600306196,0.516,0.062,9,Slc29a1,,,,,,,,
1.48E-15,0.599479139,0.29,0.003,9,Sdsl,,,,,,,,
6.35E-07,0.599458074,0.452,0.106,9,Pnp,,,,,,,,
3.00E-11,0.598916057,0.935,0.349,9,Tubb5,,,,,,,,
9.58E-21,0.598431471,0.71,0.122,9,2700060E02Rik,,,,,,,,
2.15E-11,0.598348193,0.968,0.633,9,Rps3a1,,,,,,,,
1.29E-22,0.598295081,0.452,0.025,9,Seh1l,,,,,,,,
2.31E-11,0.597451924,0.258,0.004,9,Pvt1,,,,,,,,
2.85E-11,0.597442109,0.355,0.034,9,Dhfr,,,,,,,,
2.82E-20,0.596861484,0.581,0.073,9,Dazap1,,,,,,,,
1.04E-06,0.59683608,0.29,0.036,9,Eif2a,,,,,,,,
4.70E-18,0.595485519,0.484,0.045,9,Kpnb1,,,,,,,,
7.50E-12,0.595021324,0.548,0.106,9,Psmb7,,,,,,,,
9.25E-19,0.594819065,0.677,0.114,9,Suclg1,,,,,,,,
8.99E-15,0.594332806,0.968,0.746,9,Rps9,,,,,,,,
1.42E-19,0.594025006,0.613,0.087,9,Strap,,,,,,,,
3.93E-12,0.593575709,0.806,0.237,9,Ndufa5,,,,,,,,
7.52E-20,0.593447584,0.806,0.176,9,Eif4h,,,,,,,,
8.79E-18,0.593287845,0.742,0.153,9,Siva1,,,,,,,,
1.90E-13,0.593193232,1,0.75,9,Rps29,,,,,,,,
2.57E-09,0.592279093,0.484,0.099,9,Sdha,,,,,,,,
8.37E-08,0.592047641,0.452,0.094,9,Mrpl54,,,,,,,,
1.19E-16,0.591575886,0.645,0.12,9,Sod1,,,,,,,,
1.21E-13,0.590688517,0.387,0.035,9,Trnau1ap,,,,,,,,
3.23E-14,0.590267717,0.516,0.077,9,Khdrbs1,,,,,,,,
4.06E-10,0.590172885,0.194,0.002,9,1700006J14Rik,,,,,,,,
3.21E-19,0.589597426,0.484,0.044,9,Guk1,,,,,,,,
3.11E-19,0.588812304,0.452,0.037,9,Lias,,,,,,,,
2.91E-08,0.588654245,1,0.552,9,Cox4i1,,,,,,,,
1.27E-09,0.588268617,0.355,0.047,9,Tango2,,,,,,,,
1.23E-15,0.588145032,0.484,0.056,9,Dap3,,,,,,,,
4.20E-17,0.587201136,0.419,0.029,9,Ptrh2,,,,,,,,
3.72E-18,0.587014058,0.484,0.044,9,Acot13,,,,,,,,
4.46E-14,0.586894514,0.677,0.149,9,Cdc37,,,,,,,,
8.59E-13,0.586089153,0.387,0.031,9,Ddx27,,,,,,,,
6.73E-20,0.585509445,0.581,0.073,9,Mrpl35,,,,,,,,
4.95E-14,0.585492225,0.645,0.141,9,Gm5905,,,,,,,,
2.93E-11,0.585324277,0.581,0.133,9,Tk1,,,,,,,,
2.90E-11,0.585237489,0.355,0.029,9,Rrp7a,,,,,,,,
2.42E-11,0.584629218,0.387,0.038,9,Ddx1,,,,,,,,
7.58E-20,0.584466554,0.839,0.188,9,Cks1b,,,,,,,,
3.34E-19,0.584114864,0.613,0.088,9,Uba2,,,,,,,,
1.29E-13,0.583743647,0.774,0.205,9,Ndufs6,,,,,,,,
8.52E-13,0.583440959,0.355,0.028,9,Prmt5,,,,,,,,
1.04E-20,0.582197375,0.645,0.071,9,Mt2,,,,,,,,
1.25E-08,0.581903532,1,0.54,9,Rpl7,,,,,,,,
4.67E-14,0.581177581,0.355,0.021,9,Ppif,,,,,,,,
1.35E-16,0.581097184,0.548,0.072,9,Mrpl23,,,,,,,,
1.95E-13,0.580299826,0.355,0.02,9,Kars,,,,,,,,
5.14E-15,0.580028654,0.645,0.13,9,Eloc,,,,,,,,
4.30E-11,0.579961283,0.387,0.048,9,Rpl35a-ps2,,,,,,,,
2.94E-17,0.579824594,0.742,0.166,9,Mrpl57,,,,,,,,
1.08E-15,0.579583054,0.387,0.037,9,Rhag,,,,,,,,
4.92E-21,0.579082331,0.677,0.089,9,Vdac1,,,,,,,,
6.51E-08,0.578808689,0.968,0.589,9,Rpl37a,,,,,,,,
2.61E-12,0.578379718,0.323,0.018,9,Kmt5c,,,,,,,,
5.04E-13,0.578219971,0.419,0.046,9,Ppih,,,,,,,,
1.10E-09,0.577876456,0.29,0.023,9,Snhg12,,,,,,,,
1.45E-16,0.577771198,0.548,0.083,9,Eif5b,,,,,,,,
1.05E-22,0.577430113,0.677,0.096,9,Pin1,,,,,,,,
4.89E-15,0.576832804,0.484,0.06,9,Bri3bp,,,,,,,,
1.08E-10,0.57636858,0.355,0.033,9,Hn1l,,,,,,,,
4.11E-20,0.576096669,0.452,0.03,9,Prim2,,,,,,,,
1.25E-08,0.575714358,0.29,0.026,9,Prpsap1,,,,,,,,
1.45E-24,0.575247309,0.806,0.148,9,2410015M20Rik,,,,,,,,
1.10E-13,0.575050641,0.452,0.053,9,Cenph,,,,,,,,
4.51E-14,0.575045336,0.323,0.016,9,Wdr55,,,,,,,,
4.31E-13,0.574750334,0.484,0.072,9,Hypk,,,,,,,,
2.56E-14,0.574190158,0.645,0.136,9,Gm11478,,,,,,,,
1.36E-15,0.573079494,1,0.341,9,Prdx2,,,,,,,,
9.05E-18,0.572261311,0.548,0.067,9,Rpl36a-ps2,,,,,,,,
2.88E-10,0.572233979,0.355,0.038,9,Exosc3,,,,,,,,
8.05E-13,0.571544162,0.452,0.069,9,Immt,,,,,,,,
1.64E-13,0.571277117,0.419,0.049,9,Katna1,,,,,,,,
9.58E-17,0.571204383,0.484,0.057,9,Tmem11,,,,,,,,
7.70E-12,0.570920826,0.806,0.257,9,Psmb6,,,,,,,,
1.41E-19,0.570919595,0.677,0.113,9,Mrpl34,,,,,,,,
2.30E-12,0.570794418,0.387,0.04,9,Rps25-ps1,,,,,,,,
1.23E-16,0.570668498,0.452,0.044,9,Tomm70a,,,,,,,,
2.30E-15,0.570560189,0.71,0.156,9,Romo1,,,,,,,,
9.30E-17,0.569119559,0.548,0.091,9,Eif3l,,,,,,,,
2.62E-11,0.569029259,0.323,0.023,9,Psph,,,,,,,,
2.00E-15,0.568073683,0.548,0.083,9,Psmd12,,,,,,,,
5.50E-18,0.567202869,0.387,0.021,9,Pitrm1,,,,,,,,
2.54E-08,0.565766686,0.355,0.051,9,Bola1,,,,,,,,
6.89E-12,0.56546014,0.258,0.011,9,Bex4,,,,,,,,
6.69E-21,0.565389056,0.645,0.093,9,Gm8430,,,,,,,,
1.59E-16,0.565236157,0.548,0.085,9,Papola,,,,,,,,
2.92E-14,0.565025056,0.871,0.275,9,Psma2,,,,,,,,
1.96E-14,0.564659155,0.452,0.053,9,Zc3h15,,,,,,,,
3.36E-14,0.564350258,1,0.387,9,Atp5k,,,,,,,,
5.17E-13,0.564104216,0.29,0.013,9,Mrps2,,,,,,,,
3.24E-09,0.563293599,0.258,0.014,9,Abcf3,,,,,,,,
2.38E-09,0.562961347,0.29,0.021,9,Mettl5,,,,,,,,
1.80E-10,0.561914154,0.484,0.092,9,Mrpl24,,,,,,,,
1.52E-09,0.561512761,1,0.499,9,H2afz,,,,,,,,
2.40E-08,0.561460426,0.29,0.022,9,Lap3,,,,,,,,
2.51E-10,0.560773856,0.355,0.039,9,Gins2,,,,,,,,
1.25E-11,0.559740994,0.484,0.086,9,Mrpl40,,,,,,,,
8.94E-17,0.558579951,0.419,0.037,9,Afg3l1,,,,,,,,
2.15E-16,0.558510793,0.452,0.042,9,Tceal8,,,,,,,,
2.26E-17,0.558088381,0.419,0.026,9,Chaf1b,,,,,,,,
4.10E-10,0.557479622,0.419,0.067,9,Gm5586,,,,,,,,
3.84E-13,0.557445281,0.516,0.095,9,Hdgf,,,,,,,,
2.11E-10,0.557295636,0.29,0.021,9,Fam195a,,,,,,,,
1.51E-11,0.556474219,0.323,0.03,9,Psmd9,,,,,,,,
2.83E-16,0.556177028,0.581,0.096,9,Emc6,,,,,,,,
2.30E-14,0.555892815,0.387,0.029,9,Dlat,,,,,,,,
1.44E-11,0.555611801,0.323,0.021,9,Jagn1,,,,,,,,
2.16E-09,0.555413442,0.968,0.453,9,Cox7a2,,,,,,,,
3.57E-15,0.555124685,0.387,0.036,9,Ddx47,,,,,,,,
3.34E-14,0.554303305,0.258,0.003,9,Dkkl1,,,,,,,,
5.71E-10,0.552639321,0.258,0.009,9,Gdf3,,,,,,,,
1.25E-18,0.552637188,0.903,0.233,9,Park7,,,,,,,,
9.54E-16,0.552610056,0.71,0.162,9,Cox20,,,,,,,,
3.00E-15,0.552415104,0.581,0.108,9,M6pr,,,,,,,,
6.67E-11,0.55205557,0.29,0.017,9,Mrps5,,,,,,,,
4.16E-13,0.551981166,0.452,0.061,9,Zranb2,,,,,,,,
1.35E-12,0.55173872,0.355,0.028,9,Dtwd1,,,,,,,,
1.87E-13,0.551525217,0.452,0.055,9,Phgdh,,,,,,,,
1.62E-17,0.551044011,0.677,0.13,9,Srsf6,,,,,,,,
6.66E-11,0.551035342,0.613,0.156,9,Eif4a3,,,,,,,,
3.40E-17,0.549480322,0.419,0.036,9,Gstp-ps,,,,,,,,
2.58E-15,0.549353874,0.548,0.087,9,Plekhj1,,,,,,,,
7.50E-20,0.548998458,0.935,0.262,9,Psmb1,,,,,,,,
1.63E-14,0.548896493,0.613,0.12,9,Lsm8,,,,,,,,
5.81E-14,0.548875662,0.581,0.108,9,Ptbp1,,,,,,,,
2.05E-16,0.548670748,0.581,0.093,9,Smu1,,,,,,,,
1.17E-21,0.548538107,0.839,0.175,9,Nol7,,,,,,,,
7.16E-14,0.548440045,0.387,0.036,9,Farsa,,,,,,,,
6.67E-15,0.547197241,0.484,0.067,9,Timm50,,,,,,,,
4.87E-07,0.546634242,0.258,0.024,9,Snhg9,,,,,,,,
5.58E-20,0.546574415,0.516,0.051,9,Snhg8,,,,,,,,
1.41E-07,0.545695007,0.258,0.026,9,2510002D24Rik,,,,,,,,
1.86E-09,0.545360657,0.29,0.022,9,Aunip,,,,,,,,
2.77E-15,0.545316367,0.323,0.01,9,Ahcy,,,,,,,,
1.14E-18,0.545056056,0.452,0.042,9,Nae1,,,,,,,,
1.97E-17,0.544663453,0.548,0.081,9,Mrpl17,,,,,,,,
3.11E-13,0.544633933,0.258,0.007,9,Aplf,,,,,,,,
1.89E-14,0.544424239,0.516,0.086,9,U2af2,,,,,,,,
9.90E-16,0.544412969,0.387,0.032,9,Mrpl22,,,,,,,,
2.40E-12,0.544251481,0.387,0.036,9,Rpf2,,,,,,,,
3.69E-21,0.544082344,0.71,0.126,9,RP23-269H21.1,,,,,,,,
8.05E-08,0.54380828,0.387,0.071,9,Cisd2,,,,,,,,
5.22E-13,0.543600348,0.323,0.019,9,Gm3531,,,,,,,,
5.36E-15,0.543469007,0.935,0.309,9,Eif3k,,,,,,,,
6.89E-12,0.543389507,0.387,0.045,9,Emc4,,,,,,,,
2.03E-17,0.543084334,0.452,0.041,9,Mycbp,,,,,,,,
1.46E-13,0.542970016,0.548,0.102,9,Gm16286,,,,,,,,
2.24E-10,0.542944814,0.484,0.095,9,Sec13,,,,,,,,
2.24E-12,0.54283917,0.323,0.021,9,Rars,,,,,,,,
1.47E-13,0.542101158,0.452,0.061,9,Mospd3,,,,,,,,
2.37E-10,0.541864368,0.258,0.01,9,Exo1,,,,,,,,
6.52E-11,0.541664564,0.29,0.015,9,E130309D02Rik,,,,,,,,
1.49E-14,0.541448577,0.484,0.069,9,Acaa2,,,,,,,,
7.03E-18,0.540767823,0.903,0.255,9,Prdx1,,,,,,,,
8.99E-10,0.540714969,0.194,0.002,9,Prss50,,,,,,,,
6.14E-16,0.540076946,0.484,0.06,9,Polr2k,,,,,,,,
5.43E-16,0.539778635,0.742,0.18,9,Ssr4,,,,,,,,
1.90E-13,0.539637874,0.452,0.058,9,Actl6a,,,,,,,,
2.78E-17,0.539392185,0.387,0.024,9,Pgam5,,,,,,,,
1.37E-13,0.538792295,0.355,0.029,9,Gps1,,,,,,,,
3.09E-17,0.538572701,0.452,0.044,9,Gm10039,,,,,,,,
1.58E-11,0.538340514,0.355,0.032,9,Mrpl27,,,,,,,,
1.65E-12,0.537837033,0.71,0.191,9,Ndufs7,,,,,,,,
6.86E-10,0.537675751,0.323,0.035,9,Ash2l,,,,,,,,
9.34E-10,0.53667769,0.355,0.047,9,Trim27,,,,,,,,
3.09E-19,0.536263581,0.903,0.254,9,Tma7,,,,,,,,
4.04E-17,0.535479841,0.355,0.015,9,Ccdc58,,,,,,,,
2.30E-16,0.53541688,0.613,0.111,9,Rpl3-ps1,,,,,,,,
8.51E-15,0.534250111,0.613,0.12,9,Bcas2,,,,,,,,
7.90E-15,0.53413398,0.323,0.015,9,Spr,,,,,,,,
2.15E-12,0.533986708,0.29,0.014,9,Mtfp1,,,,,,,,
4.09E-18,0.533870554,0.645,0.112,9,Higd1a,,,,,,,,
1.24E-07,0.53367162,0.258,0.023,9,Pcgf1,,,,,,,,
2.40E-15,0.533447621,0.935,0.303,9,Uqcr10,,,,,,,,
8.95E-11,0.53298563,0.323,0.026,9,1500011K16Rik,,,,,,,,
4.85E-15,0.531855533,0.355,0.022,9,Timm9,,,,,,,,
1.72E-09,0.531399954,0.419,0.07,9,Rps3a2,,,,,,,,
1.94E-19,0.530044855,0.774,0.162,9,Ppib,,,,,,,,
4.04E-12,0.529703556,0.452,0.068,9,Txnl4a,,,,,,,,
2.50E-11,0.529699582,0.935,0.36,9,Uqcrh,,,,,,,,
2.55E-21,0.529539594,0.613,0.088,9,Eny2,,,,,,,,
3.62E-17,0.529499127,0.677,0.134,9,Tipin,,,,,,,,
3.14E-18,0.529086689,0.839,0.214,9,Ssna1,,,,,,,,
1.47E-14,0.528987887,0.548,0.101,9,Cnpy2,,,,,,,,
6.54E-14,0.528606303,0.419,0.046,9,Ncbp2,,,,,,,,
1.38E-10,0.528568048,0.484,0.099,9,Acadl,,,,,,,,
2.24E-12,0.528465905,0.323,0.027,9,Arl2,,,,,,,,
6.58E-13,0.528247254,0.419,0.053,9,Rfc3,,,,,,,,
1.37E-11,0.528193317,0.323,0.023,9,Nip7,,,,,,,,
2.90E-24,0.527759888,0.677,0.105,9,Polr2c,,,,,,,,
5.81E-15,0.52763193,0.419,0.042,9,Hacd1,,,,,,,,
2.01E-16,0.527530207,0.806,0.203,9,Cenpa,,,,,,,,
6.68E-13,0.527033567,0.387,0.042,9,Rtca,,,,,,,,
6.68E-08,0.52683226,0.258,0.018,9,Bcl7c,,,,,,,,
3.20E-17,0.526464421,0.516,0.068,9,Gm6136,,,,,,,,
8.80E-10,0.526430177,0.355,0.047,9,Mrps9,,,,,,,,
4.88E-23,0.526397047,0.387,0.019,9,Mllt3,,,,,,,,
7.06E-12,0.526005257,0.355,0.032,9,Rps18-ps3,,,,,,,,
3.05E-19,0.525600311,0.839,0.214,9,Rpl24,,,,,,,,
4.27E-16,0.524879311,0.452,0.051,9,U2af1l4,,,,,,,,
1.61E-23,0.524075054,0.774,0.137,9,Rpl10a-ps1,,,,,,,,
1.17E-09,0.523606625,0.29,0.023,9,Cmc1,,,,,,,,
2.38E-15,0.523539729,0.419,0.047,9,Aplp2,,,,,,,,
1.41E-07,0.523493331,0.29,0.032,9,Abce1,,,,,,,,
4.86E-08,0.523424544,0.258,0.017,9,Tsfm,,,,,,,,
2.65E-10,0.523342585,0.29,0.023,9,Tars2,,,,,,,,
1.98E-12,0.523087153,0.548,0.113,9,Prkag1,,,,,,,,
1.09E-17,0.523053454,0.516,0.063,9,Ormdl2,,,,,,,,
3.63E-09,0.523033469,0.29,0.025,9,Nol12,,,,,,,,
5.88E-09,0.5227031,0.226,0.007,9,Noa1,,,,,,,,
3.00E-13,0.522613963,0.355,0.028,9,Exosc9,,,,,,,,
2.90E-16,0.522540581,0.581,0.108,9,Gtf2h5,,,,,,,,
3.17E-13,0.522435992,0.387,0.045,9,Ak3,,,,,,,,
9.97E-20,0.522256122,0.71,0.142,9,Psmb4,,,,,,,,
4.33E-17,0.521863918,0.387,0.027,9,Hdac2,,,,,,,,
2.13E-11,0.521665927,0.323,0.03,9,Anapc10,,,,,,,,
3.07E-12,0.521432945,0.323,0.029,9,Ppp2r1b,,,,,,,,
6.34E-14,0.520254732,0.903,0.317,9,Atp5d,,,,,,,,
3.01E-11,0.519458291,0.935,0.361,9,Usmg5,,,,,,,,
5.81E-12,0.519244338,0.258,0.007,9,Tsr1,,,,,,,,
1.46E-21,0.518506234,0.742,0.145,9,Psmb5,,,,,,,,
8.20E-16,0.518250587,0.452,0.051,9,Denr,,,,,,,,
1.04E-13,0.51824944,0.871,0.293,9,Hnrnpk,,,,,,,,
2.41E-09,0.518081905,0.323,0.032,9,Mak16,,,,,,,,
8.77E-12,0.517377938,0.903,0.342,9,Hnrnpa2b1,,,,,,,,
9.57E-06,0.517367906,0.258,0.035,9,Psmg2,,,,,,,,
1.12E-12,0.516961279,0.419,0.053,9,Slc35a4,,,,,,,,
3.56E-08,0.516196643,0.484,0.119,9,Snrpc,,,,,,,,
1.37E-09,0.515343117,0.323,0.031,9,Snhg6,,,,,,,,
7.29E-15,0.515206364,0.419,0.045,9,Rad51,,,,,,,,
2.48E-15,0.514822047,0.387,0.035,9,Pmm1,,,,,,,,
5.75E-16,0.514717608,0.516,0.081,9,Cnih1,,,,,,,,
3.47E-14,0.514110586,0.645,0.148,9,Gmnn,,,,,,,,
2.05E-09,0.51376836,0.29,0.021,9,Polr1c,,,,,,,,
1.58E-11,0.513592156,0.452,0.077,9,Tmem33,,,,,,,,
4.44E-15,0.513263982,0.742,0.192,9,Sdhb,,,,,,,,
6.70E-11,0.512319542,0.29,0.019,9,Orc2,,,,,,,,
5.32E-10,0.512006438,0.806,0.305,9,Gm14303,,,,,,,,
1.26E-14,0.511706121,0.29,0.013,9,Cyth3,,,,,,,,
1.94E-11,0.511498748,0.387,0.049,9,Zwint,,,,,,,,
1.68E-09,0.5112023,0.516,0.13,9,Ssb,,,,,,,,
1.52E-11,0.51101825,0.839,0.29,9,Anp32b,,,,,,,,
1.87E-18,0.510582672,0.516,0.06,9,Wbscr22,,,,,,,,
1.33E-16,0.510264995,0.677,0.145,9,Fus,,,,,,,,
3.90E-14,0.51022585,0.419,0.048,9,Polr3k,,,,,,,,
5.62E-08,0.509137788,0.258,0.021,9,Gm5812,,,,,,,,
7.56E-13,0.508732537,0.355,0.044,9,Tnfaip2,,,,,,,,
3.01E-08,0.508518795,0.258,0.02,9,Usp50,,,,,,,,
1.09E-08,0.508299949,0.323,0.043,9,Dhrs4,,,,,,,,
6.34E-08,0.508088707,0.323,0.044,9,Trap1,,,,,,,,
3.35E-13,0.507969834,0.452,0.064,9,Mrps7,,,,,,,,
1.18E-11,0.50767207,0.323,0.026,9,Parp1,,,,,,,,
1.38E-24,0.507314471,0.71,0.107,9,1110004F10Rik,,,,,,,,
5.33E-12,0.507288465,0.484,0.088,9,Nxf1,,,,,,,,
2.08E-08,0.507039985,0.323,0.041,9,Eif1a,,,,,,,,
1.10E-14,0.506758979,1,0.41,9,Ldha,,,,,,,,
1.44E-08,0.506656619,0.323,0.042,9,Glod4,,,,,,,,
2.46E-12,0.505558876,0.355,0.032,9,Mrpl38,,,,,,,,
2.76E-12,0.505525034,0.323,0.022,9,Plaa,,,,,,,,
4.12E-17,0.505469874,0.387,0.03,9,Ptcd2,,,,,,,,
1.39E-15,0.505429358,0.742,0.193,9,Txn2,,,,,,,,
1.36E-11,0.504903967,0.452,0.073,9,Rpl9-ps6,,,,,,,,
2.59E-10,0.504686224,0.226,0.004,9,Atp1b2,,,,,,,,
3.67E-09,0.50296465,0.226,0.008,9,Snhg17,,,,,,,,
1.96E-12,0.502941109,0.581,0.128,9,Sumo3,,,,,,,,
2.07E-16,0.502744441,0.548,0.087,9,Fmc1,,,,,,,,
3.14E-11,0.502605708,0.452,0.084,9,Rab18,,,,,,,,
7.49E-13,0.502445768,0.387,0.049,9,Mrpl55,,,,,,,,
1.93E-12,0.502431889,0.387,0.041,9,Elp5,,,,,,,,
6.07E-12,0.501874332,0.29,0.021,9,Ccdc86,,,,,,,,
2.72E-27,0.50142374,0.742,0.114,9,Rps19-ps6,,,,,,,,
2.98E-13,0.501049903,0.29,0.01,9,Nop14,,,,,,,,
6.61E-15,0.500948978,0.548,0.107,9,Acp1,,,,,,,,
3.84E-17,0.499586296,0.516,0.07,9,Aimp1,,,,,,,,
1.89E-21,0.499410087,0.452,0.034,9,Rabggtb,,,,,,,,
5.84E-11,0.499329684,0.516,0.113,9,Tsn,,,,,,,,
8.06E-14,0.499308961,0.613,0.137,9,Naa38,,,,,,,,
8.32E-19,0.499212438,0.871,0.209,9,Lgals9,,,,,,,,
1.13E-13,0.498832672,0.613,0.139,9,Uqcrc2,,,,,,,,
2.17E-13,0.498686749,0.323,0.022,9,Eif2d,,,,,,,,
7.50E-14,0.498675585,0.742,0.203,9,Ndufb2,,,,,,,,
4.70E-26,0.498418275,0.516,0.056,9,Nxpe2,,,,,,,,
2.35E-09,0.497952525,0.323,0.038,9,Pfdn4,,,,,,,,
1.62E-11,0.49670296,0.258,0.004,9,Rpp40,,,,,,,,
3.51E-08,0.49661981,0.29,0.028,9,Pop7,,,,,,,,
7.00E-20,0.496598415,0.613,0.103,9,Timm10b,,,,,,,,
2.50E-11,0.496529411,0.419,0.063,9,Rabl6,,,,,,,,
3.93E-12,0.4964813,0.258,0.014,9,Epdr1,,,,,,,,
1.33E-06,0.495419894,0.194,0.007,9,AU022252,,,,,,,,
2.96E-13,0.494620208,0.387,0.047,9,Cul1,,,,,,,,
5.81E-12,0.494546638,0.29,0.021,9,Agpat5,,,,,,,,
2.05E-13,0.494468727,0.968,0.373,9,Atp5c1,,,,,,,,
