p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,,,
1.88E-09,0.687653705,0.294,0.088,9,Dhrs1,,,,,,,,,,
1.56E-10,0.687031426,0.252,0.063,9,Fam162a,,,,,,,,,,
8.60E-15,0.685869791,0.395,0.118,9,Uqcr11,,,,,,,,,,
1.40E-09,0.684776498,0.21,0.044,9,Sucla2,,,,,,,,,,
2.66E-09,0.677961174,0.16,0.025,9,2310039H08Rik,,,,,,,,,,
2.55E-10,0.672968898,0.361,0.122,9,Gpx4,,,,,,,,,,
1.88E-11,0.665698506,0.395,0.136,9,Ndufv3,,,,,,,,,,
6.77E-07,0.665068521,0.16,0.033,9,Sqrdl,,,,,,,,,,
1.82E-12,0.664814042,0.504,0.196,9,Edf1,,,,,,,,,,
1.14E-15,0.664738336,0.328,0.08,9,Hpx,,,,,,,,,,
1.19E-09,0.662112026,0.168,0.027,9,Hsdl2,,,,,,,,,,
5.94E-08,0.660332577,0.252,0.074,9,Gclm,,,,,,,,,,
1.45E-07,0.656638297,0.311,0.112,9,Atg3,,,,,,,,,,
4.88E-07,0.655343904,0.244,0.083,9,Ndufa10,,,,,,,,,,
5.08E-06,0.647990928,0.168,0.044,9,Mmadhc,,,,,,,,,,
5.32E-08,0.641169598,0.185,0.042,9,Ube2l6,,,,,,,,,,
4.92E-10,0.641019334,0.16,0.025,9,Rcl1,,,,,,,,,,
3.71E-09,0.640850222,0.168,0.03,9,Fh1,,,,,,,,,,
1.25E-07,0.638737227,0.319,0.117,9,Higd2a,,,,,,,,,,
3.51E-05,0.637574175,0.176,0.052,9,Hadhb,,,,,,,,,,
3.17E-11,0.636385028,0.193,0.034,9,Gcsh,,,,,,,,,,
5.73E-07,0.636161142,0.151,0.029,9,Insig2,,,,,,,,,,
8.06E-08,0.63488314,0.286,0.095,9,Cyc1,,,,,,,,,,
4.54E-06,0.633185069,0.168,0.041,9,Ei24,,,,,,,,,,
1.65E-08,0.630128157,0.235,0.065,9,Mrpl14,,,,,,,,,,
1.61E-10,0.628827281,0.319,0.101,9,Gch1,,,,,,,,,,
2.45E-07,0.627086051,0.277,0.098,9,Ndufs2,,,,,,,,,,
1.18E-09,0.620045184,0.235,0.069,9,Cnn3,,,,,,,,,,
3.53E-08,0.620041391,0.168,0.034,9,Gucd1,,,,,,,,,,
1.30E-10,0.618395161,0.353,0.12,9,Ndufc1,,,,,,,,,,
1.09E-09,0.609798707,0.252,0.069,9,Glrx5,,,,,,,,,,
1.06E-05,0.609198915,0.235,0.081,9,Mien1,,,,,,,,,,
2.71E-08,0.606659496,0.185,0.042,9,Spr,,,,,,,,,,
1.65E-06,0.606255723,0.294,0.112,9,1810058I24Rik,,,,,,,,,,
5.57E-08,0.605997226,0.538,0.273,9,Rpl36al,,,,,,,,,,
2.02E-10,0.60464761,0.555,0.253,9,Ndufa2,,,,,,,,,,
5.53E-11,0.604132853,0.336,0.112,9,S100a1,,,,,,,,,,
1.16E-05,0.601341525,0.328,0.146,9,Psmb3,,,,,,,,,,
1.61E-08,0.59867691,0.235,0.067,9,Ces1c,,,,,,,,,,
1.25E-06,0.595548637,0.235,0.076,9,Paics,,,,,,,,,,
1.12E-09,0.588494634,0.395,0.155,9,Gabarapl1,,,,,,,,,,
2.82E-12,0.587523585,0.294,0.084,9,Mrps24,,,,,,,,,,
1.14E-08,0.585112539,0.16,0.031,9,Fmc1,,,,,,,,,,
5.07E-08,0.584915311,0.353,0.138,9,Ndufb5,,,,,,,,,,
0.000124582,0.582035203,0.168,0.052,9,Sfxn1,,,,,,,,,,
1.42E-09,0.580599868,0.613,0.318,9,Psma7,,,,,,,,,,
2.27E-09,0.579464493,0.445,0.191,9,Psmb6,,,,,,,,,,
1.73E-08,0.578366307,0.529,0.257,9,Atp5j2,,,,,,,,,,
3.11E-06,0.578132834,0.252,0.089,9,Ndufab1,,,,,,,,,,
0.000198451,0.573480819,0.176,0.058,9,Nipsnap3b,,,,,,,,,,
1.20E-12,0.573383413,0.664,0.322,9,Cox7a2,,,,,,,,,,
2.71E-10,0.571345521,0.168,0.03,9,Trap1,,,,,,,,,,
1.15E-07,0.570069907,0.294,0.106,9,Idh3b,,,,,,,,,,
1.10E-09,0.565400893,0.218,0.063,9,Car8,,,,,,,,,,
6.50E-05,0.564301644,0.185,0.06,9,Pink1,,,,,,,,,,
1.25E-05,0.563836135,0.193,0.065,9,Vkorc1,,,,,,,,,,
1.53E-09,0.555540725,0.454,0.209,9,Psmb1,,,,,,,,,,
2.52E-06,0.555214705,0.303,0.121,9,Cope,,,,,,,,,,
5.82E-05,0.553735931,0.218,0.08,9,Ak2,,,,,,,,,,
1.90E-05,0.553352085,0.244,0.095,9,Map2k2,,,,,,,,,,
8.60E-06,0.552249505,0.235,0.084,9,C1qbp,,,,,,,,,,
8.27E-09,0.549014854,0.244,0.074,9,Ndufa8,,,,,,,,,,
5.89E-09,0.546260453,0.151,0.027,9,Pex7,,,,,,,,,,
6.55E-07,0.542457247,0.218,0.071,9,Copz1,,,,,,,,,,
1.06E-08,0.542211499,0.176,0.039,9,Acot1,,,,,,,,,,
0.005312718,0.53679822,0.16,0.066,9,Lamtor4,,,,,,,,,,
3.19E-09,0.536313515,0.269,0.088,9,Marc2,,,,,,,,,,
3.19E-07,0.535188784,0.168,0.042,9,RP23-269H21.1,,,,,,,,,,
2.95E-05,0.529740946,0.303,0.134,9,Ndufb11,,,,,,,,,,
1.19E-09,0.528989356,0.218,0.06,9,Ppdpf,,,,,,,,,,
2.69E-06,0.528874255,0.21,0.067,9,Naa38,,,,,,,,,,
1.81E-06,0.525294607,0.185,0.054,9,Mrpl12,,,,,,,,,,
2.48E-09,0.52413566,0.277,0.092,9,Psmb7,,,,,,,,,,
1.85E-09,0.524026158,0.613,0.317,9,Uqcrh,,,,,,,,,,
2.43E-07,0.523956374,0.185,0.05,9,Mrps12,,,,,,,,,,
5.57E-06,0.521961673,0.387,0.183,9,Usmg5,,,,,,,,,,
1.84E-10,0.521218772,0.151,0.028,9,Apoa5,,,,,,,,,,
6.57E-06,0.520592492,0.185,0.057,9,Acot13,,,,,,,,,,
8.76E-06,0.518524684,0.227,0.082,9,Cib1,,,,,,,,,,
1.62E-08,0.518331612,0.613,0.33,9,Cox8a,,,,,,,,,,
7.96E-06,0.517894254,0.294,0.13,9,Ndufv2,,,,,,,,,,
1.48E-09,0.517616531,0.731,0.43,9,Cox6a1,,,,,,,,,,
1.59E-08,0.514606606,0.227,0.068,9,Chchd1,,,,,,,,,,
7.37E-10,0.50871464,0.294,0.101,9,2410015M20Rik,,,,,,,,,,
0.001485756,0.508448131,0.176,0.068,9,Ubqln1,,,,,,,,,,
1.28E-05,0.507886189,0.21,0.073,9,Ndufs3,,,,,,,,,,
1.36E-08,0.50555872,0.513,0.253,9,Igf1,,,,,,,,,,
1.25E-06,0.502081897,0.277,0.109,9,Mrpl30,,,,,,,,,,
1.00E-08,0.491617077,0.21,0.06,9,Idh2,,,,,,,,,,
5.32E-09,0.490546973,0.471,0.232,9,S100a10,,,,,,,,,,
1.53E-05,0.48874884,0.168,0.051,9,Agpat3,,,,,,,,,,
3.05E-08,0.485373837,0.79,0.558,9,Cox4i1,,,,,,,,,,
9.91E-07,0.484516473,0.269,0.107,9,Ubxn1,,,,,,,,,,
1.26E-05,0.47921349,0.21,0.075,9,Mrpl24,,,,,,,,,,
1.31E-06,0.47538611,0.437,0.218,9,Cox5b,,,,,,,,,,
5.18E-06,0.474588058,0.176,0.058,9,Mrpl34,,,,,,,,,,
1.40E-06,0.473778231,0.395,0.195,9,Cd302,,,,,,,,,,
0.000258178,0.473279048,0.202,0.084,9,Romo1,,,,,,,,,,
0.000289755,0.469327597,0.21,0.086,9,Psmd11,,,,,,,,,,
1.02E-06,0.46750549,0.328,0.144,9,Psmb4,,,,,,,,,,
5.41E-10,0.466515991,0.706,0.398,9,Ldha,,,,,,,,,,
4.71E-05,0.465433872,0.193,0.069,9,Rnaseh2c,,,,,,,,,,
4.88E-15,0.461631918,0.21,0.046,9,Krt18,,,,,,,,,,
1.04E-13,0.459717371,0.227,0.054,9,Krt8,,,,,,,,,,
3.07E-08,0.459611466,0.185,0.053,9,Nsfl1c,,,,,,,,,,
1.96E-08,0.456199796,0.782,0.506,9,Cox5a,,,,,,,,,,
7.47E-07,0.456160781,0.294,0.12,9,Ndufb7,,,,,,,,,,
6.10E-06,0.453889947,0.193,0.065,9,Larp1,,,,,,,,,,
9.90E-07,0.452855498,0.193,0.061,9,Dlst,,,,,,,,,,
3.88E-06,0.442741519,0.218,0.081,9,Anapc13,,,,,,,,,,
4.92E-07,0.442717651,0.353,0.16,9,Mrpl52,,,,,,,,,,
3.71E-07,0.441955794,0.622,0.361,9,Hint1,,,,,,,,,,
0.001098079,0.440702658,0.244,0.115,9,Ndufa12,,,,,,,,,,
0.00224153,0.439532957,0.168,0.069,9,Atxn7l3b,,,,,,,,,,
8.51E-07,0.438747833,0.277,0.115,9,Ift20,,,,,,,,,,
5.47E-10,0.438711736,0.689,0.402,9,Hspe1,,,,,,,,,,
2.15E-08,0.436844246,0.412,0.191,9,Ndufa3,,,,,,,,,,
6.83E-05,0.432745482,0.235,0.104,9,Zfand6,,,,,,,,,,
0.00049181,0.431929484,0.151,0.054,9,Stip1,,,,,,,,,,
1.78E-06,0.430688906,0.269,0.114,9,Tonsl,,,,,,,,,,
1.26E-07,0.429161,0.218,0.076,9,2810428I15Rik,,,,,,,,,,
0.003586661,0.427795009,0.176,0.087,9,Hdlbp,,,,,,,,,,
1.91E-06,0.426883277,0.176,0.059,9,Gstk1,,,,,,,,,,
0.000103827,0.425799952,0.193,0.074,9,Cebpa,,,,,,,,,,
9.50E-05,0.425242572,0.261,0.117,9,Eif3i,,,,,,,,,,
7.10E-05,0.424051102,0.277,0.129,9,Mdh2,,,,,,,,,,
1.50E-06,0.421627607,0.16,0.047,9,Fga,,,,,,,,,,
9.87E-08,0.414306235,0.387,0.187,9,Mt2,,,,,,,,,,
0.00091126,0.41338117,0.353,0.197,9,Ndufa7,,,,,,,,,,
0.000990888,0.412269977,0.185,0.078,9,Tex261,,,,,,,,,,
0.001845771,0.411042506,0.168,0.069,9,Mrpl13,,,,,,,,,,
5.19E-06,0.410695264,0.21,0.08,9,Sra1,,,,,,,,,,
0.005707165,0.410485615,0.319,0.184,9,Psma1,,,,,,,,,,
8.03E-08,0.409714068,0.353,0.159,9,Swi5,,,,,,,,,,
0.000479102,0.409360039,0.193,0.08,9,Rp9,,,,,,,,,,
1.27E-05,0.404413773,0.193,0.073,9,Ndufb4,,,,,,,,,,
0.000206119,0.403940081,0.244,0.113,9,Lamtor2,,,,,,,,,,
6.99E-07,0.40365164,0.151,0.043,9,Klf9,,,,,,,,,,
0.000635402,0.403225522,0.202,0.087,9,Nadk,,,,,,,,,,
4.46E-136,2.950034826,0.746,0.107,10,Gzma,,T cell_Gzma high,,,,,,,,
4.83E-98,2.779698763,0.693,0.045,10,Gzmb,,,,,,,,,,
6.86E-153,2.417152615,0.974,0.315,10,Ccl5,,,,,,,,,,
1.28E-57,2.179879128,0.579,0.056,10,Xcl1,,,,,,,,,,
6.87E-59,2.177429698,0.553,0.042,10,Cd7,,,,,,,,,,
7.34E-37,2.159957007,0.281,0.015,10,Gzmc,,,,,,,,,,
8.16E-67,2.139536551,0.632,0.052,10,Il2rb,,,,,,,,,,
4.21E-56,2.021734967,0.614,0.074,10,Nkg7,,,,,,,,,,
1.22E-33,1.671723063,0.298,0.012,10,Klrb1b,,,,,,,,,,
5.71E-28,1.564412995,0.377,0.04,10,Cd3g,,,,,,,,,,
7.89E-26,1.540512632,0.412,0.058,10,Trbc1,,,,,,,,,,
9.21E-28,1.509642149,0.36,0.033,10,Ctsw,,,,,,,,,,
1.52E-27,1.436035355,0.447,0.065,10,Sh2d2a,,,,,,,,,,
7.12E-27,1.413726295,0.211,0.005,10,Prf1,,,,,,,,,,
2.88E-20,1.402548541,0.272,0.028,10,Cxcr6,,,,,,,,,,
4.90E-26,1.362629719,0.211,0.007,10,Klrb1c,,,,,,,,,,
8.15E-20,1.334515105,0.333,0.053,10,Serpinb6b,,,,,,,,,,
8.58E-19,1.313687463,0.377,0.073,10,Dgat1,,,,,,,,,,
2.07E-16,1.296345905,0.281,0.049,10,Ugcg,,,,,,,,,,
1.27E-20,1.293235003,0.193,0.008,10,Klre1,,,,,,,,,,
5.24E-16,1.288178907,0.175,0.012,10,Tnfrsf9,,,,,,,,,,
9.80E-16,1.260235348,0.254,0.034,10,Klrd1,,,,,,,,,,
1.07E-15,1.254904585,0.202,0.019,10,Car2,,,,,,,,,,
4.51E-19,1.245683125,0.158,0.005,10,Klra5,,,,,,,,,,
2.26E-20,1.237643145,0.5,0.144,10,Vps37b,,,,,,,,,,
1.55E-24,1.167424788,0.711,0.406,10,Ccl4,,,,,,,,,,
4.29E-16,1.158151653,0.193,0.014,10,Klrc1,,,,,,,,,,
2.36E-13,1.114946183,0.193,0.023,10,Gimap3,,,,,,,,,,
1.28E-16,1.012503268,0.553,0.234,10,Ifngr1,,,,,,,,,,
1.93E-08,0.99175118,0.211,0.056,10,Ptpn22,,,,,,,,,,
4.92E-07,0.983352498,0.193,0.051,10,S100a4,,,,,,,,,,
2.43E-08,0.983177076,0.167,0.03,10,Gem,,,,,,,,,,
1.88E-11,0.978763888,0.447,0.167,10,S100a6,,,,,,,,,,
7.44E-09,0.937159278,0.158,0.029,10,Nfatc1,,,,,,,,,,
9.33E-08,0.931191332,0.281,0.088,10,Trbc2,,,,,,,,,,
1.56E-20,0.923281451,0.763,0.461,10,Rgs1,,,,,,,,,,
1.33E-16,0.91380259,0.588,0.277,10,H2-Q7,,,,,,,,,,
5.67E-09,0.912072192,0.307,0.098,10,Isy1,,,,,,,,,,
1.24E-08,0.91127893,0.167,0.026,10,Sept1,,,,,,,,,,
1.90E-08,0.898231363,0.184,0.037,10,P2ry10,,,,,,,,,,
5.23E-09,0.886407362,0.263,0.068,10,Bcl2l11,,,,,,,,,,
2.05E-06,0.875307958,0.202,0.065,10,Hcst,,,,,,,,,,
1.56E-07,0.858415361,0.281,0.114,10,Dusp2,,,,,,,,,,
3.30E-07,0.853570119,0.228,0.065,10,Gramd1a,,,,,,,,,,
8.13E-08,0.852126612,0.167,0.032,10,Hopx,,,,,,,,,,
9.19E-06,0.850072361,0.158,0.051,10,Slc16a6,,,,,,,,,,
3.42E-07,0.848831022,0.263,0.098,10,Selplg,,,,,,,,,,
1.85E-06,0.842168076,0.158,0.04,10,Klrk1,,,,,,,,,,
6.18E-07,0.822231637,0.263,0.084,10,Serpinb9,,,,,,,,,,
2.48E-07,0.808216162,0.228,0.065,10,Rsbn1l,,,,,,,,,,
8.77E-06,0.791655367,0.167,0.04,10,Ms4a4b,,,,,,,,,,
4.31E-06,0.788497816,0.228,0.073,10,Snhg5,,,,,,,,,,
1.45E-05,0.784324641,0.202,0.075,10,Pik3r1,,,,,,,,,,
1.24E-05,0.766622323,0.263,0.112,10,Fam107b,,,,,,,,,,
5.98E-07,0.764983502,0.351,0.153,10,Gimap4,,,,,,,,,,
2.34E-05,0.760214767,0.219,0.078,10,Ccnd2,,,,,,,,,,
2.87E-06,0.75845691,0.246,0.085,10,Fgl2,,,,,,,,,,
1.01E-07,0.758216357,0.404,0.187,10,Mbnl1,,,,,,,,,,
7.25E-08,0.751210154,0.368,0.18,10,Ptprc,,,,,,,,,,
1.14E-05,0.751086035,0.263,0.099,10,Fosl2,,,,,,,,,,
5.46E-08,0.722532238,0.465,0.249,10,H2-Q6,,,,,,,,,,
2.24E-12,0.721353073,0.658,0.396,10,Tmsb10,,,,,,,,,,
3.90E-06,0.719044006,0.325,0.149,10,Il2rg,,,,,,,,,,
1.48E-05,0.708912327,0.175,0.059,10,Emd,,,,,,,,,,
1.34E-05,0.682210347,0.219,0.081,10,Nabp1,,,,,,,,,,
4.52E-05,0.675170661,0.316,0.175,10,Crem,,,,,,,,,,
1.29E-06,0.675098136,0.456,0.257,10,Shisa5,,,,,,,,,,
0.000156508,0.657007606,0.175,0.057,10,Foxo1,,,,,,,,,,
9.42E-07,0.656381764,0.491,0.333,10,Ccl3,,,,,,,,,,
7.69E-05,0.651269405,0.289,0.169,10,Dusp5,,,,,,,,,,
0.000339807,0.64479969,0.175,0.066,10,Nfil3,,,,,,,,,,
7.00E-05,0.640307922,0.228,0.094,10,Arhgap45,,,,,,,,,,
0.000261537,0.635912822,0.158,0.047,10,Ptprcap,,,,,,,,,,
2.21E-06,0.634114153,0.439,0.277,10,Rac2,,,,,,,,,,
0.001244502,0.629537803,0.167,0.063,10,Itgb7,,,,,,,,,,
0.001499383,0.619302262,0.167,0.07,10,Cd37,,,,,,,,,,
5.45E-05,0.615477386,0.211,0.138,10,Dek,,,,,,,,,,
0.000801155,0.609092164,0.184,0.108,10,Stat3,,,,,,,,,,
1.33E-05,0.599207212,0.184,0.106,10,Ccr5,,,,,,,,,,
8.46E-08,0.598585045,0.605,0.397,10,Cnbp,,,,,,,,,,
2.04E-09,0.595095284,0.64,0.408,10,Sub1,,,,,,,,,,
0.002351002,0.592939425,0.167,0.064,10,Igtp,,,,,,,,,,
0.000245734,0.58338394,0.342,0.198,10,Tnfaip3,,,,,,,,,,
0.001474602,0.578005491,0.237,0.115,10,Tonsl,,,,,,,,,,
0.002000365,0.575490691,0.175,0.089,10,Mxd4,,,,,,,,,,
2.29E-05,0.5739056,0.333,0.151,10,Ets1,,,,,,,,,,
0.003951656,0.568466186,0.167,0.087,10,Peli1,,,,,,,,,,
0.001597677,0.565665578,0.298,0.154,10,Ctla2a,,,,,,,,,,
0.000757347,0.563920768,0.175,0.068,10,Pum2,,,,,,,,,,
0.007284481,0.5612133,0.175,0.081,10,Neurl3,,,,,,,,,,
0.000129443,0.557076487,0.351,0.183,10,Bhlhe40,,,,,,,,,,
5.83E-06,0.554113685,0.482,0.253,10,Gimap6,,,,,,,,,,
0.006003953,0.548742705,0.175,0.088,10,Cript,,,,,,,,,,
0.002466799,0.548006431,0.175,0.079,10,Hmgb2,,,,,,,,,,
1.58E-07,0.543963501,0.684,0.518,10,AW112010,,,,,,,,,,
0.000201332,0.527730334,0.316,0.183,10,Prkar1a,,,,,,,,,,
0.000444055,0.526281003,0.377,0.214,10,Clk1,,,,,,,,,,
0.001601577,0.521790157,0.333,0.21,10,Ncl,,,,,,,,,,
0.003536179,0.520320012,0.175,0.079,10,Ptk2b,,,,,,,,,,
0.009306969,0.517200625,0.158,0.066,10,Ube2j2,,,,,,,,,,
0.002861141,0.507541666,0.158,0.08,10,Sptssa,,,,,,,,,,
0.001187053,0.506332458,0.237,0.142,10,Tmem123,,,,,,,,,,
0.008716087,0.489999773,0.228,0.158,10,Anxa2,,,,,,,,,,
0.00228291,0.486452824,0.246,0.165,10,Aes,,,,,,,,,,
6.13E-14,0.484433362,0.956,0.873,10,H2-K1,,,,,,,,,,
0.006880751,0.483963985,0.333,0.227,10,Lgals1,,,,,,,,,,
0.004242405,0.4830468,0.263,0.176,10,Hnrnpu,,,,,,,,,,
0.004683996,0.479880182,0.167,0.095,10,Slc9a3r1,,,,,,,,,,
2.07E-05,0.456795923,0.658,0.462,10,Sh3bgrl3,,,,,,,,,,
0.0020487,0.438879912,0.535,0.402,10,Rgs2,,,,,,,,,,
0.00724881,0.435047866,0.377,0.249,10,Adgre5,,,,,,,,,,
0.007276849,0.4286902,0.254,0.148,10,Sri,,,,,,,,,,
3.31E-05,0.427445337,0.219,0.141,10,Itgb2,,,,,,,,,,
0.006277793,0.414094435,0.193,0.091,10,Nr4a3,,,,,,,,,,
6.62E-05,0.411101105,0.658,0.539,10,Pabpc1,,,,,,,,,,
1.16E-08,0.404628777,0.877,0.802,10,Rps27,,,,,,,,,,
2.78E-266,4.58146417,1,0.108,11,Spp1,,Epithelia cell_Spp1 high,,,,,,,,
1.95E-237,4.177563771,1,0.129,11,Clu,,,,,,,,,,
3.25E-138,3.233282747,0.859,0.027,11,Cp,,,,,,,,,,
3.19E-115,2.852083292,0.889,0.057,11,Ambp,,,,,,,,,,
4.89E-92,2.776040372,0.778,0.043,11,Krt8,,,,,,,,,,
6.85E-102,2.729383164,0.687,0.01,11,Tstd1,,,,,,,,,,
2.17E-90,2.572694041,0.758,0.035,11,Krt18,,,,,,,,,,
1.23E-85,2.534288026,0.616,0.012,11,Tm4sf4,,,,,,,,,,
6.70E-60,2.264532128,0.626,0.134,11,Malat1,,,,,,,,,,
9.43E-166,2.206943907,0.96,0.345,11,Anxa5,,,,,,,,,,
9.05E-58,2.204658118,0.475,0.011,11,Cldn3,,,,,,,,,,
1.10E-60,2.1516234,0.465,0.007,11,Fxyd3,,,,,,,,,,
1.52E-88,2.108815392,0.97,0.278,11,Dbi,,,,,,,,,,
2.76E-48,2.022627221,0.374,0.005,11,Cryab,,,,,,,,,,
8.77E-42,1.985679314,0.444,0.027,11,Ces1d,,,,,,,,,,
7.63E-47,1.955752249,0.323,0.003,11,Kcne3,,,,,,,,,,
4.12E-48,1.937949226,0.354,0.004,11,Cldn7,,,,,,,,,,
6.79E-44,1.917366298,0.495,0.04,11,Cystm1,,,,,,,,,,
2.29E-38,1.880914187,0.343,0.009,11,Pdzk1ip1,,,,,,,,,,
2.19E-50,1.865613916,0.758,0.136,11,Mgst1,,,,,,,,,,
4.60E-26,1.849137962,0.172,0.001,11,Msmp,,,,,,,,,,
5.46E-45,1.826944725,0.313,0.002,11,Ddit4l,,,,,,,,,,
4.46E-36,1.820221107,0.232,0.001,11,Ankrd1,,,,,,,,,,
4.93E-38,1.777511585,0.394,0.021,11,Atp1b1,,,,,,,,,,
3.82E-43,1.755900504,0.323,0.003,11,Epcam,,,,,,,,,,
1.13E-36,1.675623618,0.253,0.002,11,Sox9,,,,,,,,,,
1.09E-38,1.651427932,0.253,0.001,11,Fermt1,,,,,,,,,,
8.71E-55,1.633035792,0.939,0.301,11,Ttr,,,,,,,,,,
1.32E-49,1.626642034,0.717,0.291,11,Hes1,,,,,,,,,,
2.09E-24,1.608309466,0.313,0.023,11,Crp,,,,,,,,,,
2.46E-26,1.604560884,0.404,0.047,11,Fxyd1,,,,,,,,,,
3.98E-37,1.593794269,0.293,0.007,11,Plet1,,,,,,,,,,
1.04E-25,1.580915685,0.293,0.02,11,Bmyc,,,,,,,,,,
1.92E-88,1.579099155,0.96,0.7,11,mt-Rnr2,,,,,,,,,,
2.02E-25,1.577949371,0.424,0.063,11,Cd63,,,,,,,,,,
3.37E-39,1.505986056,0.263,0.001,11,1700011H14Rik,,,,,,,,,,
7.94E-35,1.467824965,0.232,0.001,11,Bex4,,,,,,,,,,
3.84E-24,1.458743793,0.434,0.088,11,Hmgn1,,,,,,,,,,
5.98E-20,1.454575987,0.273,0.023,11,Qpct,,,,,,,,,,
3.59E-22,1.453940362,0.293,0.031,11,Anxa4,,,,,,,,,,
3.79E-27,1.45360133,0.222,0.004,11,Dsg2,,,,,,,,,,
1.78E-23,1.447730483,0.242,0.01,11,Krt19,,,,,,,,,,
6.64E-25,1.43949555,0.263,0.011,11,Tesc,,,,,,,,,,
9.38E-29,1.422272928,0.586,0.171,11,Ifi27,,,,,,,,,,
4.96E-26,1.413311338,0.222,0.005,11,Smim22,,,,,,,,,,
1.06E-24,1.400210106,0.525,0.103,11,Cd24a,,,,,,,,,,
2.06E-21,1.395898398,0.515,0.209,11,Hspb1,,,,,,,,,,
7.68E-17,1.391001689,0.273,0.037,11,Tnfrsf12a,,,,,,,,,,
4.63E-21,1.37095956,0.182,0.003,11,Fgfr3,,,,,,,,,,
1.26E-28,1.356895931,0.202,0.001,11,Bicc1,,,,,,,,,,
1.38E-28,1.345114932,0.212,0.002,11,Scara3,,,,,,,,,,
2.17E-23,1.340439479,0.172,0.002,11,Dcdc2a,,,,,,,,,,
1.12E-33,1.340014354,0.687,0.145,11,Gstm1,,,,,,,,,,
8.23E-19,1.323395391,0.253,0.034,11,Nudt19,,,,,,,,,,
1.71E-16,1.323213066,0.333,0.056,11,Gas6,,,,,,,,,,
1.59E-27,1.316438412,0.626,0.216,11,Ndufa6,,,,,,,,,,
9.86E-22,1.31089984,0.192,0.004,11,Sorbs2,,,,,,,,,,
1.75E-29,1.304902274,0.202,0.001,11,Snhg18,,,,,,,,,,
6.59E-19,1.299894104,0.424,0.1,11,Cnpy2,,,,,,,,,,
1.40E-18,1.299566813,0.384,0.068,11,Hhex,,,,,,,,,,
2.31E-22,1.281427581,0.192,0.004,11,Emp2,,,,,,,,,,
2.42E-45,1.272013209,0.788,0.426,11,mt-Co1,,,,,,,,,,
1.29E-22,1.271609344,0.202,0.005,11,Gstm5,,,,,,,,,,
2.00E-15,1.265010701,0.343,0.064,11,Adk,,,,,,,,,,
8.33E-16,1.257454185,0.323,0.065,11,F11r,,,,,,,,,,
6.42E-24,1.253772396,0.596,0.209,11,Tmem176b,,,,,,,,,,
3.61E-15,1.250949173,0.182,0.015,11,Proc,,,,,,,,,,
1.26E-19,1.23377898,0.515,0.164,11,Bsg,,,,,,,,,,
4.89E-14,1.231630965,0.333,0.082,11,Romo1,,,,,,,,,,
1.00E-16,1.227032193,0.182,0.01,11,Alcam,,,,,,,,,,
3.36E-12,1.226211353,0.313,0.075,11,Cyr61,,,,,,,,,,
9.47E-14,1.216245012,0.293,0.05,11,Mfge8,,,,,,,,,,
1.22E-12,1.190348661,0.263,0.044,11,Gstt1,,,,,,,,,,
9.93E-18,1.166146006,0.152,0.004,11,Cdh1,,,,,,,,,,
3.01E-24,1.166142799,0.172,0.002,11,Sftpd,,,,,,,,,,
2.73E-14,1.157711008,0.232,0.031,11,Tshz2,,,,,,,,,,
5.69E-12,1.149467151,0.323,0.091,11,Tmem176a,,,,,,,,,,
4.40E-12,1.144741434,0.303,0.06,11,Pcbd1,,,,,,,,,,
6.00E-15,1.14240427,0.354,0.081,11,Pebp1,,,,,,,,,,
3.81E-18,1.142031264,0.162,0.004,11,Wfdc2,,,,,,,,,,
2.65E-09,1.134803756,0.162,0.025,11,Tns1,,,,,,,,,,
3.05E-16,1.132655798,0.455,0.14,11,Ndufa5,,,,,,,,,,
1.14E-10,1.107296209,0.263,0.051,11,Lcn2,,,,,,,,,,
1.07E-12,1.105930888,0.192,0.018,11,Echdc2,,,,,,,,,,
1.91E-13,1.099338041,0.515,0.198,11,Ahsg,,,,,,,,,,
3.57E-12,1.098894115,0.172,0.017,11,Aadac,,,,,,,,,,
7.09E-17,1.096901353,0.152,0.003,11,Sod3,,,,,,,,,,
1.83E-12,1.095579322,0.374,0.117,11,Crip2,,,,,,,,,,
2.54E-11,1.084020827,0.313,0.078,11,Hcfc1r1,,,,,,,,,,
2.61E-14,1.064785151,0.515,0.208,11,Sec62,,,,,,,,,,
3.85E-12,1.050347206,0.263,0.08,11,Anapc13,,,,,,,,,,
2.30E-09,1.04347878,0.182,0.032,11,Rpl24,,,,,,,,,,
2.39E-10,1.0420146,0.172,0.019,11,Sox4,,,,,,,,,,
2.99E-09,1.028508375,0.152,0.019,11,Ramp1,,,,,,,,,,
2.07E-11,1.027182915,0.192,0.026,11,Akr1e1,,,,,,,,,,
9.73E-10,1.026274835,0.303,0.09,11,Tsc22d1,,,,,,,,,,
6.16E-18,1.024304676,0.525,0.276,11,Atpif1,,,,,,,,,,
1.29E-10,1.023543467,0.152,0.012,11,Cyp4f14,,,,,,,,,,
6.28E-10,1.018923385,0.293,0.074,11,Pfdn1,,,,,,,,,,
7.57E-14,1.018540413,0.485,0.184,11,Tceal9,,,,,,,,,,
2.50E-12,1.014268362,0.202,0.041,11,Gtf3c6,,,,,,,,,,
7.93E-10,1.005430088,0.374,0.157,11,Mpc2,,,,,,,,,,
