p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,,,,
0.003329959,0.486140749,0.203,0.077,17,Cebpd,,,,,,,,,,,
0.001783258,0.484108465,0.228,0.099,17,Dctn2,,,,,,,,,,,
0.00973806,0.483850184,0.253,0.128,17,Gnb2,,,,,,,,,,,
0.000585018,0.482160131,0.266,0.108,17,Vti1b,,,,,,,,,,,
0.006802706,0.476077347,0.253,0.114,17,1110004F10Rik,,,,,,,,,,,
0.001048484,0.471061109,0.19,0.064,17,Nr1d1,,,,,,,,,,,
0.00184955,0.467828793,0.329,0.161,17,Bcap31,,,,,,,,,,,
0.001619206,0.462774416,0.405,0.247,17,Tecr,,,,,,,,,,,
0.008244238,0.455059116,0.266,0.129,17,Cd59a,,,,,,,,,,,
0.003499336,0.453900765,0.203,0.077,17,Atxn10,,,,,,,,,,,
0.001730152,0.447714767,0.418,0.227,17,Malat1,,,,,,,,,,,
0.007558304,0.439050739,0.203,0.091,17,Syf2,,,,,,,,,,,
0.004140739,0.436763045,0.291,0.137,17,Phb,,,,,,,,,,,
3.05E-06,0.432807925,0.861,0.607,17,H3f3b,,,,,,,,,,,
0.001881508,0.432355767,0.595,0.403,17,Elob,,,,,,,,,,,
0.00049239,0.430663955,0.684,0.454,17,Tpi1,,,,,,,,,,,
0.000839974,0.429637922,0.38,0.193,17,Zfp36,,,,,,,,,,,
1.61E-07,0.427446735,0.962,0.875,17,Cox6b1,,,,,,,,,,,
0.000491785,0.426502167,0.747,0.581,17,Atp5g3,,,,,,,,,,,
0.002307317,0.426130641,0.291,0.136,17,Vmp1,,,,,,,,,,,
0.002828063,0.41998097,0.165,0.078,17,Gbas,,,,,,,,,,,
3.43E-05,0.418075052,0.848,0.669,17,Rpl37a,,,,,,,,,,,
0.001910308,0.417042515,0.532,0.32,17,Mrps6,,,,,,,,,,,
0.003376659,0.410835253,0.532,0.346,17,Eno1,,,,,,,,,,,
0.005848751,0.406741463,0.608,0.453,17,Ndufa12,,,,,,,,,,,
3.33E-05,0.404378009,0.354,0.151,17,Gadd45b,,,,,,,,,,,
0.006256404,0.401333421,0.152,0.058,17,Stk25,,,,,,,,,,,
9.18E-132,3.29092118,0.986,0.245,18,Cryab,,Epithelial cell_Cryab high,,,,,,,,,
4.95E-66,2.998834324,0.708,0.064,18,Nupr1,,,,,,,,,,,
1.44E-77,2.728716743,0.889,0.135,18,Hbegf,,,,,,,,,,,
3.55E-60,2.477082931,0.625,0.013,18,Gprc5a,,,,,,,,,,,
7.96E-52,2.376564393,0.722,0.072,18,Plet1,,,,,,,,,,,
3.80E-24,2.360367261,0.333,0.013,18,Ankrd1,,,,,,,,,,,
9.07E-83,2.333389755,0.958,0.246,18,Cd24a,,,,,,,,,,,
1.60E-48,2.280139414,0.847,0.196,18,Krt8,,,,,,,,,,,
1.88E-41,2.235706835,0.75,0.108,18,Cldn4,,,,,,,,,,,
5.97E-32,2.214517226,0.542,0.071,18,Sfn,,,,,,,,,,,
2.00E-39,2.204774687,0.5,0.023,18,Ifit3,,,,,,,,,,,
2.67E-65,2.172736431,0.792,0.222,18,Sdc4,,,,,,,,,,,
1.19E-47,2.164138755,0.75,0.085,18,Anxa2,,,,,,,,,,,
1.20E-23,2.104521523,0.333,0.03,18,Akr1b3,,,,,,,,,,,
1.11E-33,2.10255633,0.667,0.1,18,Krt18,,,,,,,,,,,
1.37E-26,2.032036311,0.5,0.088,18,Cdkn1a,,,,,,,,,,,
4.88E-35,2.000299012,0.736,0.188,18,Zfp36,,,,,,,,,,,
1.33E-19,1.822909126,0.222,0.006,18,Angpt2,,,,,,,,,,,
2.83E-18,1.755949793,0.403,0.059,18,Id1,,,,,,,,,,,
2.18E-44,1.755934411,0.792,0.298,18,S100a10,,,,,,,,,,,
2.36E-13,1.75374091,0.319,0.052,18,Slc2a1,,,,,,,,,,,
1.46E-55,1.749805335,0.958,0.461,18,Actg1,,,,,,,,,,,
4.19E-25,1.73730463,0.583,0.101,18,Cldn7,,,,,,,,,,,
1.00E-28,1.734610244,0.722,0.2,18,Atf3,,,,,,,,,,,
6.26E-30,1.694683748,0.639,0.117,18,Epcam,,,,,,,,,,,
4.37E-20,1.692203729,0.458,0.061,18,Adamts1,,,,,,,,,,,
5.82E-26,1.683280278,0.319,0.008,18,Ifit3b,,,,,,,,,,,
2.42E-30,1.66205904,0.819,0.225,18,Ifrd1,,,,,,,,,,,
3.73E-16,1.633969569,0.25,0.022,18,Gem,,,,,,,,,,,
3.63E-24,1.63138963,0.597,0.108,18,Egr1,,,,,,,,,,,
1.57E-54,1.631148013,0.944,0.606,18,H3f3b,,,,,,,,,,,
1.32E-22,1.621413166,0.542,0.1,18,Gstm2,,,,,,,,,,,
2.23E-24,1.619320844,0.514,0.058,18,Tacstd2,,,,,,,,,,,
1.13E-20,1.605871253,0.236,0.006,18,Arc,,,,,,,,,,,
2.05E-21,1.60110945,0.653,0.223,18,Fos,,,,,,,,,,,
7.00E-25,1.567949346,0.597,0.115,18,Litaf,,,,,,,,,,,
9.51E-11,1.561994324,0.167,0.017,18,Anxa1,,,,,,,,,,,
2.85E-15,1.548161249,0.264,0.029,18,1810011O10Rik,,,,,,,,,,,
6.17E-27,1.540039847,0.681,0.264,18,Neat1,,,,,,,,,,,
1.63E-20,1.525202445,0.444,0.053,18,Bcam,,,,,,,,,,,
3.06E-24,1.523242416,0.694,0.16,18,Dusp1,,,,,,,,,,,
5.07E-22,1.520636354,0.556,0.132,18,Vmp1,,,,,,,,,,,
2.53E-19,1.516450794,0.472,0.08,18,Tpm1,,,,,,,,,,,
3.07E-12,1.515299641,0.403,0.194,18,Aqp1,,,,,,,,,,,
1.33E-22,1.513376649,0.639,0.132,18,Junb,,,,,,,,,,,
5.40E-25,1.507435436,0.792,0.273,18,Ier3,,,,,,,,,,,
1.77E-15,1.494032155,0.278,0.026,18,Tinagl1,,,,,,,,,,,
3.36E-12,1.490273747,0.264,0.05,18,Npnt,,,,,,,,,,,
7.21E-33,1.485303341,0.861,0.46,18,Actb,,,,,,,,,,,
6.51E-20,1.483081167,0.611,0.151,18,Btg2,,,,,,,,,,,
1.04E-17,1.458932222,0.5,0.144,18,Errfi1,,,,,,,,,,,
9.86E-29,1.443021643,0.708,0.247,18,Myl12a,,,,,,,,,,,
2.60E-25,1.425350722,0.708,0.263,18,Tsc22d1,,,,,,,,,,,
1.30E-15,1.416239003,0.292,0.022,18,Cald1,,,,,,,,,,,
9.38E-12,1.397023636,0.347,0.091,18,Hist1h1c,,,,,,,,,,,
2.53E-42,1.387834468,0.944,0.657,18,Calm1,,,,,,,,,,,
6.73E-13,1.365616778,0.444,0.111,18,S100a6,,,,,,,,,,,
4.42E-25,1.362440355,0.75,0.258,18,S100a11,,,,,,,,,,,
1.24E-11,1.359084914,0.361,0.071,18,Fosb,,,,,,,,,,,
3.21E-12,1.332406841,0.208,0.014,18,Plaur,,,,,,,,,,,
4.94E-22,1.321133527,0.681,0.245,18,Clic1,,,,,,,,,,,
1.51E-15,1.316818322,0.264,0.016,18,Phgdh,,,,,,,,,,,
3.41E-17,1.314203888,0.597,0.148,18,Gadd45b,,,,,,,,,,,
7.01E-25,1.308955009,0.819,0.424,18,Sqstm1,,,,,,,,,,,
1.51E-18,1.304883523,0.264,0.011,18,Bst1,,,,,,,,,,,
6.22E-14,1.299721571,0.542,0.154,18,Hes1,,,,,,,,,,,
1.27E-14,1.29476363,0.264,0.021,18,F2rl1,,,,,,,,,,,
3.77E-12,1.293158011,0.583,0.254,18,Hspa5,,,,,,,,,,,
1.83E-13,1.281668791,0.278,0.027,18,Tubb2b,,,,,,,,,,,
2.91E-15,1.27598924,0.153,0.002,18,Npy,,,,,,,,,,,
9.55E-14,1.258067746,0.389,0.065,18,Map2k3,,,,,,,,,,,
3.60E-11,1.251786657,0.208,0.015,18,Cpe,,,,,,,,,,,
2.22E-15,1.249647413,0.319,0.031,18,Tgif1,,,,,,,,,,,
1.74E-13,1.233187679,0.347,0.047,18,Capg,,,,,,,,,,,
7.25E-11,1.22413173,0.389,0.084,18,Tnfrsf12a,,,,,,,,,,,
1.96E-12,1.219085127,0.306,0.049,18,Spint1,,,,,,,,,,,
5.10E-12,1.212879751,0.347,0.145,18,H1f0,,,,,,,,,,,
4.32E-10,1.212497681,0.222,0.026,18,F3,,,,,,,,,,,
1.42E-09,1.188975446,0.306,0.055,18,Elf3,,,,,,,,,,,
6.75E-10,1.179676015,0.222,0.027,18,Pdgfa,,,,,,,,,,,
1.39E-10,1.174766507,0.361,0.072,18,Lmna,,,,,,,,,,,
1.43E-08,1.173270284,0.236,0.05,18,Fermt2,,,,,,,,,,,
2.02E-08,1.172642858,0.194,0.021,18,Slc4a11,,,,,,,,,,,
2.48E-10,1.169808692,0.236,0.027,18,4930523C07Rik,,,,,,,,,,,
4.31E-15,1.168544538,0.611,0.226,18,Ezr,,,,,,,,,,,
6.28E-11,1.157157672,0.222,0.02,18,Pdpn,,,,,,,,,,,
1.85E-13,1.149867637,0.25,0.019,18,Thbs1,,,,,,,,,,,
4.93E-11,1.145167529,0.472,0.136,18,Klf6,,,,,,,,,,,
1.26E-08,1.138696235,0.417,0.192,18,Id3,,,,,,,,,,,
2.30E-08,1.137434757,0.264,0.046,18,Pfkfb3,,,,,,,,,,,
1.86E-19,1.130752588,0.181,0.001,18,Ndrg4,,,,,,,,,,,
3.78E-13,1.122610308,0.181,0.008,18,Bok,,,,,,,,,,,
1.19E-10,1.12026374,0.278,0.039,18,Serinc2,,,,,,,,,,,
4.73E-10,1.119287973,0.236,0.029,18,Sept4,,,,,,,,,,,
1.10E-09,1.118704408,0.208,0.02,18,Sbno2,,,,,,,,,,,
9.06E-12,1.116040747,0.528,0.196,18,Spint2,,,,,,,,,,,
2.66E-08,1.11297931,0.319,0.106,18,Actn4,,,,,,,,,,,
6.50E-12,1.104890057,0.236,0.019,18,Cnn2,,,,,,,,,,,
7.93E-07,1.098562405,0.236,0.056,18,Ddit4,,,,,,,,,,,
2.08E-09,1.097379578,0.194,0.02,18,Phyhipl,,,,,,,,,,,
6.90E-13,1.08825703,0.236,0.017,18,Pdlim7,,,,,,,,,,,
9.56E-10,1.079081424,0.431,0.14,18,Pnrc1,,,,,,,,,,,
1.16E-12,1.073468543,0.583,0.265,18,Tceal9,,,,,,,,,,,
1.02E-10,1.070786717,0.194,0.013,18,Klf5,,,,,,,,,,,
3.35E-09,1.06815516,0.403,0.125,18,Ier2,,,,,,,,,,,
7.50E-09,1.06724841,0.264,0.043,18,Pqlc1,,,,,,,,,,,
8.02E-08,1.057497907,0.319,0.108,18,Dstn,,,,,,,,,,,
8.83E-08,1.052512005,0.333,0.097,18,Tubb2a,,,,,,,,,,,
8.51E-09,1.052294611,0.444,0.143,18,Nfkbia,,,,,,,,,,,
1.95E-09,1.025717187,0.264,0.05,18,Zyx,,,,,,,,,,,
5.78E-07,1.022613918,0.194,0.03,18,Il13ra1,,,,,,,,,,,
4.77E-08,1.022170202,0.236,0.039,18,Tspan13,,,,,,,,,,,
1.01E-07,1.014919483,0.292,0.064,18,Elovl7,,,,,,,,,,,
9.51E-12,1.012939746,0.389,0.095,18,Bex3,,,,,,,,,,,
1.08E-13,1.010039438,0.625,0.287,18,Pcbp1,,,,,,,,,,,
1.94E-13,1.005513725,0.736,0.505,18,Ctsl,,,,,,,,,,,
7.11E-08,1.003709209,0.153,0.013,18,Fam129b,,,,,,,,,,,
8.17E-09,1.00202138,0.431,0.143,18,Tuba1c,,,,,,,,,,,
1.08E-09,0.9991388,0.194,0.017,18,Fhl2,,,,,,,,,,,
2.38E-06,0.997374722,0.208,0.043,18,Clic4,,,,,,,,,,,
1.06E-07,0.996666013,0.181,0.021,18,Fosl2,,,,,,,,,,,
6.25E-09,0.994252043,0.181,0.016,18,Fam174b,,,,,,,,,,,
5.96E-14,0.990584259,0.167,0.004,18,Wnt7b,,,,,,,,,,,
1.22E-09,0.985479144,0.181,0.013,18,Ehf,,,,,,,,,,,
1.31E-05,0.983941355,0.194,0.037,18,Apela,,,,,,,,,,,
2.91E-08,0.983054974,0.236,0.035,18,Efna1,,,,,,,,,,,
1.83E-10,0.976735469,0.194,0.014,18,Cdc42ep4,,,,,,,,,,,
1.43E-06,0.974168552,0.222,0.041,18,Rdh10,,,,,,,,,,,
2.83E-07,0.973908114,0.514,0.268,18,Timp3,,,,,,,,,,,
1.34E-08,0.969511726,0.208,0.026,18,St14,,,,,,,,,,,
3.66E-07,0.969053568,0.319,0.09,18,Zfp36l1,,,,,,,,,,,
6.45E-09,0.968742458,0.556,0.226,18,Malat1,,,,,,,,,,,
1.86E-07,0.967792405,0.306,0.076,18,Atxn10,,,,,,,,,,,
6.20E-09,0.947820525,0.153,0.009,18,Chst8,,,,,,,,,,,
1.33E-05,0.942872587,0.181,0.032,18,Pde4b,,,,,,,,,,,
1.32E-09,0.940895883,0.222,0.026,18,Trib1,,,,,,,,,,,
1.54E-07,0.939213413,0.236,0.04,18,Arl4d,,,,,,,,,,,
3.68E-06,0.935988286,0.167,0.026,18,Dusp14,,,,,,,,,,,
1.09E-05,0.930241293,0.167,0.056,18,Jup,,,,,,,,,,,
1.43E-05,0.927868107,0.292,0.105,18,S100a16,,,,,,,,,,,
3.64E-07,0.920890551,0.236,0.044,18,Capn2,,,,,,,,,,,
3.64E-06,0.912074589,0.306,0.095,18,Atp1b3,,,,,,,,,,,
2.14E-06,0.910744475,0.194,0.032,18,Anxa3,,,,,,,,,,,
1.73E-05,0.908466754,0.292,0.111,18,Xbp1,,,,,,,,,,,
2.54E-07,0.903932048,0.486,0.234,18,Tagln2,,,,,,,,,,,
3.93E-05,0.902770118,0.236,0.064,18,Cited2,,,,,,,,,,,
1.35E-06,0.900410344,0.181,0.037,18,Pfkp,,,,,,,,,,,
2.01E-06,0.898466627,0.181,0.027,18,Tmem30b,,,,,,,,,,,
4.19E-06,0.894998187,0.361,0.15,18,1810037I17Rik,,,,,,,,,,,
3.05E-05,0.892711661,0.347,0.132,18,Chka,,,,,,,,,,,
1.87E-12,0.891900438,0.458,0.116,18,Kcnk1,,,,,,,,,,,
6.65E-07,0.890974768,0.361,0.114,18,Tspan8,,,,,,,,,,,
1.82E-07,0.885025767,0.472,0.182,18,Rnh1,,,,,,,,,,,
1.26E-08,0.884527274,0.472,0.26,18,Rpl22l1,,,,,,,,,,,
1.11E-05,0.880429014,0.278,0.076,18,Cebpd,,,,,,,,,,,
4.25E-08,0.880027868,0.194,0.023,18,Misp,,,,,,,,,,,
1.83E-08,0.879993462,0.625,0.28,18,Gadd45g,,,,,,,,,,,
3.15E-07,0.873163091,0.153,0.014,18,Bex1,,,,,,,,,,,
2.18E-06,0.872133992,0.25,0.063,18,Ccnl1,,,,,,,,,,,
4.12E-07,0.869488712,0.347,0.128,18,Cd82,,,,,,,,,,,
4.32E-06,0.868128928,0.194,0.045,18,Vasp,,,,,,,,,,,
7.15E-06,0.861491295,0.153,0.023,18,Aff1,,,,,,,,,,,
1.78E-07,0.861356094,0.222,0.036,18,Mid1ip1,,,,,,,,,,,
2.19E-05,0.855721178,0.167,0.033,18,Ptpn1,,,,,,,,,,,
1.67E-07,0.854352106,0.222,0.043,18,Csrnp1,,,,,,,,,,,
5.24E-05,0.849634839,0.153,0.036,18,Vat1,,,,,,,,,,,
6.23E-06,0.845744995,0.236,0.053,18,Stat3,,,,,,,,,,,
4.98E-06,0.837207866,0.292,0.089,18,Rtn4,,,,,,,,,,,
1.91E-06,0.832464535,0.306,0.084,18,Tpm3,,,,,,,,,,,
4.56E-05,0.832145984,0.347,0.136,18,Jund,,,,,,,,,,,
3.26E-14,0.831981588,0.889,0.582,18,Ubc,,,,,,,,,,,
8.69E-07,0.830682394,0.306,0.078,18,Kif5b,,,,,,,,,,,
5.30E-05,0.830273512,0.306,0.104,18,Dnajb9,,,,,,,,,,,
4.43E-05,0.828297365,0.264,0.077,18,Rrad,,,,,,,,,,,
2.58E-05,0.825582779,0.292,0.095,18,Rab6a,,,,,,,,,,,
2.79E-05,0.825545353,0.25,0.066,18,Msn,,,,,,,,,,,
0.000457599,0.824535548,0.194,0.067,18,Hnf1b,,,,,,,,,,,
0.000256952,0.82409317,0.181,0.045,18,Arrdc3,,,,,,,,,,,
1.81E-05,0.818569468,0.153,0.022,18,Midn,,,,,,,,,,,
1.86E-09,0.817479361,0.375,0.099,18,Maff,,,,,,,,,,,
8.96E-08,0.815203234,0.569,0.268,18,Rab11a,,,,,,,,,,,
1.97E-07,0.81327782,0.167,0.018,18,Fosl1,,,,,,,,,,,
3.98E-06,0.807608865,0.153,0.026,18,Cldn3,,,,,,,,,,,
1.28E-06,0.803568308,0.208,0.035,18,Pax8,,,,,,,,,,,
0.000454958,0.803440999,0.181,0.057,18,Rad21,,,,,,,,,,,
0.000113364,0.800460696,0.236,0.07,18,Crb3,,,,,,,,,,,
0.000204281,0.799957102,0.25,0.08,18,Cish,,,,,,,,,,,
0.000131739,0.799592181,0.194,0.046,18,Fdft1,,,,,,,,,,,
0.000113408,0.797659354,0.236,0.067,18,Nop58,,,,,,,,,,,
0.000118505,0.797651556,0.319,0.122,18,Odc1,,,,,,,,,,,
3.89E-05,0.79569885,0.153,0.024,18,Eml2,,,,,,,,,,,
0.000224943,0.793762139,0.222,0.072,18,Fam134b,,,,,,,,,,,
2.72E-09,0.793664861,0.153,0.009,18,Itga3,,,,,,,,,,,
0.004205584,0.792144585,0.194,0.074,18,Ddit3,,,,,,,,,,,
0.000216103,0.792013584,0.278,0.106,18,Ctnna1,,,,,,,,,,,
7.70E-16,0.787760949,0.931,0.715,18,Igfbp7,,,,,,,,,,,
7.49E-05,0.780622176,0.222,0.057,18,Sertad1,,,,,,,,,,,
2.69E-09,0.779683155,0.569,0.223,18,Lgals3,,,,,,,,,,,
3.22E-06,0.778879247,0.181,0.034,18,Ephx1,,,,,,,,,,,
0.000438065,0.777341717,0.25,0.104,18,Adipor1,,,,,,,,,,,
1.48E-05,0.776346532,0.347,0.13,18,Gm1821,,,,,,,,,,,
1.18E-18,0.775541375,0.958,0.857,18,Ubb,,,,,,,,,,,
0.000283701,0.772937823,0.278,0.152,18,Hsp90b1,,,,,,,,,,,
0.000502399,0.769405662,0.292,0.137,18,Aplp2,,,,,,,,,,,
0.00028591,0.768549735,0.153,0.031,18,Klf10,,,,,,,,,,,
2.68E-05,0.767055275,0.389,0.164,18,Mal,,,,,,,,,,,
3.17E-05,0.760072695,0.222,0.056,18,Gdf15,,,,,,,,,,,
0.000151779,0.758204324,0.167,0.036,18,Ppp1r15a,,,,,,,,,,,
0.000975619,0.757159019,0.236,0.129,18,Sod3,,,,,,,,,,,
0.000251083,0.751983378,0.264,0.087,18,Bhlhe40,,,,,,,,,,,
1.99E-06,0.750921922,0.514,0.251,18,Arf1,,,,,,,,,,,
0.000203197,0.750901287,0.167,0.036,18,Rps4l,,,,,,,,,,,
6.16E-06,0.749628932,0.167,0.024,18,Parm1,,,,,,,,,,,
0.000182371,0.74695407,0.333,0.18,18,Ucp2,,,,,,,,,,,
4.04E-06,0.746587875,0.25,0.06,18,Col18a1,,,,,,,,,,,
0.000398389,0.741905492,0.222,0.068,18,Manf,,,,,,,,,,,
1.21E-06,0.741113873,0.542,0.239,18,Anxa5,,,,,,,,,,,
0.001099493,0.740727433,0.236,0.121,18,Cldn8,,,,,,,,,,,
0.004734776,0.739360708,0.153,0.059,18,Zfp622,,,,,,,,,,,
2.90E-05,0.739051846,0.181,0.05,18,Hoxb7,,,,,,,,,,,
4.33E-11,0.735970772,0.792,0.499,18,Gstm1,,,,,,,,,,,
0.003406099,0.732166853,0.194,0.072,18,Sgms2,,,,,,,,,,,
0.003051797,0.731953078,0.167,0.052,18,Gna13,,,,,,,,,,,
1.17E-05,0.723609067,0.222,0.062,18,Btg1,,,,,,,,,,,
0.000885722,0.719763533,0.236,0.096,18,U2af1,,,,,,,,,,,
1.02E-07,0.717983356,0.181,0.035,18,Ier5,,,,,,,,,,,
5.54E-05,0.714265671,0.25,0.074,18,Rhob,,,,,,,,,,,
2.01E-05,0.712987718,0.167,0.03,18,Lsr,,,,,,,,,,,
1.72E-05,0.709188948,0.444,0.19,18,Tmsb10,,,,,,,,,,,
0.000194167,0.708416395,0.278,0.098,18,Ppp1cb,,,,,,,,,,,
0.000134507,0.70809433,0.153,0.027,18,Bcar1,,,,,,,,,,,
0.000184249,0.703381297,0.208,0.054,18,Bcl2l1,,,,,,,,,,,
1.25E-05,0.70124433,0.542,0.3,18,Ube2d3,,,,,,,,,,,
0.001841957,0.69977575,0.25,0.095,18,Eif1a,,,,,,,,,,,
1.57E-05,0.699351032,0.167,0.027,18,Phf23,,,,,,,,,,,
5.93E-05,0.698625839,0.194,0.05,18,Nceh1,,,,,,,,,,,
0.001753516,0.697417429,0.208,0.07,18,Ubxn4,,,,,,,,,,,
6.80E-05,0.696507849,0.181,0.037,18,Itgb1,,,,,,,,,,,
2.08E-06,0.695430464,0.431,0.183,18,H2-D1,,,,,,,,,,,
4.40E-05,0.694002236,0.333,0.127,18,Gadd45a,,,,,,,,,,,
0.001190116,0.693860648,0.236,0.085,18,Rbpms,,,,,,,,,,,
6.50E-05,0.690636679,0.222,0.057,18,Cdh1,,,,,,,,,,,
0.000224885,0.687734415,0.208,0.057,18,Tpm4,,,,,,,,,,,
0.004323647,0.687161474,0.222,0.105,18,Eif6,,,,,,,,,,,
8.98E-08,0.687108723,0.153,0.015,18,Plscr1,,,,,,,,,,,
0.004057774,0.680595332,0.25,0.115,18,Sypl,,,,,,,,,,,
0.005581721,0.679909513,0.264,0.126,18,Wsb1,,,,,,,,,,,
0.001269411,0.678930353,0.264,0.101,18,Ywhah,,,,,,,,,,,
0.004333782,0.678891813,0.278,0.128,18,Gnb2,,,,,,,,,,,
0.00215662,0.674323549,0.222,0.079,18,Fam104a,,,,,,,,,,,
0.000257665,0.670355872,0.153,0.03,18,B4galt3,,,,,,,,,,,
1.75E-05,0.66881253,0.417,0.169,18,Hnrnpc,,,,,,,,,,,
0.00119035,0.668107062,0.236,0.081,18,Itm2c,,,,,,,,,,,
0.00086539,0.666784309,0.264,0.101,18,Morf4l2,,,,,,,,,,,
0.003404302,0.666459402,0.264,0.12,18,Arl1,,,,,,,,,,,
1.47E-07,0.665264763,0.736,0.44,18,Myl6,,,,,,,,,,,
0.000105274,0.65922644,0.292,0.113,18,Anxa4,,,,,,,,,,,
1.97E-06,0.655375382,0.667,0.457,18,Ldha,,,,,,,,,,,
0.000141908,0.65476542,0.528,0.304,18,Laptm4a,,,,,,,,,,,
0.00604055,0.652957234,0.181,0.059,18,Plpp3,,,,,,,,,,,
0.008308103,0.645932607,0.264,0.12,18,Zfand5,,,,,,,,,,,
0.003171544,0.643333276,0.153,0.045,18,Rora,,,,,,,,,,,
6.07E-05,0.643258162,0.347,0.13,18,Arf4,,,,,,,,,,,
0.000733833,0.642544721,0.153,0.036,18,Siva1,,,,,,,,,,,
0.000455833,0.637299909,0.153,0.035,18,Socs3,,,,,,,,,,,
0.000688098,0.636808571,0.153,0.035,18,Irf1,,,,,,,,,,,
0.000254549,0.635427661,0.361,0.151,18,Ywhaz,,,,,,,,,,,
0.002887062,0.633682554,0.208,0.098,18,Gmpr,,,,,,,,,,,
3.10E-06,0.630930909,0.167,0.029,18,Golga7,,,,,,,,,,,
0.002732332,0.627606285,0.194,0.067,18,Gdi1,,,,,,,,,,,
0.000533694,0.626689654,0.458,0.249,18,Hmgn1,,,,,,,,,,,
0.001999882,0.626319799,0.306,0.138,18,Cd164,,,,,,,,,,,
0.000103705,0.62532618,0.306,0.111,18,Sdcbp,,,,,,,,,,,
0.002501015,0.624794068,0.264,0.108,18,Snhg3,,,,,,,,,,,
0.009986535,0.624240395,0.208,0.085,18,Rpl13a,,,,,,,,,,,
0.003604465,0.616041459,0.181,0.056,18,Isyna1,,,,,,,,,,,
2.60E-05,0.613776638,0.611,0.387,18,Ptma,,,,,,,,,,,
0.007739202,0.609135188,0.236,0.097,18,Tcf25,,,,,,,,,,,
0.000893887,0.607209845,0.458,0.253,18,Tmem59,,,,,,,,,,,
0.000571824,0.607202365,0.472,0.273,18,Son,,,,,,,,,,,
0.003541025,0.606432046,0.292,0.13,18,Ifi27,,,,,,,,,,,
0.000308562,0.603054174,0.208,0.059,18,Anxa6,,,,,,,,,,,
1.08E-06,0.601254085,0.694,0.456,18,Ddx5,,,,,,,,,,,
1.50E-06,0.600778969,0.653,0.34,18,Arpc2,,,,,,,,,,,
7.71E-05,0.597530957,0.208,0.056,18,Maea,,,,,,,,,,,
0.002812066,0.593064739,0.389,0.199,18,Capzb,,,,,,,,,,,
0.000327852,0.581364202,0.569,0.37,18,Cystm1,,,,,,,,,,,
0.002639975,0.579799006,0.333,0.153,18,Degs1,,,,,,,,,,,
0.005179192,0.577294548,0.389,0.23,18,Hnrnpk,,,,,,,,,,,
2.71E-06,0.57380172,0.778,0.514,18,Gnas,,,,,,,,,,,
0.008009889,0.572756908,0.181,0.068,18,Gnai2,,,,,,,,,,,
0.007026203,0.572364666,0.278,0.149,18,Polr2l,,,,,,,,,,,
0.002488077,0.571543059,0.458,0.291,18,Calm2,,,,,,,,,,,
3.54E-07,0.571304134,0.778,0.502,18,Cfl1,,,,,,,,,,,
0.00894555,0.561435199,0.167,0.058,18,Myo6,,,,,,,,,,,
0.000946224,0.560383713,0.153,0.037,18,Smtn,,,,,,,,,,,
0.001931677,0.557197905,0.306,0.131,18,Rac1,,,,,,,,,,,
0.004751884,0.556011202,0.167,0.051,18,Nfkbib,,,,,,,,,,,
0.002114275,0.555301265,0.181,0.055,18,Nisch,,,,,,,,,,,
0.000638716,0.549293817,0.222,0.072,18,Csnk1a1,,,,,,,,,,,
0.009546237,0.546937699,0.389,0.25,18,Pkm,,,,,,,,,,,
0.001762206,0.54403025,0.153,0.039,18,Chmp4b,,,,,,,,,,,
0.001707978,0.5434521,0.389,0.193,18,Hnrnpa2b1,,,,,,,,,,,
0.001303569,0.529716101,0.153,0.038,18,U2af2,,,,,,,,,,,
0.006841228,0.524537863,0.153,0.045,18,Khdrbs1,,,,,,,,,,,
0.003463683,0.506739212,0.514,0.318,18,Tmbim6,,,,,,,,,,,
0.002886595,0.505515156,0.194,0.076,18,Csrp1,,,,,,,,,,,
0.001047412,0.503578358,0.292,0.139,18,Cstb,,,,,,,,,,,
0.000708725,0.502396255,0.278,0.155,18,Paqr5,,,,,,,,,,,
0.004165467,0.49778624,0.375,0.204,18,Jun,,,,,,,,,,,
0.008355474,0.492608225,0.319,0.231,18,P4hb,,,,,,,,,,,
0.008781079,0.491487666,0.181,0.064,18,Nucb1,,,,,,,,,,,
0.001226926,0.487833774,0.319,0.145,18,App,,,,,,,,,,,
0.006509339,0.481126599,0.236,0.099,18,Aktip,,,,,,,,,,,
0.004380555,0.453713079,0.236,0.102,18,Gm15427,,,,,,,,,,,
0.006224868,0.440931905,0.528,0.326,18,Rabac1,,,,,,,,,,,
6.24E-05,0.431617546,0.597,0.331,18,H2-K1,,,,,,,,,,,
0.000410297,0.422485156,0.681,0.445,18,Rpl23a,,,,,,,,,,,
7.26E-06,0.412292913,0.931,0.796,18,Rps27,,,,,,,,,,,
0.000463279,0.405018349,0.292,0.129,18,Cd59a,,,,,,,,,,,
2.31E-56,2.994561939,0.625,0.038,19,Ccl5,,T cell,,,,,,,,,
4.92E-50,2.5154254,0.472,0.006,19,Nkg7,,,,,,,,,,,
9.06E-59,2.347876332,0.542,0.005,19,Trbc2,,,,,,,,,,,
1.79E-28,2.087427291,0.444,0.044,19,AW112010,,,,,,,,,,,
3.36E-35,1.952724369,0.347,0.006,19,Trac,,,,,,,,,,,
6.22E-32,1.929823895,0.292,0.003,19,Ms4a4b,,,,,,,,,,,
