p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,
0.000746041,0.844409038,0.4,0.185,6,Gpx4,,,,,,,,
3.19E-06,0.843110048,0.743,0.445,6,Fxyd5,,,,,,,,
0.000391937,0.838798693,0.2,0.059,6,Ubald2,,,,,,,,
0.000789861,0.832996612,0.229,0.058,6,Nisch,,,,,,,,
0.000543911,0.829998491,0.257,0.072,6,Plbd1,,,,,,,,
0.003862068,0.829176596,0.286,0.095,6,Fyb,,,,,,,,
0.009680932,0.818854024,0.257,0.095,6,Btg2,,,,,,,,
0.000898843,0.814802383,0.171,0.047,6,Hpcal1,,,,,,,,
0.000642479,0.812101183,0.257,0.088,6,Cfp,,,,,,,,
9.24E-06,0.799440989,0.2,0.037,6,Wfdc21,,,,,,,,
0.000164157,0.790992218,0.2,0.059,6,Prpsap1,,,,,,,,
7.88E-05,0.779324686,0.257,0.1,6,Ppt1,,,,,,,,
0.000687408,0.779012274,0.229,0.073,6,Ncf1,,,,,,,,
0.000664302,0.7683724,0.629,0.332,6,Gm8797,,,,,,,,
0.001155328,0.76614029,0.2,0.064,6,Spop,,,,,,,,
0.008089759,0.752300468,0.171,0.083,6,Iqgap1,,,,,,,,
0.000898266,0.748113715,0.171,0.072,6,Nrros,,,,,,,,
0.007392196,0.745696265,0.257,0.198,6,Ube2b,,,,,,,,
0.003167257,0.744751173,0.2,0.068,6,Stx4a,,,,,,,,
0.006799838,0.741723829,0.486,0.3,6,mt-Rnr2,,,,,,,,
0.002263528,0.740939421,0.2,0.057,6,Pnkp,,,,,,,,
0.004354845,0.722664544,0.171,0.059,6,Trim30a,,,,,,,,
0.000400849,0.72048919,0.229,0.1,6,Surf4,,,,,,,,
0.001536784,0.720040267,0.2,0.073,6,Cd9,,,,,,,,
0.002328994,0.715890058,0.2,0.074,6,Rala,,,,,,,,
0.001696298,0.71221719,0.257,0.117,6,Dok3,,,,,,,,
0.002989681,0.700641778,0.429,0.291,6,Tmbim6,,,,,,,,
0.000682195,0.688093053,0.514,0.274,6,Pkm,,,,,,,,
0.003394525,0.684099796,0.486,0.295,6,Rsrp1,,,,,,,,
0.007571685,0.667299494,0.2,0.079,6,Hck,,,,,,,,
0.000431788,0.649970394,0.171,0.042,6,Trf,,,,,,,,
0.000355148,0.645149079,0.229,0.077,6,Lyn,,,,,,,,
0.002733965,0.639632175,0.571,0.379,6,Myl12b,,,,,,,,
0.002051633,0.639067013,0.229,0.092,6,Polr2f,,,,,,,,
0.005484024,0.636274055,0.257,0.128,6,Ube2l3,,,,,,,,
7.95E-05,0.635209868,0.686,0.461,6,Gpx1,,,,,,,,
0.002566923,0.628072574,0.171,0.073,6,Fkbp2,,,,,,,,
8.88E-08,0.623427554,1,0.848,6,Fth1,,,,,,,,
0.005702401,0.601100059,0.457,0.343,6,Gng5,,,,,,,,
0.001761258,0.59790585,0.429,0.203,6,Ifitm3,,,,,,,,
0.001416819,0.591560803,0.514,0.417,6,Lsp1,,,,,,,,
0.001293974,0.580115038,0.286,0.208,6,H2afj,,,,,,,,
0.002926791,0.578074776,0.343,0.206,6,D8Ertd738e,,,,,,,,
0.003383528,0.571713124,0.657,0.486,6,Gapdh,,,,,,,,
0.006789742,0.545819168,0.229,0.129,6,Ubxn1,,,,,,,,
0.008318631,0.536964396,0.229,0.12,6,Atp6v1e1,,,,,,,,
0.002676053,0.535547908,0.171,0.08,6,Nans,,,,,,,,
0.003942496,0.533345121,0.171,0.095,6,Fmnl1,,,,,,,,
0.000211733,0.525396622,0.371,0.22,6,Ostf1,,,,,,,,
0.000177126,0.50384083,0.943,0.867,6,Ubb,,,,,,,,
0.00259016,0.498629761,0.6,0.516,6,Itm2b,,,,,,,,
0.005896256,0.485661569,0.229,0.117,6,Atp6ap1,,,,,,,,
0.007954543,0.461300842,0.486,0.374,6,Capzb,,,,,,,,
0.000234797,0.460791831,0.6,0.336,6,Psap,,,,,,,,
0.004938027,0.460424205,0.857,0.741,6,H3f3b,,,,,,,,
0.00761047,0.452038468,0.171,0.11,6,Atp6v0d1,,,,,,,,
0.007450414,0.426376413,0.829,0.751,6,Eif1,,,,,,,,
0.00696185,0.410974118,0.857,0.746,6,Pfn1,,,,,,,,
0.000533857,0.403524289,0.2,0.137,6,Cybb,,,,,,,,
5.49E-61,4.03726008,1,0.023,7,C1qc,,Macrophage,,,,,,
4.65E-65,4.009806358,0.923,0.051,7,Hmox1,,,,,,,,
1.08E-44,3.647800348,0.885,0.019,7,Fcna,,,,,,,,
4.73E-52,3.503147139,1,0.041,7,C1qa,,,,,,,,
2.53E-47,3.485174795,0.962,0.022,7,Vcam1,,,,,,,,
5.36E-56,3.458508344,1,0.049,7,C1qb,,,,,,,,
6.15E-45,3.328056438,0.962,0.032,7,Trf,,,,,,,,
3.39E-35,3.290788729,0.808,0.02,7,Slc40a1,,,,,,,,
4.60E-60,2.900809822,1,0.24,7,Ctsb,,,,,,,,
8.71E-38,2.817938396,0.923,0.08,7,Cfp,,,,,,,,
2.75E-28,2.691607547,0.846,0.128,7,Slpi,,,,,,,,
9.93E-34,2.607329004,0.923,0.095,7,Creg1,,,,,,,,
9.22E-27,2.561551481,0.654,0.011,7,Axl,,,,,,,,
7.92E-37,2.556422557,0.962,0.21,7,Apoe,,,,,,,,
1.79E-51,2.49237931,1,0.28,7,Ftl1-ps1,,,,,,,,
1.61E-78,2.428886696,1,0.702,7,Ftl1,,,,,,,,
4.65E-25,2.341883667,0.615,0.006,7,Spic,,,,,,,,
2.41E-18,2.318073606,0.615,0.027,7,Csf1r,,,,,,,,
1.55E-26,2.177386711,0.615,0.004,7,Itgad,,,,,,,,
5.18E-19,2.150346362,0.615,0.02,7,Maf,,,,,,,,
7.97E-19,2.141206264,0.462,0.005,7,Clec4n,,,,,,,,
1.58E-14,2.117987877,0.5,0.019,7,Clec4a3,,,,,,,,
1.14E-16,2.116178755,0.615,0.04,7,Cd68,,,,,,,,
4.20E-23,2.106106326,0.885,0.187,7,Ctsd,,,,,,,,
1.99E-19,2.084145168,0.577,0.012,7,Cd300c2,,,,,,,,
2.30E-15,2.079722289,0.423,0.007,7,Il18,,,,,,,,
1.66E-23,2.078647647,0.577,0.005,7,Slc11a1,,,,,,,,
2.61E-18,2.062823506,0.538,0.011,7,Hpgd,,,,,,,,
4.13E-17,2.057427405,0.654,0.036,7,Aif1,,,,,,,,
4.04E-15,2.009880551,0.423,0.007,7,Igf1,,,,,,,,
2.28E-15,1.989972009,0.462,0.012,7,Hebp1,,,,,,,,
8.02E-18,1.97845289,0.5,0.008,7,Cd302,,,,,,,,
2.94E-17,1.968229862,0.538,0.013,7,Treml4,,,,,,,,
3.66E-12,1.955497419,0.385,0.01,7,Adgre1,,,,,,,,
1.38E-41,1.921873247,1,0.511,7,Itm2b,,,,,,,,
2.83E-15,1.921013563,0.462,0.01,7,Abcg3,,,,,,,,
8.96E-15,1.911729337,0.538,0.022,7,Sirpa,,,,,,,,
1.92E-13,1.876751207,0.731,0.121,7,Lamp1,,,,,,,,
2.22E-19,1.867207169,0.462,0.003,7,Mrc1,,,,,,,,
8.53E-13,1.84569529,0.654,0.078,7,Pld3,,,,,,,,
8.80E-10,1.837992929,0.462,0.034,7,Fcgr3,,,,,,,,
2.77E-12,1.825165785,0.5,0.027,7,Pilra,,,,,,,,
3.52E-14,1.81723519,0.423,0.008,7,Sdc3,,,,,,,,
3.38E-14,1.802016868,0.615,0.075,7,Lgmn,,,,,,,,
9.02E-12,1.788593098,0.654,0.091,7,Grn,,,,,,,,
5.06E-24,1.788545651,1,0.298,7,Fcer1g,,,,,,,,
1.85E-12,1.788146458,0.538,0.033,7,Asah1,,,,,,,,
3.19E-18,1.782767622,0.5,0.007,7,Cd5l,,,,,,,,
1.44E-19,1.776374903,0.423,0.003,7,Mafb,,,,,,,,
4.15E-09,1.769263627,0.462,0.051,7,Gm6977,,,,,,,,
1.39E-15,1.748655136,0.5,0.013,7,Pilrb2,,,,,,,,
4.03E-10,1.738875123,0.346,0.012,7,Crip2,,,,,,,,
3.53E-16,1.737588879,0.423,0.004,7,Fpr1,,,,,,,,
4.13E-18,1.737064265,0.923,0.333,7,Psap,,,,,,,,
1.56E-17,1.712095811,0.346,0,7,Ccr3,,,,,,,,
5.96E-12,1.701760129,0.385,0.012,7,Fcgr4,,,,,,,,
5.66E-09,1.694493698,0.462,0.045,7,Slc48a1,,,,,,,,
2.79E-13,1.692590647,0.769,0.176,7,Ctsc,,,,,,,,
2.23E-09,1.68830595,0.385,0.02,7,Igsf6,,,,,,,,
1.96E-12,1.67701691,0.308,0.002,7,Mertk,,,,,,,,
2.50E-10,1.675718151,0.654,0.108,7,Cd81,,,,,,,,
1.06E-09,1.655187345,0.385,0.017,7,Ear2,,,,,,,,
1.90E-10,1.645583974,0.692,0.155,7,Cd82,,,,,,,,
1.04E-07,1.645270994,0.346,0.027,7,Asb2,,,,,,,,
6.46E-10,1.642843115,0.385,0.02,7,Cd300a,,,,,,,,
2.58E-13,1.607615436,0.269,0.003,7,Lrp1,,,,,,,,
9.53E-12,1.60717805,0.346,0.006,7,Tbxas1,,,,,,,,
3.57E-11,1.579277161,0.269,0.002,7,Cadm1,,,,,,,,
1.50E-07,1.5653015,0.423,0.049,7,Lipa,,,,,,,,
4.60E-10,1.560398603,0.423,0.026,7,Fcgrt,,,,,,,,
4.87E-10,1.548023672,0.385,0.017,7,Pilrb1,,,,,,,,
2.05E-08,1.539310561,0.615,0.125,7,Lst1,,,,,,,,
3.57E-13,1.537075273,0.423,0.011,7,Fam213b,,,,,,,,
7.06E-10,1.534456626,0.308,0.007,7,Acp2,,,,,,,,
2.19E-12,1.533741987,0.385,0.011,7,Tspan4,,,,,,,,
3.24E-09,1.532336564,0.577,0.077,7,Selenop,,,,,,,,
3.08E-11,1.514296748,0.538,0.044,7,Ninj1,,,,,,,,
2.67E-07,1.49101102,0.462,0.058,7,Leprot,,,,,,,,
8.13E-09,1.481561851,0.385,0.028,7,Comt,,,,,,,,
1.95E-06,1.476905487,0.423,0.062,7,Itm2c,,,,,,,,
1.39E-08,1.463883177,0.654,0.142,7,Blvrb,,,,,,,,
2.44E-31,1.460303873,1,0.848,7,Fth1,,,,,,,,
4.75E-07,1.445587716,0.192,0.003,7,Cd300e,,,,,,,,
7.99E-11,1.442032275,0.308,0.005,7,Lpl,,,,,,,,
8.82E-06,1.440939783,0.423,0.095,7,Etfb,,,,,,,,
1.16E-07,1.422049513,0.346,0.023,7,Marcks,,,,,,,,
8.10E-09,1.40973152,0.385,0.029,7,Blvra,,,,,,,,
2.99E-13,1.407227995,0.962,0.326,7,Cst3,,,,,,,,
1.07E-08,1.397581981,0.615,0.101,7,Actn1,,,,,,,,
4.09E-10,1.396264021,0.231,0.002,7,Cd163,,,,,,,,
7.40E-10,1.37696851,0.308,0.008,7,Adgre4,,,,,,,,
3.66E-06,1.375792641,0.462,0.074,7,Lgals3,,,,,,,,
2.82E-11,1.372867855,0.269,0.003,7,Sash1,,,,,,,,
3.65E-08,1.371195429,0.615,0.114,7,Laptm4a,,,,,,,,
1.23E-07,1.366958592,0.269,0.008,7,Gm5150,,,,,,,,
1.03E-11,1.349657024,0.423,0.023,7,Ctsl,,,,,,,,
3.01E-07,1.344634891,0.269,0.011,7,Ppt2,,,,,,,,
1.43E-11,1.339669413,0.962,0.401,7,Tyrobp,,,,,,,,
1.49E-13,1.33924036,0.308,0.001,7,C6,,,,,,,,
2.43E-08,1.317777424,0.308,0.015,7,Serpinb6a,,,,,,,,
1.23E-07,1.317383983,0.192,0.002,7,Dmpk,,,,,,,,
3.42E-07,1.308923065,0.577,0.12,7,Gngt2,,,,,,,,
1.25E-06,1.30812444,0.269,0.013,7,Clec4a2,,,,,,,,
5.39E-11,1.304778299,0.231,0.003,7,Cystm1,,,,,,,,
5.51E-07,1.29722309,0.269,0.013,7,Asrgl1,,,,,,,,
4.31E-06,1.286383395,0.385,0.047,7,Mpeg1,,,,,,,,
0.000126944,1.285660243,0.269,0.042,7,Rtn4,,,,,,,,
5.83E-10,1.285039585,0.231,0.001,7,Jup,,,,,,,,
0.000352994,1.278680595,0.269,0.044,7,Gsto1,,,,,,,,
1.01E-09,1.278534993,0.308,0.008,7,Pla2g15,,,,,,,,
0.00025359,1.277570805,0.385,0.085,7,Hexa,,,,,,,,
2.99E-05,1.267042483,0.154,0.005,7,Tnfrsf21,,,,,,,,
3.83E-07,1.265373156,0.346,0.029,7,Clec12a,,,,,,,,
0.00729062,1.263134108,0.192,0.03,7,Hba-a2,,,,,,,,
5.33E-05,1.263117151,0.423,0.084,7,Man2b1,,,,,,,,
3.00E-05,1.262892272,0.308,0.031,7,Dnase2a,,,,,,,,
1.69E-05,1.259694952,0.269,0.02,7,Pla2g7,,,,,,,,
0.000386124,1.257299529,0.231,0.033,7,Gpr65,,,,,,,,
2.29E-13,1.252474739,0.885,0.44,7,Ctss,,,,,,,,
1.03E-09,1.246082893,0.269,0.005,7,P2ry13,,,,,,,,
3.01E-10,1.234085299,0.269,0.003,7,Ptgs1,,,,,,,,
3.22E-08,1.226045568,0.231,0.004,7,Rab3il1,,,,,,,,
3.55E-05,1.222777979,0.269,0.023,7,Ly96,,,,,,,,
1.08E-06,1.222657863,0.192,0.003,7,Gfra2,,,,,,,,
1.37E-08,1.217168079,0.769,0.312,7,Prdx1,,,,,,,,
3.84E-05,1.214341247,0.192,0.007,7,Twf1,,,,,,,,
1.95E-08,1.212564599,0.192,0.002,7,Hcar2,,,,,,,,
1.06E-06,1.211054083,0.423,0.053,7,Pon2,,,,,,,,
2.25E-08,1.208809104,0.231,0.003,7,Nr1h3,,,,,,,,
3.26E-06,1.204600203,0.615,0.208,7,Txn1,,,,,,,,
3.03E-06,1.202753934,0.577,0.13,7,Tmem14c,,,,,,,,
0.0002837,1.18690111,0.269,0.031,7,Slc29a1,,,,,,,,
1.00E-07,1.186328489,0.269,0.01,7,Rgs1,,,,,,,,
2.78E-08,1.183329325,0.154,0.001,7,Itgb5,,,,,,,,
9.28E-06,1.183199042,0.577,0.147,7,Tspan13,,,,,,,,
8.99E-12,1.174196221,0.269,0.002,7,Cd14,,,,,,,,
2.28E-08,1.17413892,0.269,0.01,7,Tmem51,,,,,,,,
1.92E-08,1.167935454,0.192,0.001,7,Cmbl,,,,,,,,
2.42E-06,1.164108749,0.192,0.005,7,Nav1,,,,,,,,
0.000455754,1.161452312,0.308,0.049,7,Rnf13,,,,,,,,
6.48E-15,1.14439383,0.308,0.004,7,Cela1,,,,,,,,
1.47E-05,1.13537495,0.192,0.006,7,Tmem37,,,,,,,,
0.001580005,1.115426506,0.154,0.009,7,Acer3,,,,,,,,
1.88E-09,1.105425475,0.231,0.002,7,Abcc3,,,,,,,,
4.29E-06,1.100466227,0.269,0.018,7,Lair1,,,,,,,,
3.04E-06,1.099512412,0.192,0.004,7,Fcgr1,,,,,,,,
1.29E-05,1.090383619,0.154,0.003,7,Il15,,,,,,,,
0.000367132,1.089575439,0.269,0.039,7,Abhd12,,,,,,,,
1.53E-05,1.083006366,0.192,0.007,7,Tmem140,,,,,,,,
0.000293092,1.081193292,0.154,0.006,7,Trpm2,,,,,,,,
0.000276307,1.081178004,0.385,0.077,7,Ddit4,,,,,,,,
2.73E-06,1.080566516,0.615,0.16,7,Sat1,,,,,,,,
5.13E-06,1.078614914,0.538,0.116,7,Gltp,,,,,,,,
1.60E-05,1.077003465,0.231,0.015,7,Pcyox1,,,,,,,,
7.13E-05,1.076960064,0.154,0.003,7,Clec4b1,,,,,,,,
6.56E-05,1.076731191,0.385,0.072,7,Plbd1,,,,,,,,
0.000215995,1.074822149,0.308,0.045,7,Ptms,,,,,,,,
6.44E-05,1.06994992,0.538,0.152,7,Id2,,,,,,,,
4.88E-10,1.06830964,0.808,0.199,7,Ifitm3,,,,,,,,
3.13E-06,1.065114362,0.308,0.027,7,Por,,,,,,,,
0.000919123,1.06403072,0.192,0.033,7,Colgalt1,,,,,,,,
0.000321149,1.060760521,0.231,0.022,7,Tgfbi,,,,,,,,
1.18E-05,1.057359185,0.192,0.049,7,Nptn,,,,,,,,
0.002802397,1.054633543,0.231,0.032,7,Clec4a1,,,,,,,,
3.40E-05,1.0491956,0.231,0.014,7,Lpcat2,,,,,,,,
0.000499146,1.042577663,0.192,0.014,7,Gbp8,,,,,,,,
0.000176757,1.034580746,0.269,0.037,7,Dhrs1,,,,,,,,
1.68E-07,1.029564652,0.154,0.004,7,C130050O18Rik,,,,,,,,
0.000301934,1.02816377,0.192,0.019,7,Fez2,,,,,,,,
6.28E-06,1.025375603,0.269,0.02,7,Plekhb2,,,,,,,,
7.79E-07,1.019445628,0.269,0.017,7,Atp13a2,,,,,,,,
0.000103839,1.016795422,0.231,0.02,7,Cd86,,,,,,,,
0.000119251,1.012156226,0.5,0.128,7,Aldh2,,,,,,,,
2.23E-05,1.010788862,0.692,0.243,7,Atox1,,,,,,,,
5.15E-08,1.008985387,0.192,0.001,7,Ptgis,,,,,,,,
1.91E-05,1.004134106,0.231,0.017,7,Rcc1,,,,,,,,
3.16E-05,0.992847352,0.308,0.041,7,Pirb,,,,,,,,
0.000497661,0.992772932,0.154,0.007,7,Apoc1,,,,,,,,
0.001285302,0.98165519,0.462,0.142,7,Ly86,,,,,,,,
0.000932688,0.973040316,0.154,0.008,7,Siglece,,,,,,,,
3.43E-05,0.972047656,0.154,0.003,7,Slc7a7,,,,,,,,
1.09E-07,0.971403502,0.154,0,7,Pcolce2,,,,,,,,
0.005957388,0.970157912,0.192,0.024,7,Nfam1,,,,,,,,
0.000566652,0.969819941,0.308,0.058,7,Tmx1,,,,,,,,
0.001005606,0.96611111,0.462,0.136,7,Cyb5a,,,,,,,,
0.000452155,0.96203827,0.615,0.238,7,Reep5,,,,,,,,
1.09E-07,0.953693309,0.154,0,7,Itga9,,,,,,,,
3.57E-05,0.953519698,0.231,0.015,7,Igsf8,,,,,,,,
0.000618853,0.952707492,0.192,0.016,7,Zfp385a,,,,,,,,
1.33E-09,0.949182496,0.192,0,7,Adrb1,,,,,,,,
5.89E-06,0.94259009,0.269,0.025,7,Ckb,,,,,,,,
0.001354909,0.941989394,0.346,0.076,7,Lyn,,,,,,,,
0.000318884,0.93834823,0.308,0.053,7,Oxct1,,,,,,,,
0.000154893,0.938152628,0.154,0.008,7,Mpp6,,,,,,,,
4.41E-06,0.937379029,0.577,0.154,7,Sdcbp,,,,,,,,
2.84E-06,0.93334818,0.154,0.002,7,Ccl24,,,,,,,,
0.005323634,0.932211987,0.385,0.113,7,Pld4,,,,,,,,
0.0082414,0.929161457,0.154,0.014,7,Lrrc25,,,,,,,,
0.000362018,0.928769985,0.308,0.051,7,Lgals3bp,,,,,,,,
0.000208799,0.919032632,0.231,0.022,7,Hfe,,,,,,,,
0.001724098,0.917250805,0.154,0.009,7,Plpp3,,,,,,,,
2.77E-05,0.915604699,0.154,0.003,7,Frmd4b,,,,,,,,
4.44E-05,0.914194332,0.154,0.007,7,Tlr2,,,,,,,,
4.79E-05,0.911750195,0.154,0.003,7,Dse,,,,,,,,
7.73E-07,0.903250215,0.192,0.003,7,Il18bp,,,,,,,,
1.36E-06,0.897868584,0.192,0.006,7,Tpcn2,,,,,,,,
0.000790276,0.897266708,0.154,0.009,7,Paox,,,,,,,,
0.0013608,0.887333999,0.192,0.019,7,Bcl2a1a,,,,,,,,
2.97E-06,0.886533893,0.154,0.002,7,Dst,,,,,,,,
0.006525779,0.885716205,0.269,0.057,7,Tmem60,,,,,,,,
0.007214608,0.883515765,0.154,0.015,7,Ifit3,,,,,,,,
0.001700293,0.882463789,0.346,0.086,7,Sumo3,,,,,,,,
1.09E-06,0.874363241,0.154,0.002,7,Rxra,,,,,,,,
0.000995157,0.873925108,0.423,0.114,7,Sod1,,,,,,,,
0.003090132,0.864390291,0.192,0.029,7,Coa5,,,,,,,,
3.65E-06,0.863577214,0.154,0.002,7,Col14a1,,,,,,,,
2.96E-05,0.860102079,0.154,0.005,7,Arhgap19,,,,,,,,
7.38E-05,0.854773331,0.192,0.01,7,Tmem86a,,,,,,,,
0.00147203,0.854294702,0.231,0.032,7,Mcfd2,,,,,,,,
3.07E-10,0.853717998,0.192,0.001,7,Sema6d,,,,,,,,
0.002991747,0.844610743,0.192,0.035,7,Chmp6,,,,,,,,
0.002757342,0.844299807,0.192,0.022,7,Smagp,,,,,,,,
0.009434026,0.840945851,0.269,0.061,7,Sdf2l1,,,,,,,,
3.81E-07,0.838300049,0.154,0.003,7,Ms4a7,,,,,,,,
0.001041569,0.838029571,0.577,0.211,7,Ssr4,,,,,,,,
0.001318738,0.835418165,0.5,0.166,7,Ctsa,,,,,,,,
2.68E-06,0.834177534,0.154,0.002,7,Slc45a3,,,,,,,,
0.000541051,0.832062379,0.192,0.016,7,Stard5,,,,,,,,
0.002154193,0.830345721,0.154,0.01,7,App,,,,,,,,
0.003536663,0.829038733,0.154,0.012,7,Pmaip1,,,,,,,,
9.98E-07,0.819947064,0.154,0.001,7,Adamdec1,,,,,,,,
0.003593758,0.817152121,0.154,0.017,7,Iffo1,,,,,,,,
0.000349305,0.81185077,0.5,0.152,7,Itgb2,,,,,,,,
0.002713031,0.811689039,0.308,0.071,7,Nrros,,,,,,,,
0.000277747,0.809340318,0.192,0.015,7,Tnfrsf1b,,,,,,,,
0.008402153,0.809110967,0.231,0.047,7,Spcs3,,,,,,,,
0.008570389,0.800349089,0.346,0.1,7,Adipor1,,,,,,,,
0.000205523,0.797318527,0.231,0.028,7,Amfr,,,,,,,,
0.007264139,0.797140481,0.346,0.098,7,Pttg1,,,,,,,,
0.00048616,0.787779633,0.192,0.019,7,Rhob,,,,,,,,
0.008126466,0.786546357,0.154,0.053,7,Rbfa,,,,,,,,
0.003478092,0.77776683,0.231,0.042,7,Hsd17b12,,,,,,,,
0.000493206,0.773834325,0.192,0.026,7,Gm21399,,,,,,,,
0.000122806,0.772510271,0.231,0.03,7,Stard3nl,,,,,,,,
0.006537788,0.765827888,0.154,0.017,7,Tubb2a,,,,,,,,
0.000154191,0.752566948,0.192,0.016,7,Scarb1,,,,,,,,
0.000481702,0.741566595,0.154,0.01,7,F630028O10Rik,,,,,,,,
0.003426755,0.733040435,0.154,0.013,7,Akt1,,,,,,,,
0.000916709,0.732000649,0.269,0.052,7,Gns,,,,,,,,
0.000911804,0.731720066,0.192,0.03,7,Mgst1,,,,,,,,
3.89E-05,0.722499402,0.923,0.608,7,Cyba,,,,,,,,
0.004011645,0.722182018,0.346,0.097,7,Apbb1ip,,,,,,,,
0.000236074,0.721244605,0.808,0.395,7,Laptm5,,,,,,,,
0.004007304,0.721066829,0.192,0.029,7,Dnajc30,,,,,,,,
0.000426352,0.717619794,0.154,0.011,7,Slc8b1,,,,,,,,
0.007794896,0.715658225,0.231,0.047,7,Hpcal1,,,,,,,,
0.002806344,0.71047171,0.154,0.024,7,Osbpl2,,,,,,,,
0.000729291,0.709749373,0.615,0.251,7,Taldo1,,,,,,,,
0.004259641,0.705345551,0.154,0.02,7,Picalm,,,,,,,,
0.006311614,0.675438134,0.192,0.035,7,BC035044,,,,,,,,
0.002593834,0.675296277,0.154,0.02,7,Umps,,,,,,,,
0.009318615,0.674028608,0.154,0.022,7,Gclm,,,,,,,,
0.001220607,0.671796647,0.5,0.177,7,Coro1b,,,,,,,,
0.009539972,0.662602299,0.269,0.07,7,Smpdl3a,,,,,,,,
0.007893136,0.657054584,0.154,0.02,7,Golm1,,,,,,,,
0.005051724,0.655531428,0.154,0.017,7,Ggta1,,,,,,,,
0.007172976,0.652059868,0.423,0.164,7,Higd2a,,,,,,,,
0.007577052,0.65088914,0.231,0.082,7,Pcna,,,,,,,,
0.002695989,0.650684522,0.154,0.036,7,Emc8,,,,,,,,
0.00042505,0.640143253,0.192,0.025,7,Mvp,,,,,,,,
1.48E-05,0.638997068,0.192,0.02,7,Tlr7,,,,,,,,
0.007785985,0.618004659,0.308,0.092,7,AB124611,,,,,,,,
0.002305635,0.615354815,0.308,0.084,7,Rab1a,,,,,,,,
0.001149426,0.615041477,0.385,0.118,7,Atp6v1e1,,,,,,,,
0.008140572,0.608587664,0.231,0.058,7,Nipsnap3b,,,,,,,,
0.003471767,0.603324792,0.308,0.088,7,Ifitm2,,,,,,,,
0.00027273,0.601809304,0.192,0.027,7,P2rx4,,,,,,,,
0.007001607,0.601491998,0.385,0.134,7,M6pr,,,,,,,,
0.008840968,0.589720416,0.154,0.024,7,Sil1,,,,,,,,
0.003880421,0.581620602,0.231,0.053,7,Ifitm6,,,,,,,,
0.002150401,0.577345151,0.154,0.021,7,Parp14,,,,,,,,
0.008988505,0.572111507,0.269,0.081,7,Cstb,,,,,,,,
0.000227783,0.569580079,0.154,0.019,7,Aatf,,,,,,,,
0.005897067,0.566564966,0.5,0.209,7,Ctsh,,,,,,,,
0.002850349,0.563604652,0.192,0.038,7,Clcn4,,,,,,,,
0.009616908,0.560842155,0.308,0.107,7,Canx,,,,,,,,
0.008126268,0.551382726,0.154,0.031,7,Ube2l6,,,,,,,,
0.001301783,0.541828905,0.346,0.11,7,Arhgap17,,,,,,,,
0.006247806,0.536182529,0.154,0.023,7,Nr3c1,,,,,,,,
6.00E-06,0.527840271,0.154,0.013,7,Ms4a6d,,,,,,,,
0.000634969,0.526613928,0.885,0.507,7,Ucp2,,,,,,,,
0.002566454,0.526152846,0.154,0.032,7,Zfpl1,,,,,,,,
0.000323715,0.522725873,0.462,0.164,7,Rnaset2b,,,,,,,,
0.003498754,0.522223832,0.462,0.183,7,Hsp90b1,,,,,,,,
0.003961498,0.509806586,0.231,0.062,7,Trnau1ap,,,,,,,,
0.001565422,0.503619365,0.808,0.449,7,AW112010,,,,,,,,
0.000529618,0.501719897,0.154,0.025,7,As3mt,,,,,,,,
0.004762514,0.4949378,0.538,0.243,7,Dynlrb1,,,,,,,,
0.008425244,0.469455601,0.154,0.03,7,Cndp2,,,,,,,,
1.90E-05,0.468974739,0.154,0.021,7,Nenf,,,,,,,,
0.004723559,0.454185989,0.192,0.052,7,Emc2,,,,,,,,
0.002356498,0.447660983,0.385,0.142,7,Tmed9,,,,,,,,
0.001673109,0.443126532,0.154,0.025,7,Mcee,,,,,,,,
1.24E-05,0.439890115,0.192,0.038,7,Mt1,,,,,,,,
0.000122,0.42827672,0.154,0.023,7,Mapk14,,,,,,,,
0.002860345,0.422966816,0.154,0.031,7,Arl8b,,,,,,,,
0.000155102,0.404015943,0.269,0.082,7,Cmpk1,,,,,,,,
0.000314223,0.401705879,0.192,0.047,7,Vapb,,,,,,,,
1.39E-54,4.38147382,0.857,0.14,8,Jchain,,Plasma cell,,,,,,
2.91E-14,4.004338448,0.381,0.042,8,Iglv2,,,,,,,,
1.01E-12,3.802474474,0.19,0.013,8,Igkv5-48,,,,,,,,
3.93E-39,3.281546655,0.905,0.438,8,Ighm,,,,,,,,
2.45E-13,3.11794813,0.333,0.156,8,Igha,,,,,,,,
8.26E-20,3.110174853,0.81,0.302,8,Iglc2,,,,,,,,
5.81E-25,3.083703169,1,0.223,8,Iglv1,,,,,,,,
7.46E-28,3.075401456,0.905,0.399,8,Igkc,,,,,,,,
2.67E-06,3.004472582,0.19,0.055,8,Igkv1-117,,,,,,,,
6.97E-06,2.91498409,0.238,0.016,8,Igkv3-2,,,,,,,,
2.81E-09,2.851229704,0.286,0.031,8,Igkv16-104,,,,,,,,
3.42E-13,2.831256579,0.238,0.09,8,Ighg2c,,,,,,,,
2.97E-16,2.725449579,0.952,0.284,8,Iglc1,,,,,,,,
4.84E-31,2.433248083,0.905,0.243,8,Mzb1,,,,,,,,
6.17E-25,2.421661877,0.857,0.179,8,Hsp90b1,,,,,,,,
4.29E-18,2.23247453,0.762,0.044,8,Edem1,,,,,,,,
