p_val,avg_logFC,pct.1,pct.2,cluster,gene,,celltyppe
1.32E-08,0.442942292,0.439,0.412,3,Cdk2ap2,,
2.76E-07,0.442123858,0.201,0.145,3,Plbd1,,
1.05E-11,0.44156488,0.468,0.432,3,Gmfg,,
2.20E-51,0.439405072,0.777,0.478,3,S100a9,,
5.09E-21,0.433101757,0.634,0.569,3,Prdx5,,
2.22E-06,0.432764828,0.26,0.213,3,Klf2,,
0.006958366,0.427514231,0.194,0.173,3,Nfe2,,
6.66E-07,0.419411686,0.402,0.358,3,Actb,,
0.007817461,0.415058651,0.163,0.141,3,Gm1821,,
1.22E-06,0.412019214,0.435,0.422,3,Gnai2,,
7.39E-05,0.409902442,0.201,0.159,3,Ifi27l2a,,
0.000155663,0.407535388,0.194,0.157,3,Itgam,,
0.00072231,0.402766361,0.197,0.165,3,Rflnb,,
0.005121986,0.399890523,0.179,0.153,3,Hist1h1c,,
0.009230968,0.393356797,0.161,0.139,3,Msn,,
0.001151046,0.391603781,0.169,0.139,3,Gsn,,
6.89E-19,0.383514438,0.642,0.6,3,Arpc1b,,
2.27E-15,0.379814041,0.618,0.542,3,Tmsb4x,,
6.85E-14,0.375145712,0.328,0.228,3,Ifitm3,,
5.22E-14,0.374941608,0.478,0.39,3,Cd177,,
0.000413196,0.35712154,0.255,0.225,3,Capg,,
1.46E-15,0.3410591,0.649,0.631,3,Arpc2,,
4.32E-08,0.339788974,0.542,0.54,3,Itm2b,,
5.86E-12,0.334714304,0.653,0.68,3,Eif1,,
1.63E-05,0.300043614,0.534,0.56,3,Pfn1,,
0.001866251,0.296947108,0.401,0.403,3,Gpi1,,
1.00E-09,0.292774743,0.557,0.533,3,Cd24a,,
3.50E-14,0.287494632,0.605,0.525,3,Anxa1,,
0.001382832,0.275283245,0.533,0.572,3,Gapdh,,
0.000413995,0.271956306,0.507,0.541,3,Myl6,,
1.49E-10,0.253734028,0.731,0.752,3,Sh3bgrl3,,
0,2.908529111,0.988,0.202,4,Elane,,Monocyte_Prtn3 high
0,2.539148526,0.966,0.211,4,Mpo,,
0,2.24353353,0.971,0.245,4,Prtn3,,
0,2.08021662,0.899,0.248,4,Ctsg,,
0,1.958471894,0.895,0.223,4,Srgn,,
0,1.822777318,0.873,0.211,4,Nkg7,,
0,1.76917228,0.889,0.235,4,Ms4a3,,
0,1.713915381,0.801,0.164,4,Gstm1,,
0,1.657249943,0.618,0.088,4,Cst7,,
0,1.566284616,0.579,0.077,4,Prss57,,
0,1.508221277,0.8,0.211,4,Plac8,,
2.45E-287,1.407028751,0.541,0.103,4,Rgcc,,
3.44E-256,1.312849466,0.544,0.115,4,Mt1,,
7.43E-256,1.258242182,0.66,0.175,4,Calr,,
1.44E-234,1.132868799,0.81,0.316,4,Cd63,,
3.03E-155,1.003874194,0.207,0.023,4,Dmkn,,
1.11E-166,1.001998755,0.585,0.186,4,P4hb,,
1.00E-182,0.997240581,0.172,0.01,4,Mgl2,,
4.90E-135,0.978600057,0.429,0.121,4,Pdia6,,
9.04E-165,0.957452928,0.225,0.026,4,Vat1,,
1.42E-191,0.953986246,0.842,0.4,4,Gpx1,,
1.48E-171,0.941084373,0.77,0.341,4,Ly6c2,,
6.60E-142,0.918689231,0.538,0.173,4,Clec12a,,
3.51E-126,0.916219664,0.36,0.09,4,Igfbp4,,
1.96E-135,0.884032134,0.573,0.202,4,Ssr4,,
2.26E-128,0.880979485,0.235,0.039,4,Sdf2l1,,
7.89E-120,0.880046532,0.457,0.146,4,Hspa5,,
5.15E-187,0.879368219,0.876,0.41,4,Rpl13,,
7.67E-142,0.876237669,0.626,0.229,4,Krtcap2,,
8.06E-129,0.871517942,0.457,0.136,4,Ramp1,,
6.56E-127,0.857153118,0.539,0.189,4,Etfb,,
1.07E-123,0.838512879,0.478,0.152,4,Ap3s1,,
1.03E-132,0.829791942,0.638,0.248,4,Dbi,,
3.61E-136,0.818361457,0.714,0.309,4,Rps8,,
1.99E-107,0.818139852,0.452,0.153,4,Ssr2,,
3.92E-120,0.807575887,0.649,0.274,4,Rps12,,
2.30E-117,0.798353175,0.55,0.199,4,Tmed3,,
1.35E-91,0.791359159,0.317,0.09,4,Med21,,
3.05E-141,0.789103137,0.794,0.381,4,Rpl32,,
7.06E-144,0.783063797,0.821,0.411,4,Cmtm7,,
5.90E-118,0.776110066,0.672,0.296,4,Rpl18,,
1.99E-98,0.775995659,0.208,0.039,4,Alas1,,
2.88E-92,0.775423493,0.292,0.077,4,Ptgr1,,
5.31E-92,0.771532499,0.173,0.029,4,Vcam1,,
3.47E-98,0.764908445,0.38,0.118,4,Gsto1,,
1.67E-75,0.758552918,0.654,0.353,4,Fcnb,,
1.43E-120,0.753928889,0.779,0.411,4,Rps27a,,
4.31E-93,0.753657376,0.339,0.1,4,Atp6ap2,,
1.16E-122,0.749599901,0.747,0.346,4,Rps17,,
6.81E-103,0.748609281,0.628,0.274,4,Rps23,,
1.33E-75,0.742611425,0.238,0.063,4,Srm,,
3.35E-114,0.735082544,0.674,0.294,4,Rpl3,,
2.81E-128,0.732745392,0.728,0.318,4,Rps2,,
9.75E-124,0.728733064,0.773,0.381,4,mt-Cytb,,
9.10E-105,0.718251741,0.646,0.283,4,Rps7,,
1.06E-103,0.718251122,0.636,0.279,4,Slc25a5,,
2.61E-119,0.717052878,0.769,0.376,4,Rpl10,,
1.02E-121,0.71489452,0.77,0.366,4,Rpl11,,
5.60E-75,0.714156616,0.214,0.053,4,Kdelr2,,
9.61E-129,0.712406643,0.797,0.381,4,Rps3a1,,
2.64E-83,0.712331541,0.291,0.083,4,Manf,,
7.78E-119,0.704131989,0.78,0.382,4,Rpl18a,,
5.90E-119,0.699647778,0.774,0.373,4,Rpl14,,
1.28E-76,0.698318728,0.162,0.031,4,Gatm,,
4.98E-102,0.695742327,0.718,0.366,4,Sec61b,,
4.74E-102,0.691508155,0.661,0.294,4,Rps5,,
3.40E-110,0.684266174,0.752,0.367,4,Rps19,,
1.64E-108,0.68266267,0.748,0.37,4,mt-Nd1,,
7.62E-77,0.680227966,0.356,0.123,4,Ddost,,
1.07E-115,0.676987081,0.794,0.403,4,Rpsa,,
2.07E-72,0.67433578,0.312,0.103,4,Rpn1,,
3.93E-102,0.673417812,0.715,0.347,4,Rps3,,
1.53E-78,0.673121662,0.332,0.106,4,Ifngr1,,
2.45E-68,0.672282798,0.338,0.121,4,Bola2,,
9.51E-91,0.670576818,0.615,0.273,4,Lta4h,,
1.53E-88,0.670321662,0.625,0.289,4,Rpl36al,,
1.44E-107,0.668694313,0.766,0.389,4,Rpl8,,
7.27E-89,0.667845368,0.167,0.028,4,Impdh1,,
1.74E-111,0.666233356,0.757,0.366,4,Rplp0,,
3.91E-98,0.663046805,0.682,0.325,4,Rpl26,,
9.92E-68,0.662062376,0.247,0.072,4,Rnaset2b,,
2.97E-91,0.658989422,0.608,0.265,4,Atp5g1,,
8.60E-66,0.65820077,0.232,0.066,4,Mfsd10,,
1.31E-69,0.657804879,0.337,0.119,4,Dpy30,,
3.43E-74,0.652098305,0.186,0.041,4,Elovl5,,
2.61E-69,0.642696789,0.219,0.058,4,Mrpl19,,
1.88E-73,0.639614335,0.472,0.2,4,Tmem256,,
5.31E-70,0.635570341,0.435,0.178,4,Nop10,,
5.48E-62,0.633287323,0.341,0.129,4,AI662270,,
8.31E-59,0.633145952,0.22,0.065,4,Cdk6,,
8.47E-67,0.631963767,0.375,0.144,4,Spcs2,,
3.67E-75,0.630182436,0.319,0.103,4,Cnpy2,,
8.18E-58,0.629729288,0.151,0.035,4,B230118H07Rik,,
3.71E-60,0.625333717,0.272,0.091,4,Rnaset2a,,
3.64E-69,0.620474058,0.465,0.197,4,Mif,,
4.06E-70,0.619371298,0.374,0.14,4,Rpn2,,
2.86E-51,0.618380924,0.25,0.089,4,Fkbp4,,
7.41E-106,0.614767888,0.785,0.379,4,Rps26,,
8.18E-88,0.614242778,0.732,0.389,4,Rps14,,
1.79E-97,0.613428957,0.811,0.437,4,Serpinb1a,,
1.48E-61,0.6111517,0.243,0.074,4,S100a1,,
2.60E-60,0.610592571,0.322,0.119,4,Pebp1,,
4.28E-52,0.61043337,0.293,0.112,4,Sfxn1,,
4.35E-63,0.610352995,0.183,0.045,4,Atp8b4,,
1.77E-60,0.609060035,0.305,0.11,4,Suclg1,,
3.12E-60,0.608431278,0.323,0.121,4,Tmed9,,
7.68E-84,0.607374378,0.713,0.371,4,Rpl4,,
1.65E-95,0.604315178,0.748,0.374,4,Rplp1,,
9.99E-84,0.602817861,0.731,0.385,4,Rps29,,
1.02E-69,0.601338288,0.471,0.202,4,Selenoh,,
1.19E-102,0.599006745,0.796,0.401,4,Rpl37a,,
2.81E-84,0.597152047,0.76,0.413,4,Tuba4a,,
3.06E-85,0.596576307,0.684,0.335,4,Rpl5,,
2.38E-55,0.596261758,0.177,0.047,4,Svip,,
1.38E-53,0.595543234,0.362,0.153,4,Lamtor2,,
5.02E-91,0.593691421,0.747,0.38,4,Rplp2,,
2.68E-48,0.592219332,0.183,0.055,4,Phgdh,,
3.40E-71,0.591727769,0.57,0.269,4,Rpl23,,
2.55E-88,0.590607506,0.729,0.369,4,Rpl36a,,
2.02E-62,0.589384661,0.443,0.191,4,Hsp90aa1,,
1.19E-76,0.588677569,0.641,0.313,4,Serbp1,,
7.93E-76,0.586850205,0.618,0.301,4,Rps13,,
5.86E-84,0.583501979,0.782,0.445,4,Eif5a,,
7.62E-53,0.582441537,0.199,0.059,4,1700020L24Rik,,
1.94E-65,0.582132601,0.608,0.312,4,Uqcrb,,
2.33E-95,0.577548407,0.794,0.415,4,Rpl41,,
1.55E-59,0.577507262,0.228,0.068,4,Bri3bp,,
9.49E-88,0.572323749,0.749,0.388,4,Rps11,,
1.44E-76,0.571181764,0.673,0.334,4,Rpl36,,
6.55E-53,0.567595616,0.224,0.071,4,Rpia,,
1.54E-48,0.566853919,0.249,0.09,4,Tmem147,,
3.32E-67,0.561305286,0.589,0.287,4,Ybx1,,
1.22E-62,0.558867998,0.559,0.28,4,Rps16,,
2.26E-63,0.557262987,0.352,0.131,4,Hsp90b1,,
3.14E-52,0.556651815,0.288,0.108,4,Pdia3,,
6.07E-57,0.555861927,0.408,0.175,4,Cope,,
2.84E-75,0.554510647,0.684,0.343,4,Rpl12,,
1.25E-65,0.551223724,0.451,0.189,4,Nme1,,
3.40E-53,0.551028016,0.368,0.156,4,Ndufb3,,
3.44E-46,0.550577341,0.301,0.124,4,Pnp,,
5.21E-57,0.550320177,0.155,0.036,4,Mcfd2,,
3.57E-38,0.545600074,0.178,0.061,4,Tomm40,,
2.78E-52,0.539972417,0.332,0.134,4,Pa2g4,,
7.62E-39,0.535828042,0.199,0.072,4,Ptpn7,,
1.32E-41,0.534611028,0.158,0.047,4,Plscr3,,
3.11E-59,0.534312722,0.429,0.183,4,Nhp2,,
2.12E-45,0.534096314,0.297,0.122,4,Uchl5,,
7.83E-47,0.529902463,0.249,0.091,4,M6pr,,
8.92E-43,0.529836603,0.207,0.072,4,Mcee,,
8.69E-71,0.529159053,0.627,0.306,4,Rps27l,,
3.03E-49,0.528821461,0.363,0.157,4,Napsa,,
4.49E-69,0.527341431,0.654,0.341,4,Rps24,,
1.22E-73,0.526566219,0.76,0.433,4,Rpl37,,
3.10E-46,0.526554917,0.198,0.064,4,Nars,,
8.21E-53,0.522227058,0.356,0.148,4,Eif3g,,
6.52E-77,0.520148272,0.762,0.413,4,Ppia,,
1.92E-74,0.517110882,0.755,0.41,4,Rps18,,
4.80E-41,0.5099412,0.222,0.082,4,Nucb1,,
2.33E-65,0.509042745,0.63,0.317,4,Eef1b2,,
2.59E-66,0.507545947,0.715,0.407,4,Rps9,,
1.49E-70,0.507127254,0.779,0.439,4,Rpl17,,
1.24E-70,0.506883081,0.671,0.334,4,Rps6,,
1.38E-49,0.506193914,0.381,0.169,4,Ndufb2,,
1.19E-60,0.505998805,0.36,0.139,4,Gng12,,
1.92E-46,0.498558263,0.436,0.213,4,Eif4a1,,
4.28E-50,0.496413126,0.274,0.101,4,Adssl1,,
6.77E-43,0.495342363,0.211,0.074,4,Slc48a1,,
7.56E-44,0.493766515,0.206,0.07,4,Xpc,,
5.37E-52,0.49361003,0.16,0.041,4,Cldn15,,
4.36E-51,0.492607242,0.408,0.183,4,Uqcrc1,,
3.42E-62,0.492472203,0.715,0.401,4,Rack1,,
4.57E-54,0.491467262,0.401,0.173,4,Cdk4,,
1.82E-68,0.489259773,0.713,0.389,4,Rps15a,,
1.99E-44,0.48909836,0.202,0.067,4,Rab44,,
1.65E-40,0.488909905,0.244,0.095,4,Lman2,,
1.05E-36,0.488347319,0.206,0.077,4,Ostc,,
1.20E-50,0.488104036,0.431,0.2,4,Ranbp1,,
1.43E-33,0.485511587,0.171,0.062,4,Fam162a,,
2.43E-59,0.484125387,0.573,0.278,4,Hsp90ab1,,
2.54E-49,0.482580409,0.369,0.16,4,Ncl,,
3.64E-48,0.482541845,0.485,0.243,4,Ran,,
3.00E-56,0.482184701,0.596,0.309,4,Rps10,,
1.25E-55,0.481549292,0.589,0.305,4,Rpl27,,
7.22E-46,0.480023993,0.218,0.074,4,Adgrg3,,
1.29E-41,0.479161491,0.266,0.107,4,Mrpl36,,
1.39E-39,0.477995677,0.235,0.091,4,Emc6,,
3.27E-31,0.475016707,0.155,0.055,4,Magt1,,
1.45E-66,0.474462325,0.806,0.481,4,Rps25,,
4.14E-41,0.473624788,0.175,0.056,4,Neu1,,
2.07E-51,0.472748874,0.51,0.254,4,Psma6,,
2.49E-51,0.47230971,0.637,0.36,4,Ndufa4,,
1.69E-50,0.472305752,0.469,0.226,4,Rpl22l1,,
6.79E-41,0.471906114,0.329,0.149,4,Siva1,,
4.77E-55,0.471773399,0.63,0.338,4,Cox7b,,
1.51E-50,0.470579356,0.552,0.291,4,Rpl21,,
3.56E-63,0.469196211,0.614,0.308,4,Ptma,,
2.31E-36,0.469065867,0.156,0.05,4,Dnajc3,,
1.69E-51,0.468956884,0.564,0.296,4,Rps20,,
4.54E-46,0.464914153,0.369,0.164,4,Cct8,,
3.52E-58,0.461462437,0.692,0.38,4,Rpl15,,
2.79E-31,0.459948398,0.169,0.063,4,Lyar,,
2.75E-27,0.459782881,0.215,0.097,4,Psmd7,,
3.08E-56,0.459696014,0.745,0.459,4,Cox5a,,
2.11E-50,0.459660203,0.659,0.376,4,Rpl9,,
2.21E-58,0.459534639,0.776,0.468,4,Rpl6,,
4.93E-32,0.457946425,0.183,0.07,4,Exosc5,,
1.43E-39,0.457677112,0.359,0.17,4,Cycs,,
5.24E-32,0.45711613,0.271,0.125,4,Psma4,,
5.41E-37,0.456304056,0.251,0.104,4,C1qbp,,
1.59E-39,0.455216249,0.263,0.108,4,Psmb5,,
5.00E-59,0.453700729,0.738,0.417,4,Rpl39,,
1.06E-39,0.453219236,0.261,0.106,4,Cct6a,,
1.84E-34,0.452589999,0.246,0.105,4,Cacybp,,
1.05E-35,0.451971245,0.206,0.078,4,Nop58,,
8.15E-28,0.45021746,0.164,0.064,4,Selenos,,
1.94E-30,0.449978185,0.219,0.093,4,Spn,,
5.25E-46,0.447543081,0.456,0.222,4,Dad1,,
4.89E-26,0.445286359,0.179,0.076,4,Grpel1,,
4.40E-40,0.445135472,0.221,0.082,4,Idh2,,
6.30E-40,0.444717441,0.361,0.169,4,Hspe1,,
7.11E-36,0.442198489,0.273,0.119,4,Fkbp2,,
1.26E-40,0.440758483,0.19,0.064,4,Mydgf,,
3.58E-31,0.440650555,0.189,0.074,4,Ruvbl2,,
2.71E-28,0.440622152,0.179,0.072,4,Dkc1,,
2.08E-51,0.439201666,0.505,0.245,4,Npm1,,
1.22E-39,0.438553318,0.224,0.084,4,Mlec,,
1.27E-46,0.437856491,0.486,0.242,4,Eef1g,,
9.05E-30,0.434688752,0.161,0.06,4,Mrpl17,,
5.61E-51,0.42755858,0.738,0.458,4,mt-Nd4,,
2.07E-44,0.425279184,0.614,0.353,4,Rps4x,,
1.57E-38,0.422562788,0.21,0.077,4,Gorasp2,,
6.98E-35,0.421973343,0.368,0.184,4,Rpl7a,,
6.20E-64,0.421788176,0.726,0.388,4,Atpif1,,
6.94E-46,0.4202355,0.178,0.053,4,Nucb2,,
2.90E-45,0.419861733,0.694,0.414,4,Rpl35a,,
3.34E-29,0.416727226,0.282,0.137,4,Sumo3,,
1.44E-43,0.414044451,0.676,0.41,4,Rpl38,,
3.96E-38,0.412044868,0.318,0.143,4,2410015M20Rik,,
1.61E-30,0.408300707,0.163,0.06,4,Apex1,,
8.24E-31,0.40633911,0.242,0.107,4,Npm3,,
5.26E-41,0.406057111,0.328,0.145,4,Stk16,,
8.13E-34,0.405584877,0.322,0.154,4,Ndufv2,,
1.25E-27,0.403944108,0.168,0.066,4,Syce2,,
1.85E-35,0.403329383,0.346,0.167,4,Dut,,
7.81E-52,0.402885817,0.81,0.515,4,Rpl30,,
3.97E-30,0.402844229,0.291,0.141,4,Cks1b,,
2.93E-39,0.40076024,0.4,0.197,4,Tpi1,,
8.92E-28,0.39958758,0.228,0.102,4,Glrx3,,
1.51E-27,0.398498241,0.157,0.06,4,Parl,,
2.29E-36,0.396634968,0.533,0.298,4,Rps28,,
2.27E-32,0.396121862,0.327,0.16,4,Cct7,,
1.66E-34,0.396116327,0.321,0.151,4,Selenof,,
1.39E-29,0.394481456,0.242,0.109,4,Dtymk,,
1.06E-31,0.394328926,0.331,0.165,4,Snrpd2,,
8.88E-36,0.393548722,0.389,0.196,4,Srsf7,,
2.98E-27,0.392518988,0.268,0.131,4,Mrpl42,,
2.04E-25,0.391809354,0.256,0.127,4,Psma3,,
8.23E-48,0.389597114,0.776,0.492,4,Rpl34,,
3.09E-33,0.389469819,0.376,0.192,4,Lsm6,,
1.94E-47,0.388473791,0.753,0.46,4,Rpl23a,,
5.86E-30,0.388199814,0.332,0.169,4,Eif4a3,,
7.36E-32,0.385826981,0.328,0.162,4,Cct5,,
2.18E-34,0.383255416,0.292,0.132,4,Ift20,,
2.11E-38,0.380867618,0.468,0.245,4,Eif3f,,
1.05E-23,0.380418559,0.193,0.087,4,Eif3c,,
1.33E-40,0.380312382,0.548,0.297,4,Rpl22,,
5.36E-30,0.378353213,0.293,0.141,4,Xbp1,,
1.67E-21,0.378185763,0.155,0.066,4,Uchl3,,
3.04E-36,0.37777581,0.304,0.135,4,Mgst2,,
1.11E-24,0.377429945,0.171,0.071,4,Morf4l2,,
2.50E-47,0.376426698,0.793,0.507,4,Rpl31,,
2.69E-23,0.374797857,0.206,0.096,4,Cops5,,
6.39E-25,0.374668048,0.179,0.076,4,Eif2s1,,
2.08E-43,0.374110405,0.729,0.444,4,Rpl28,,
4.79E-24,0.373275665,0.161,0.066,4,Ccdc115,,
1.42E-33,0.372623465,0.459,0.249,4,Btf3,,
2.51E-30,0.370252363,0.303,0.147,4,Romo1,,
7.01E-35,0.36919442,0.464,0.25,4,Eif2s2,,
3.62E-32,0.369042817,0.275,0.125,4,1810022K09Rik,,
1.62E-31,0.36888495,0.351,0.178,4,Spcs1,,
5.23E-28,0.368507596,0.228,0.102,4,Impdh2,,
6.54E-25,0.365108023,0.286,0.148,4,Ssrp1,,
3.73E-31,0.364868703,0.333,0.165,4,Mrps14,,
1.91E-25,0.36391282,0.21,0.095,4,Ahsa1,,
9.51E-41,0.362765094,0.749,0.466,4,Rpl19,,
5.81E-20,0.362501994,0.242,0.128,4,Mcm5,,
5.17E-29,0.362480377,0.204,0.085,4,Tspan32,,
2.39E-36,0.361072377,0.378,0.184,4,Anxa3,,
8.58E-31,0.358191553,0.45,0.253,4,Tmem258,,
1.95E-21,0.356753074,0.173,0.078,4,Set,,
9.01E-25,0.356118608,0.246,0.12,4,Tomm7,,
1.20E-34,0.355958425,0.318,0.146,4,Rasgrp2,,
1.13E-28,0.353929653,0.351,0.183,4,Mdh1,,
8.37E-38,0.353685013,0.708,0.449,4,Rps21,,
3.13E-23,0.353285731,0.236,0.116,4,Ptbp1,,
4.15E-34,0.352905904,0.529,0.304,4,Swi5,,
1.50E-37,0.352637294,0.57,0.322,4,Eno1,,
2.70E-26,0.351404623,0.177,0.072,4,Mrpl41,,
4.61E-30,0.350260622,0.284,0.134,4,Surf4,,
3.74E-29,0.34945885,0.161,0.059,4,Baz1a,,
6.76E-17,0.349241565,0.173,0.087,4,Cetn3,,
7.29E-24,0.34898253,0.155,0.063,4,Clns1a,,
1.64E-23,0.347405966,0.158,0.065,4,Llph,,
8.80E-38,0.346461434,0.577,0.327,4,Pabpc1,,
1.38E-27,0.345058552,0.292,0.145,4,Cyc1,,
1.80E-27,0.344412153,0.339,0.177,4,Ndufb5,,
8.35E-25,0.339331625,0.175,0.073,4,Ap1s1,,
2.38E-22,0.339050717,0.183,0.083,4,Nudc,,
5.07E-26,0.337913517,0.214,0.096,4,Mrps15,,
1.02E-30,0.337267051,0.45,0.248,4,Usmg5,,
4.50E-22,0.335980462,0.158,0.067,4,Ssr1,,
8.55E-37,0.334988776,0.637,0.376,4,Gpi1,,
2.03E-37,0.333948274,0.638,0.37,4,Rpl10a,,
2.87E-24,0.33333337,0.207,0.094,4,Cct3,,
1.31E-22,0.332914769,0.231,0.114,4,Erh,,
4.00E-21,0.332250433,0.175,0.079,4,Mpc1,,
1.15E-20,0.330235278,0.182,0.085,4,Chchd1,,
3.77E-24,0.329263195,0.189,0.083,4,Srp72,,
1.22E-34,0.329024891,0.631,0.385,4,Eef1a1,,
7.71E-24,0.328081496,0.237,0.115,4,Sec61g,,
3.92E-32,0.327954522,0.523,0.296,4,Rpl29,,
8.55E-22,0.327918255,0.192,0.089,4,Emg1,,
2.68E-26,0.327404815,0.392,0.217,4,Snrpe,,
4.49E-25,0.327257311,0.297,0.152,4,Anapc13,,
9.27E-17,0.327211694,0.172,0.086,4,Mrpl54,,
3.99E-24,0.324944363,0.253,0.125,4,Tbcb,,
6.45E-25,0.324269031,0.291,0.15,4,Mrpl51,,
4.04E-30,0.324226507,0.413,0.223,4,Park7,,
6.26E-18,0.324078232,0.174,0.085,4,Psma5,,
2.19E-29,0.32391359,0.389,0.206,4,Mrpl18,,
1.69E-31,0.322892901,0.512,0.289,4,Snrpd3,,
6.40E-33,0.322517684,0.47,0.258,4,Cnbp,,
4.31E-29,0.322455317,0.478,0.275,4,Pcbp1,,
2.75E-19,0.32237277,0.199,0.099,4,Eif3i,,
3.36E-32,0.321699258,0.648,0.4,4,Tagln2,,
2.12E-30,0.321662584,0.376,0.195,4,Tmed10,,
4.13E-23,0.319738189,0.305,0.164,4,Ddx39b,,
1.16E-25,0.318341101,0.404,0.228,4,Snrpd1,,
5.00E-23,0.317472048,0.2,0.092,4,Dnaja1,,
1.05E-25,0.316932369,0.31,0.161,4,Ndufs8,,
1.67E-24,0.31684887,0.182,0.078,4,Ufc1,,
4.35E-28,0.316751248,0.601,0.387,4,Hspa8,,
9.51E-22,0.316661987,0.215,0.104,4,Magoh,,
8.01E-27,0.316591992,0.234,0.107,4,Cuedc2,,
3.13E-24,0.316349771,0.191,0.084,4,Naa10,,
2.13E-34,0.314620998,0.61,0.355,4,Rpl27a,,
6.39E-23,0.312796331,0.268,0.138,4,Phb2,,
2.06E-23,0.312700978,0.315,0.169,4,Hnrnpab,,
3.83E-32,0.311890996,0.554,0.318,4,Atp5a1,,
2.40E-29,0.311548295,0.472,0.266,4,Ndufb8,,
1.64E-23,0.311435213,0.292,0.153,4,Naa38,,
8.39E-26,0.311044743,0.353,0.189,4,Vdac2,,
8.88E-22,0.310497413,0.351,0.2,4,Uqcr11,,
2.48E-26,0.309735401,0.349,0.186,4,Atp5g3,,
1.93E-17,0.309665637,0.172,0.084,4,Exosc8,,
6.53E-28,0.309658672,0.321,0.163,4,Ier3ip1,,
2.20E-20,0.30962295,0.154,0.067,4,Nans,,
3.53E-23,0.309332096,0.272,0.14,4,Snrpf,,
1.24E-16,0.309201284,0.162,0.08,4,Rbbp7,,
9.59E-29,0.309030678,0.388,0.206,4,Ndufb6,,
5.84E-19,0.308675768,0.226,0.118,4,Tipin,,
2.33E-29,0.308308835,0.52,0.301,4,Snrpg,,
3.62E-23,0.306999568,0.281,0.146,4,Mcm6,,
2.31E-24,0.303406081,0.368,0.205,4,1810037I17Rik,,
6.69E-30,0.302438797,0.517,0.298,4,Aprt,,
1.27E-21,0.301805401,0.188,0.086,4,Psmc5,,
1.27E-22,0.301617411,0.225,0.109,4,Tmem160,,
9.63E-18,0.300782369,0.151,0.07,4,Zcchc17,,
1.56E-19,0.299693587,0.327,0.191,4,Ndufs6,,
5.45E-23,0.29894049,0.342,0.189,4,Ndufc1,,
4.27E-19,0.298906199,0.166,0.077,4,Ndufb4,,
3.88E-18,0.296669682,0.265,0.148,4,Timm8b,,
2.18E-20,0.296298882,0.164,0.074,4,Polr2f,,
1.12E-17,0.295830042,0.193,0.098,4,Mrpl34,,
9.94E-17,0.294786626,0.161,0.078,4,Polr2g,,
2.58E-20,0.294534159,0.157,0.068,4,Def6,,
6.57E-23,0.293659339,0.319,0.173,4,Psmb2,,
2.37E-28,0.293006943,0.68,0.445,4,Cox6c,,
2.82E-28,0.292688088,0.65,0.413,4,Atp5b,,
6.69E-14,0.291399126,0.19,0.105,4,Eif1ax,,
1.80E-15,0.291000301,0.176,0.09,4,Mrpl43,,
3.74E-27,0.289986752,0.63,0.4,4,Cox7a2,,
1.27E-23,0.28985342,0.419,0.245,4,Gm10736,,
2.73E-16,0.289230445,0.153,0.073,4,Tomm5,,
5.06E-19,0.287166962,0.273,0.151,4,Fkbp3,,
1.92E-24,0.286749042,0.463,0.277,4,Slc25a3,,
3.63E-23,0.286704657,0.279,0.143,4,Vcp,,
5.51E-19,0.285130976,0.156,0.07,4,1700123O20Rik,,
1.97E-27,0.283661991,0.29,0.142,4,Cks2,,
7.26E-27,0.282869853,0.68,0.445,4,Chchd2,,
8.99E-21,0.282560083,0.248,0.128,4,Ndufc2,,
9.36E-22,0.282151668,0.23,0.113,4,Tcp1,,
1.82E-22,0.28130965,0.439,0.262,4,Cox7c,,
1.10E-17,0.281052334,0.183,0.091,4,Skp1a,,
8.67E-25,0.28062772,0.151,0.059,4,Mapkapk3,,
1.16E-15,0.279693458,0.153,0.074,4,Adh5,,
2.23E-18,0.278230394,0.218,0.113,4,Pgp,,
6.89E-20,0.277601441,0.265,0.142,4,Trmt112,,
1.80E-16,0.277295842,0.197,0.103,4,Psmd6,,
3.00E-25,0.276426329,0.631,0.41,4,Naca,,
1.71E-17,0.27608688,0.221,0.117,4,Pdcd5,,
1.55E-22,0.275848767,0.333,0.184,4,Hnrnpc,,
5.18E-30,0.275067048,0.775,0.525,4,Rps15,,
3.52E-17,0.273384749,0.183,0.092,4,Rpa2,,
8.60E-23,0.2721889,0.28,0.144,4,Ak2,,
1.09E-17,0.271680001,0.167,0.08,4,Ndufab1,,
6.33E-27,0.270879414,0.644,0.403,4,Srsf3,,
3.47E-22,0.270750258,0.26,0.132,4,Sec11a,,
1.32E-13,0.270157718,0.164,0.087,4,Rnf7,,
2.59E-21,0.270122829,0.279,0.148,4,U2af1,,
8.91E-14,0.269906409,0.214,0.123,4,Sf3b5,,
3.15E-17,0.267387236,0.184,0.093,4,Mrps16,,
2.97E-20,0.266405706,0.208,0.101,4,Eif3d,,
2.94E-19,0.265832883,0.225,0.114,4,Tex261,,
3.92E-21,0.265627493,0.429,0.259,4,Ndufv3,,
7.96E-18,0.265289089,0.192,0.095,4,Fam173a,,
1.18E-13,0.264147757,0.2,0.113,4,Eif3e,,
6.46E-18,0.264037722,0.204,0.104,4,Snrpb2,,
5.11E-16,0.263540254,0.181,0.092,4,Smim4,,
1.88E-16,0.263218517,0.167,0.082,4,Mcts1,,
