p_val,avg_diff,pct.1,pct.2,cluster,gene,,Cell Type,,,,,,,
9.60E-08,0.758593017,0.688,0.365,10,Aqp3,,,,,,,,,
9.42E-08,0.755458594,0.328,0.205,10,Oit1,,,,,,,,,
4.48E-06,0.754347097,0.188,0.067,10,Upf2,,,,,,,,,
2.92E-07,0.752908492,0.469,0.284,10,Rab25,,,,,,,,,
1.67E-07,0.748846682,0.391,0.241,10,Myof,,,,,,,,,
2.69E-06,0.748778131,0.531,0.336,10,Acaa1b,,,,,,,,,
2.51E-06,0.747934727,0.172,0.07,10,Atp13a2,,,,,,,,,
3.40E-07,0.747873938,0.172,0.053,10,Wipf2,,,,,,,,,
2.22E-09,0.745213939,0.266,0.171,10,Reep4,,,,,,,,,
5.14E-09,0.745032493,0.234,0.1,10,Dhcr24,,,,,,,,,
1.97E-09,0.742008921,0.266,0.097,10,Kbtbd11,,,,,,,,,
1.33E-06,0.742003244,0.188,0.091,10,Gpr137,,,,,,,,,
2.29E-05,0.73876663,0.203,0.063,10,Ier5,,,,,,,,,
6.80E-08,0.738285911,0.188,0.109,10,St8sia6,,,,,,,,,
2.12E-08,0.738095999,0.812,0.515,10,Fxyd3,,,,,,,,,
2.52E-09,0.737216718,0.547,0.389,10,Rsrp1,,,,,,,,,
9.73E-07,0.73711674,0.359,0.205,10,Smim22,,,,,,,,,
1.72E-09,0.736334528,0.766,0.477,10,Psca,,,,,,,,,
4.32E-08,0.734067601,0.266,0.136,10,Srebf1,,,,,,,,,
3.62E-07,0.734018026,0.203,0.081,10,Atp11a,,,,,,,,,
2.54E-07,0.731806912,0.266,0.154,10,Msmo1,,,,,,,,,
4.58E-07,0.731011789,0.281,0.147,10,Srrm2,,,,,,,,,
1.13E-08,0.730432457,0.188,0.068,10,Tjp3,,,,,,,,,
7.11E-07,0.728530405,0.172,0.079,10,Btbd1,,,,,,,,,
3.66E-05,0.725493629,0.531,0.298,10,Foxq1,,,,,,,,,
1.43E-10,0.723870199,0.828,0.447,10,Krt18,,,,,,,,,
2.04E-05,0.721330909,0.422,0.24,10,Uchl1,,,,,,,,,
4.58E-08,0.720040499,0.266,0.178,10,Alpl,,,,,,,,,
0.001620789,0.718888813,0.375,0.281,10,Gsdmc2,,,,,,,,,
7.42E-06,0.718496556,0.609,0.332,10,Sdc1,,,,,,,,,
1.51E-08,0.715761971,0.312,0.197,10,Lima1,,,,,,,,,
2.15E-05,0.714855855,0.188,0.054,10,Pkp4,,,,,,,,,
2.60E-06,0.708973055,0.234,0.156,10,Defb1,,,,,,,,,
7.49E-06,0.706393395,0.438,0.281,10,Tspan8,,,,,,,,,
6.69E-07,0.706165124,0.188,0.063,10,Ascc2,,,,,,,,,
5.85E-08,0.705348082,0.516,0.366,10,Dhrs3,,,,,,,,,
5.07E-07,0.701849121,0.156,0.062,10,Notch1,,,,,,,,,
2.45E-05,0.691662464,0.188,0.057,10,Mtmr3,,,,,,,,,
3.29E-06,0.691302727,0.172,0.091,10,Adgrg1,,,,,,,,,
4.81E-06,0.68898036,0.203,0.117,10,Arrdc1,,,,,,,,,
8.68E-06,0.688037936,0.156,0.064,10,Ppox,,,,,,,,,
3.56E-06,0.68765571,0.609,0.414,10,2200002D01Rik,,,,,,,,,
3.98E-07,0.684654574,0.531,0.381,10,Ctsh,,,,,,,,,
1.95E-07,0.680647881,0.172,0.078,10,Llgl2,,,,,,,,,
3.38E-06,0.679315518,0.156,0.066,10,Ptpn13,,,,,,,,,
6.40E-07,0.67884387,0.312,0.188,10,Pllp,,,,,,,,,
1.34E-06,0.677282709,0.219,0.063,10,Tnks2,,,,,,,,,
9.08E-08,0.677006222,0.5,0.304,10,Ube2r2,,,,,,,,,
2.55E-08,0.675700692,0.156,0.045,10,Mal2,,,,,,,,,
2.29E-06,0.674270499,0.172,0.047,10,Mvk,,,,,,,,,
6.86E-06,0.672710535,0.156,0.032,10,Erdr1,,,,,,,,,
1.62E-07,0.670697964,0.438,0.289,10,Vmp1,,,,,,,,,
2.10E-08,0.662301168,0.203,0.104,10,Elovl6,,,,,,,,,
5.09E-06,0.66001161,0.156,0.022,10,Fam193b,,,,,,,,,
0.000110552,0.65888178,0.156,0.063,10,Ccnt2,,,,,,,,,
8.18E-24,0.656774475,0.984,0.679,10,Gsta4,,,,,,,,,
0.000260174,0.652766095,0.266,0.204,10,Echdc2,,,,,,,,,
0.000242527,0.651328985,0.266,0.147,10,mt-Tm,,,,,,,,,
3.41E-07,0.648680147,0.359,0.263,10,Bace2,,,,,,,,,
7.34E-06,0.648553725,0.266,0.18,10,Shh,,,,,,,,,
1.40E-06,0.648346395,0.281,0.125,10,4930402H24Rik,,,,,,,,,
9.53E-07,0.645719758,0.656,0.454,10,H2afj,,,,,,,,,
4.38E-06,0.639549092,0.188,0.05,10,Wnt4,,,,,,,,,
3.16E-06,0.637707378,0.188,0.063,10,Abca3,,,,,,,,,
1.60E-17,0.636112517,1,0.666,10,Wfdc2,,,,,,,,,
0.000213757,0.635270366,0.156,0.057,10,Ankrd17,,,,,,,,,
2.91E-10,0.632799698,0.875,0.522,10,Krt19,,,,,,,,,
1.58E-06,0.632251911,0.25,0.156,10,Mpzl2,,,,,,,,,
1.21E-06,0.631235219,0.297,0.198,10,Far1,,,,,,,,,
2.95E-05,0.626758093,0.188,0.101,10,Cluh,,,,,,,,,
3.81E-05,0.626194888,0.234,0.129,10,Eif4g1,,,,,,,,,
1.27E-06,0.621320788,0.281,0.151,10,Sytl1,,,,,,,,,
9.70E-07,0.616114459,0.188,0.126,10,Degs2,,,,,,,,,
1.45E-05,0.615219212,0.312,0.196,10,Enpp5,,,,,,,,,
3.56E-06,0.613548935,0.156,0.101,10,Rassf7,,,,,,,,,
5.10E-06,0.612858038,0.156,0.104,10,Tc2n,,,,,,,,,
3.61E-06,0.610552468,0.172,0.081,10,Esrp2,,,,,,,,,
0.001197972,0.603830099,0.172,0.072,10,Sept8,,,,,,,,,
9.57E-06,0.603796455,0.312,0.216,10,S100a14,,,,,,,,,
1.96E-05,0.602585583,0.234,0.133,10,Plxnb2,,,,,,,,,
6.68E-07,0.599954171,0.156,0.05,10,L1cam,,,,,,,,,
2.61E-05,0.599730457,0.5,0.323,10,Vsig2,,,,,,,,,
4.10E-06,0.596049903,0.266,0.207,10,Vdac1,,,,,,,,,
8.17E-05,0.595580998,0.203,0.101,10,Eif3b,,,,,,,,,
3.57E-05,0.594333817,0.172,0.068,10,Plekhn1,,,,,,,,,
4.15E-05,0.593810569,0.328,0.227,10,Cldn7,,,,,,,,,
1.22E-06,0.593317514,0.281,0.231,10,Hnrnpab,,,,,,,,,
1.07E-05,0.589588849,0.219,0.147,10,Ist1,,,,,,,,,
7.94E-06,0.589473481,0.156,0.063,10,Rxra,,,,,,,,,
0.000402681,0.58861241,0.562,0.33,10,Cldn4,,,,,,,,,
0.001322076,0.5878435,0.328,0.203,10,Snx31,,,,,,,,,
0.000312055,0.585334351,0.156,0.065,10,Atp13a1,,,,,,,,,
3.35E-07,0.581859766,0.156,0.041,10,Rgs11,,,,,,,,,
6.67E-05,0.578987917,0.234,0.164,10,Slc44a2,,,,,,,,,
0.000221699,0.578785064,0.234,0.154,10,Atp2a2,,,,,,,,,
0.000673983,0.577802554,0.156,0.067,10,Hnrnpul2,,,,,,,,,
4.03E-05,0.576838369,0.266,0.176,10,Tmc4,,,,,,,,,
2.43E-05,0.576336458,0.188,0.095,10,Ctnnd1,,,,,,,,,
0.000881366,0.575671398,0.234,0.166,10,Rbm25,,,,,,,,,
2.04E-05,0.574766896,0.156,0.082,10,Trp53bp1,,,,,,,,,
2.05E-06,0.573050179,0.156,0.097,10,Ahcyl2,,,,,,,,,
1.19E-05,0.573005115,0.391,0.231,10,Rtn4,,,,,,,,,
1.71E-05,0.571913242,0.219,0.115,10,Eps8l2,,,,,,,,,
2.53E-06,0.565959988,0.391,0.267,10,Sdc4,,,,,,,,,
4.07E-05,0.565471105,0.641,0.421,10,Krt8,,,,,,,,,
0.000634528,0.565061052,0.328,0.242,10,Tspan13,,,,,,,,,
8.46E-05,0.565059094,0.172,0.077,10,Clstn1,,,,,,,,,
1.10E-05,0.563333805,0.234,0.155,10,Me1,,,,,,,,,
5.31E-06,0.562773039,0.156,0.088,10,Igsf5,,,,,,,,,
1.49E-08,0.562263355,0.828,0.474,10,Sptssb,,,,,,,,,
4.12E-05,0.561822838,0.266,0.174,10,Epn1,,,,,,,,,
3.00E-05,0.561762681,0.328,0.233,10,Gstm4,,,,,,,,,
5.22E-05,0.559558728,0.156,0.074,10,Nr2f6,,,,,,,,,
8.46E-07,0.558981373,0.203,0.119,10,Atp6v1h,,,,,,,,,
0.000767953,0.555489583,0.156,0.101,10,Zbtb7a,,,,,,,,,
6.41E-05,0.55278838,0.203,0.15,10,Ggnbp2,,,,,,,,,
0.002006097,0.551497459,0.375,0.262,10,Tacstd2,,,,,,,,,
5.78E-05,0.551353419,0.266,0.164,10,Klf5,,,,,,,,,
7.77E-07,0.548701208,0.203,0.135,10,Zdhhc13,,,,,,,,,
0.000192681,0.546827531,0.172,0.084,10,Plcd1,,,,,,,,,
0.000489047,0.546662518,0.156,0.083,10,Amfr,,,,,,,,,
4.59E-05,0.545950139,0.688,0.531,10,Sod1,,,,,,,,,
3.78E-05,0.543727173,0.688,0.568,10,Mgst1,,,,,,,,,
0.000922124,0.542128272,0.359,0.232,10,Hacd2,,,,,,,,,
0.001369021,0.540233229,0.156,0.085,10,Mark2,,,,,,,,,
0.000103324,0.539139536,0.156,0.081,10,Stap2,,,,,,,,,
0.005432269,0.538602251,0.156,0.071,10,Prpf8,,,,,,,,,
7.34E-05,0.53663097,0.172,0.086,10,Hnrnpl,,,,,,,,,
6.24E-06,0.534174149,0.172,0.085,10,Epha1,,,,,,,,,
0.005963016,0.53142332,0.156,0.098,10,Ltbp3,,,,,,,,,
0.000136035,0.52685368,0.156,0.054,10,Slc22a17,,,,,,,,,
0.000595371,0.522072113,0.188,0.126,10,Dalrd3,,,,,,,,,
0.000394738,0.519316044,0.438,0.311,10,Paqr5,,,,,,,,,
0.000371916,0.517274062,0.203,0.141,10,Dcxr,,,,,,,,,
0.000500555,0.51697585,0.328,0.235,10,Srsf11,,,,,,,,,
0.000140132,0.515100902,0.219,0.122,10,Ppfibp2,,,,,,,,,
0.000139933,0.512804457,0.219,0.15,10,Mrpl28,,,,,,,,,
2.56E-06,0.512154219,0.719,0.405,10,Igfbp2,,,,,,,,,
1.57E-06,0.512107846,0.172,0.057,10,Usp19,,,,,,,,,
0.000343131,0.508395484,0.188,0.12,10,H2afy,,,,,,,,,
0.000146078,0.502375714,0.219,0.122,10,Dnm2,,,,,,,,,
0.00287339,0.501298732,0.156,0.091,10,Cd44,,,,,,,,,
6.50E-06,0.499558973,0.312,0.245,10,Wdr1,,,,,,,,,
0.001085525,0.492476263,0.266,0.16,10,Gsdmc3,,,,,,,,,
2.19E-05,0.492002336,0.172,0.078,10,Rnf144b,,,,,,,,,
0.000196324,0.491695961,0.172,0.095,10,Trpv4,,,,,,,,,
8.99E-05,0.491187207,0.188,0.089,10,Ncor1,,,,,,,,,
0.001031395,0.486016261,0.25,0.183,10,Mat2b,,,,,,,,,
0.000167804,0.485035674,0.156,0.101,10,Serpinb5,,,,,,,,,
0.000174588,0.482166617,0.25,0.192,10,Jup,,,,,,,,,
0.000269445,0.480779326,0.203,0.12,10,Mprip,,,,,,,,,
0.000238893,0.480244604,0.359,0.238,10,Gm16136,,,,,,,,,
0.000425409,0.479153535,0.156,0.076,10,Scap,,,,,,,,,
0.004332131,0.473921254,0.203,0.128,10,Set,,,,,,,,,
0.000163463,0.470694239,0.188,0.122,10,Tsku,,,,,,,,,
0.00036338,0.470150908,0.188,0.126,10,Srrm1,,,,,,,,,
7.15E-07,0.464320331,0.859,0.573,10,Gsto1,,,,,,,,,
0.001765743,0.461807837,0.281,0.23,10,Ralbp1,,,,,,,,,
1.71E-06,0.458049158,0.453,0.257,10,Clu,,,,,,,,,
6.88E-05,0.458015556,0.156,0.045,10,Erbb2,,,,,,,,,
0.000141093,0.455635266,0.172,0.103,10,Srebf2,,,,,,,,,
0.000231282,0.455319385,0.344,0.259,10,Tmem205,,,,,,,,,
0.001489458,0.448109645,0.359,0.237,10,9530034E10Rik,,,,,,,,,
0.001009279,0.447566684,0.172,0.106,10,Traf7,,,,,,,,,
0.003979395,0.447178508,0.281,0.219,10,1810011O10Rik,,,,,,,,,
0.00286292,0.443970817,0.438,0.367,10,Tmem123,,,,,,,,,
0.002664989,0.442551804,0.203,0.109,10,Nfe2l1,,,,,,,,,
0.000412963,0.441356363,0.172,0.119,10,Marcks,,,,,,,,,
0.008467836,0.436537168,0.422,0.305,10,Ociad2,,,,,,,,,
0.002064746,0.428863639,0.297,0.224,10,Urah,,,,,,,,,
0.000174284,0.428677346,0.172,0.116,10,Cela1,,,,,,,,,
0.001697882,0.427021696,0.469,0.403,10,Arpp19,,,,,,,,,
0.003830756,0.426363377,0.156,0.105,10,Zc3h7a,,,,,,,,,
0.000784263,0.421494764,0.156,0.06,10,Hdac5,,,,,,,,,
0.005810278,0.419435297,0.406,0.312,10,Cbr2,,,,,,,,,
3.67E-05,0.418704701,0.75,0.682,10,Ctsd,,,,,,,,,
0.000231448,0.417802649,0.234,0.183,10,Phb,,,,,,,,,
0.000611141,0.414756607,0.594,0.344,10,Krt5,,,,,,,,,
0.001344012,0.406002615,0.734,0.63,10,Cyb5a,,,,,,,,,
0.00152112,0.402086259,0.188,0.114,10,Ganab,,,,,,,,,
1.05E-99,4.242611049,1,0.017,11,Pf4,,Macrophage_Pf4 high,,,,,,,
5.38E-92,4.164761671,1,0.021,11,C1qc,,,,,,,,,
3.79E-81,3.730516856,0.977,0.032,11,C1qa,,,,,,,,,
1.61E-82,3.703896881,1,0.038,11,C1qb,,,,,,,,,
6.96E-91,3.581072624,0.977,0.298,11,Apoe,,,,,,,,,
1.17E-48,3.56208512,0.682,0.027,11,Ccl8,,,,,,,,,
1.03E-74,3.152958921,0.886,0.007,11,Mrc1,,,,,,,,,
4.36E-70,3.066521511,0.909,0.018,11,Csf1r,,,,,,,,,
2.61E-61,3.007306583,0.75,0.005,11,Folr2,,,,,,,,,
1.08E-64,3.004668929,1,0.105,11,Lyz2,,,,,,,,,
2.43E-50,2.919721197,0.795,0.034,11,Cfp,,,,,,,,,
8.72E-105,2.86987645,1,0.461,11,Selenop,,,,,,,,,
6.14E-51,2.861941694,0.636,0.004,11,F13a1,,,,,,,,,
2.03E-57,2.808829789,0.977,0.06,11,Fcer1g,,,,,,,,,
6.40E-55,2.780616889,0.75,0.014,11,Stab1,,,,,,,,,
1.55E-10,2.724673638,0.227,0.015,11,Retnla,,,,,,,,,
7.28E-56,2.588163932,0.977,0.052,11,Tyrobp,,,,,,,,,
3.00E-52,2.545665114,0.818,0.155,11,Ctsc,,,,,,,,,
2.09E-30,2.535226149,0.568,0.02,11,Wfdc17,,,,,,,,,
2.04E-32,2.51440472,0.659,0.03,11,Ccl6,,,,,,,,,
5.16E-39,2.504724379,0.705,0.027,11,Ccl9,,,,,,,,,
9.31E-54,2.493300707,0.818,0.073,11,Dab2,,,,,,,,,
1.69E-45,2.448896255,0.773,0.093,11,Maf,,,,,,,,,
2.09E-46,2.397234321,0.682,0.007,11,Clec10a,,,,,,,,,
7.94E-40,2.304262641,0.659,0.023,11,Cd68,,,,,,,,,
4.89E-35,2.301315765,0.568,0.011,11,Fcgr3,,,,,,,,,
5.12E-43,2.300992701,0.523,0.002,11,Lyve1,,,,,,,,,
4.91E-35,2.287347224,0.591,0.014,11,Mgl2,,,,,,,,,
3.81E-41,2.280243673,0.5,0.002,11,Fcna,,,,,,,,,
4.51E-42,2.278143426,0.5,0.001,11,Cd163,,,,,,,,,
2.45E-44,2.267878445,0.591,0.004,11,Ms4a7,,,,,,,,,
3.19E-36,2.26688246,0.636,0.016,11,Cd36,,,,,,,,,
1.51E-26,2.168475515,0.568,0.032,11,Laptm5,,,,,,,,,
4.85E-24,2.139071624,0.295,0,11,Cd209f,,,,,,,,,
1.91E-40,2.122623485,0.773,0.156,11,Lgmn,,,,,,,,,
1.64E-34,2.118489922,0.864,0.137,11,Cd74,,,,,,,,,
9.86E-35,2.098152286,0.727,0.036,11,Ctss,,,,,,,,,
2.44E-33,2.087763203,0.477,0.004,11,Fcrls,,,,,,,,,
2.65E-26,2.083703846,0.705,0.083,11,H2-Aa,,,,,,,,,
1.73E-27,2.07007967,0.386,0.001,11,Mmp9,,,,,,,,,
7.97E-69,2.062900342,0.932,0.66,11,Ctsb,,,,,,,,,
4.69E-16,2.043194552,0.25,0.003,11,Ccl12,,,,,,,,,
7.70E-35,2.027750848,0.523,0.008,11,Adgre1,,,,,,,,,
5.23E-45,1.982676593,0.864,0.361,11,Serinc3,,,,,,,,,
6.13E-26,1.967910103,0.5,0.015,11,Fcgr2b,,,,,,,,,
6.44E-23,1.940924114,0.727,0.13,11,H2-Ab1,,,,,,,,,
9.68E-36,1.892685621,0.886,0.305,11,Cbr2,,,,,,,,,
1.63E-40,1.87967663,0.864,0.379,11,Grn,,,,,,,,,
4.51E-10,1.854828446,0.25,0.014,11,Ccl2,,,,,,,,,
1.49E-26,1.825722449,0.818,0.259,11,Trf,,,,,,,,,
7.91E-18,1.752406454,0.591,0.093,11,H2-Eb1,,,,,,,,,
2.86E-22,1.734681863,0.477,0.019,11,Cd53,,,,,,,,,
3.54E-23,1.72012381,0.5,0.028,11,Lst1,,,,,,,,,
1.21E-07,1.717544375,0.227,0.016,11,Ccl3,,,,,,,,,
5.26E-21,1.691488658,0.432,0.017,11,Cybb,,,,,,,,,
2.13E-24,1.658140797,0.341,0.002,11,Gpr34,,,,,,,,,
1.82E-18,1.637531769,0.386,0.017,11,Cyth4,,,,,,,,,
4.31E-19,1.591495302,0.386,0.011,11,Ighm,,,,,,,,,
4.09E-15,1.588932485,0.409,0.115,11,Marcks,,,,,,,,,
1.05E-17,1.588706793,0.477,0.091,11,Mcl1,,,,,,,,,
1.82E-16,1.580096901,0.455,0.083,11,Unc93b1,,,,,,,,,
6.92E-18,1.566958827,0.455,0.027,11,Alox5ap,,,,,,,,,
2.54E-17,1.557392923,0.318,0.01,11,Clec4a1,,,,,,,,,
6.04E-17,1.550945786,0.364,0.013,11,Evi2a,,,,,,,,,
6.15E-17,1.538792465,0.295,0.007,11,Clec4a2,,,,,,,,,
2.80E-25,1.525935829,0.341,0.001,11,Ltc4s,,,,,,,,,
2.56E-22,1.524395778,0.386,0.019,11,Fxyd2,,,,,,,,,
3.50E-17,1.522572497,0.409,0.023,11,Aif1,,,,,,,,,
1.94E-19,1.51815486,0.341,0.009,11,Dok2,,,,,,,,,
9.89E-13,1.513157779,0.5,0.197,11,Hspa1b,,,,,,,,,
1.95E-11,1.511591167,0.295,0.017,11,Ly86,,,,,,,,,
3.03E-13,1.501800812,0.341,0.021,11,Pld4,,,,,,,,,
6.48E-14,1.499013638,0.409,0.12,11,Ninj1,,,,,,,,,
5.97E-18,1.497476745,0.591,0.246,11,Ctsa,,,,,,,,,
9.92E-12,1.494138033,0.318,0.067,11,Mafb,,,,,,,,,
2.15E-15,1.493451361,0.364,0.019,11,Cd93,,,,,,,,,
6.65E-15,1.48328955,0.273,0.006,11,Ptafr,,,,,,,,,
1.44E-17,1.477721281,0.273,0.006,11,Ednrb,,,,,,,,,
4.41E-16,1.469763909,0.477,0.126,11,Man2b1,,,,,,,,,
1.44E-18,1.46789343,0.795,0.38,11,Pltp,,,,,,,,,
3.57E-14,1.467828319,0.409,0.06,11,Lcp1,,,,,,,,,
3.23E-15,1.466078685,0.295,0.034,11,Wwp1,,,,,,,,,
9.43E-13,1.458698973,0.318,0.05,11,Cd14,,,,,,,,,
3.66E-10,1.454822041,0.295,0.021,11,Ms4a6c,,,,,,,,,
7.11E-16,1.454060677,0.341,0.014,11,Hcls1,,,,,,,,,
4.48E-17,1.449446811,0.568,0.194,11,Ehd4,,,,,,,,,
1.08E-07,1.443948073,0.159,0.004,11,Cxcl2,,,,,,,,,
1.50E-17,1.437865058,0.5,0.189,11,Cltc,,,,,,,,,
1.83E-16,1.434562536,0.5,0.102,11,Arhgap17,,,,,,,,,
2.16E-22,1.432673332,0.295,0,11,Ccl24,,,,,,,,,
4.07E-16,1.431146783,0.432,0.044,11,Ptpn18,,,,,,,,,
1.80E-14,1.42412834,0.455,0.083,11,Kctd12,,,,,,,,,
5.62E-15,1.422611618,0.364,0.055,11,Sdc3,,,,,,,,,
2.06E-12,1.417045435,0.341,0.022,11,Spi1,,,,,,,,,
4.01E-14,1.412910041,0.295,0.021,11,Tmem106a,,,,,,,,,
5.82E-21,1.400397106,0.341,0.004,11,Nckap1l,,,,,,,,,
2.35E-09,1.390492942,0.364,0.077,11,C4b,,,,,,,,,
3.81E-07,1.386960413,0.182,0.012,11,Ccl7,,,,,,,,,
1.11E-12,1.381262776,0.318,0.02,11,Nrros,,,,,,,,,
1.67E-16,1.362300498,0.295,0.007,11,Fcgr1,,,,,,,,,
1.29E-14,1.352846475,0.25,0.005,11,Ifi207,,,,,,,,,
3.08E-15,1.346273588,0.318,0.013,11,Clec4a3,,,,,,,,,
2.99E-12,1.343011811,0.273,0.029,11,Sult1a1,,,,,,,,,
1.80E-14,1.338771331,0.386,0.137,11,Bin1,,,,,,,,,
1.53E-10,1.314317549,0.295,0.075,11,Rab11fip5,,,,,,,,,
6.47E-16,1.314178077,0.25,0.004,11,Slc9a9,,,,,,,,,
5.91E-13,1.313962477,0.409,0.135,11,Hpgd,,,,,,,,,
1.17E-11,1.298301704,0.386,0.138,11,AC149090.1,,,,,,,,,
2.52E-11,1.294675215,0.273,0.013,11,Ms4a6b,,,,,,,,,
4.25E-11,1.288150425,0.341,0.043,11,Sirpa,,,,,,,,,
4.00E-12,1.279357462,0.432,0.175,11,Snx5,,,,,,,,,
1.78E-22,1.270511185,0.977,0.563,11,H2-D1,,,,,,,,,
4.28E-19,1.269845893,0.25,0,11,Timd4,,,,,,,,,
1.09E-13,1.265715154,0.295,0.011,11,Pirb,,,,,,,,,
1.10E-15,1.264544698,0.25,0.002,11,Cd33,,,,,,,,,
9.23E-17,1.261446135,0.614,0.29,11,Hexa,,,,,,,,,
8.55E-07,1.257509515,0.273,0.089,11,Klf2,,,,,,,,,
4.98E-12,1.250048624,0.205,0.006,11,Tbxas1,,,,,,,,,
2.54E-09,1.248162613,0.318,0.06,11,Zeb2,,,,,,,,,
2.60E-10,1.244387417,0.205,0.01,11,Cd38,,,,,,,,,
8.96E-12,1.236374873,0.227,0.009,11,Rassf4,,,,,,,,,
3.71E-13,1.234604505,0.25,0.013,11,Nfxl1,,,,,,,,,
7.52E-16,1.232925162,0.227,0.001,11,Pla2g2d,,,,,,,,,
8.55E-13,1.23153179,0.727,0.538,11,Ly6e,,,,,,,,,
1.25E-13,1.231487359,0.386,0.134,11,Snx2,,,,,,,,,
3.26E-17,1.226406804,0.227,0.001,11,Cd209g,,,,,,,,,
2.41E-11,1.226180762,0.523,0.258,11,Fcgrt,,,,,,,,,
1.15E-11,1.223185749,0.273,0.021,11,Gmfg,,,,,,,,,
5.84E-25,1.222313008,1,0.793,11,Cst3,,,,,,,,,
1.33E-11,1.222179862,0.25,0.008,11,Cd37,,,,,,,,,
2.63E-13,1.21272533,0.25,0.009,11,Itgam,,,,,,,,,
1.70E-11,1.210869884,0.341,0.053,11,Pla2g15,,,,,,,,,
1.57E-13,1.199071642,0.75,0.524,11,H2-K1,,,,,,,,,
8.99E-14,1.188165539,0.318,0.113,11,Ap1b1,,,,,,,,,
7.86E-10,1.183894425,0.341,0.04,11,Arrb2,,,,,,,,,
1.70E-08,1.181512184,0.295,0.032,11,H2-DMa,,,,,,,,,
6.46E-08,1.1807758,0.295,0.085,11,Slc6a6,,,,,,,,,
2.25E-09,1.172337801,0.409,0.161,11,Glul,,,,,,,,,
6.26E-10,1.169306158,0.386,0.104,11,Ifi30,,,,,,,,,
5.90E-07,1.160478634,0.159,0.014,11,Lyn,,,,,,,,,
1.07E-12,1.149278263,0.227,0.006,11,P2ry6,,,,,,,,,
3.00E-07,1.14821497,0.205,0.064,11,Ier5,,,,,,,,,
2.59E-07,1.147396265,0.25,0.066,11,Tsc22d3,,,,,,,,,
5.04E-09,1.146182971,0.273,0.071,11,Pepd,,,,,,,,,
2.00E-09,1.142794722,0.227,0.03,11,Ptpn6,,,,,,,,,
1.68E-10,1.14074941,0.227,0.01,11,Epsti1,,,,,,,,,
1.46E-11,1.138406226,0.227,0.006,11,Tnfaip8l2,,,,,,,,,
5.55E-10,1.1336815,0.409,0.088,11,Rgs10,,,,,,,,,
5.91E-11,1.131101859,0.227,0.022,11,Arhgap18,,,,,,,,,
3.24E-06,1.127317041,0.182,0.087,11,Bmp2,,,,,,,,,
5.20E-12,1.123222727,0.182,0.001,11,Cd200r1,,,,,,,,,
4.17E-10,1.122498579,0.25,0.02,11,Slco2b1,,,,,,,,,
3.37E-06,1.120014079,0.227,0.052,11,Hmox1,,,,,,,,,
6.22E-09,1.106175168,0.273,0.041,11,Rbpj,,,,,,,,,
1.10E-07,1.101543465,0.273,0.073,11,Abca1,,,,,,,,,
4.34E-08,1.098639965,0.227,0.016,11,Cd83,,,,,,,,,
1.37E-05,1.091799266,0.182,0.028,11,Mef2c,,,,,,,,,
4.29E-06,1.091020091,0.159,0.015,11,Mpeg1,,,,,,,,,
5.08E-13,1.089101255,0.227,0.027,11,B4galt6,,,,,,,,,
4.86E-09,1.078846616,0.205,0.008,11,Gatm,,,,,,,,,
7.10E-11,1.078787716,0.432,0.189,11,Tpp1,,,,,,,,,
1.47E-10,1.066453975,0.182,0.002,11,C5ar1,,,,,,,,,
2.68E-06,1.065836816,0.477,0.155,11,Tgfbi,,,,,,,,,
3.69E-10,1.05912187,0.227,0.014,11,P2rx7,,,,,,,,,
3.81E-10,1.056190658,0.182,0.004,11,Lrrc25,,,,,,,,,
6.31E-07,1.056146554,0.386,0.125,11,Atp2b1,,,,,,,,,
6.39E-09,1.050117421,0.182,0.007,11,Syk,,,,,,,,,
3.43E-07,1.045362198,0.409,0.249,11,Rhob,,,,,,,,,
1.06E-08,1.043873628,0.432,0.26,11,Gnai2,,,,,,,,,
5.64E-07,1.041889955,0.227,0.04,11,Fam46a,,,,,,,,,
1.33E-06,1.041713592,0.295,0.103,11,Arhgdib,,,,,,,,,
1.22E-13,1.040659379,0.205,0.002,11,Hpgds,,,,,,,,,
4.38E-05,1.038957843,0.25,0.062,11,Clec2d,,,,,,,,,
6.28E-07,1.036601535,0.273,0.062,11,Sesn1,,,,,,,,,
3.67E-13,1.036313707,0.182,0.001,11,Cd86,,,,,,,,,
7.16E-09,1.036123782,0.386,0.2,11,Blvrb,,,,,,,,,
5.06E-07,1.022060686,0.386,0.231,11,Jund,,,,,,,,,
3.72E-09,1.018522566,0.182,0.006,11,Lilr4b,,,,,,,,,
5.84E-09,1.01402016,0.477,0.248,11,Rab5c,,,,,,,,,
3.55E-05,1.01147198,0.341,0.138,11,Bst2,,,,,,,,,
8.49E-07,1.006902943,0.159,0.007,11,Ccr5,,,,,,,,,
1.92E-09,1.004463579,0.432,0.247,11,Ctsz,,,,,,,,,
1.49E-05,1.00266683,0.159,0.04,11,Sbno2,,,,,,,,,
1.98E-05,1.002510875,0.295,0.078,11,Lpl,,,,,,,,,
2.80E-06,0.99994709,0.25,0.043,11,Lmo2,,,,,,,,,
1.27E-08,0.997291272,0.386,0.232,11,Rtn4,,,,,,,,,
2.35E-08,0.996591198,0.227,0.013,11,Lilrb4a,,,,,,,,,
4.58E-11,0.996486673,0.159,0.021,11,Rassf5,,,,,,,,,
5.51E-16,0.98472335,0.795,0.545,11,Lamp1,,,,,,,,,
